SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
BASHA ELEMENTARY,3535 S BASHA RD,CHANDLER,MARICOPA,85248,NO,,PUBLIC,71,94%,6%,100%,96%,4%,100%,93%,7%,100%,96%,4%,100%,97%,3%,100%,7%,0%,1%
BASIS - FLAGSTAFF,1700 N GEMINI DR,FLAGSTAFF,COCONINO,86001,YES,RN,CHARTER,64,95%,5%,100%,95%,5%,100%,97%,3%,100%,92%,8%,100%,95%,5%,100%,11%,0%,3%
BASIS - MESA,5010 S EASTMARK PKWY,MESA,MARICOPA,85212,NO,,CHARTER,59,95%,5%,100%,83%,15%,100%,97%,3%,100%,93%,7%,100%,98%,2%,100%,8%,0%,7%
BASIS - PEORIA PRIMARY,25950 N. LAKE PLEASANT PKWY,PEORIA,MARICOPA,85383,NO,,CHARTER,126,95%,5%,100%,95%,5%,100%,95%,5%,100%,96%,3%,100%,98%,2%,100%,6%,0%,2%
BASIS - PHOENIX PRIMARY,11850 N 32ND ST,PHOENIX,MARICOPA,85028,NO,,CHARTER,127,94%,6%,100%,93%,7%,100%,94%,6%,100%,94%,6%,100%,95%,5%,100%,8%,0%,4%
BASIS - SCOTTSDALE PRIMARY WEST CAMPUS,7496 E TIERRA BUENA LANE,SCOTTSDALE,MARICOPA,85260,NO,,CHARTER,92,96%,4%,100%,96%,4%,100%,92%,8%,100%,97%,3%,100%,96%,4%,100%,7%,1%,1%
BASIS - TUCSON MIDDLE SCHOOL,3825 E 2ND ST,TUCSON,PIMA,85716,NO,,CHARTER,161,96%,3%,100%,96%,3%,100%,96%,3%,100%,96%,3%,100%,97%,3%,100%,3%,1%,3%
BASIS CHANDLER PRIMARY NORTH CAMPUS,1800 E CHANDLER BLVD,CHANDLER,MARICOPA,85248,NO,,CHARTER,125,85%,2%,88%,78%,2%,81%,87%,2%,90%,94%,2%,95%,98%,0%,98%,3%,0%,2%
BASIS CHANDLER PRIMARY SOUTH CAMPUS,204 W CHANDLER HEIGHTS BLVD,CHANDLER,MARICOPA,,NO,,CHARTER,87,97%,3%,100%,97%,3%,100%,97%,3%,100%,98%,2%,100%,99%,1%,100%,5%,0%,1%
BASIS GOODYEAR PRIMARY,15800 W SHERMAN ST,GOODYEAR,MARICOPA,85338,NO,,CHARTER,110,88%,12%,100%,89%,11%,100%,87%,13%,100%,91%,9%,100%,93%,7%,100%,15%,0%,3%
BASIS PHOENIX CENTRAL PRIMARY,201 E INDIANOLA AVE,PHOENIX,MARICOPA,85012,NO,,CHARTER,104,95%,5%,100%,94%,6%,100%,92%,8%,100%,94%,6%,100%,94%,6%,100%,8%,0%,4%
BASIS PHOENIX SOUTH PRIMARY SCHOOL,5700 S 19TH AVE,PHOENIX,MARICOPA,85041,NO,,CHARTER,88,90%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,91%,9%,100%,10%,0%,9%
BASIS PRESCOTT,1901 PRESCOTT LAKES PKWY,PRESCOTT,YAVAPAI,86301,NO,,PUBLIC,62,74%,26%,100%,71%,29%,100%,73%,27%,100%,76%,24%,100%,79%,21%,100%,32%,2%,19%
BASIS SCOTTSDALE PRIMARY,11440 N 136TH ST,SCOTTSDALE,MARICOPA,85259,NO,,CHARTER,129,95%,5%,100%,96%,4%,100%,94%,6%,100%,96%,4%,100%,96%,4%,100%,7%,0%,3%
BAYER PRIVATE SCHOOL,23555 N 67TH AVE,GLENDALE,MARICOPA,85310,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BEAUTIFUL SAVIOR ACADEMY,7570 N THORNYDALE RD,TUCSON,PIMA,85741,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BEAVER CREEK SCHOOL,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,NO,,PUBLIC,39,92%,8%,100%,95%,5%,100%,90%,10%,100%,95%,5%,100%,90%,10%,100%,10%,0%,5%
BEAVER DAM ELEMENTARY SCHOOL,3436 E RIO VIRGIN RD.,LITTLEFIELD,MOHAVE,86432,NO,,PUBLIC,23,87%,4%,100%,96%,4%,100%,96%,4%,100%,91%,4%,100%,96%,4%,100%,4%,0%,4%
BELLA MONTESSORI,700 S ISLANDS DR W,GILBERT,MARICOPA,85233,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BELLA VISTA ELEMENTARY SCHOOL,801 N LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,54,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
BELLAIR ELEMENTARY SCHOOL,4701 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,53,91%,6%,98%,96%,4%,100%,96%,4%,100%,96%,4%,100%,98%,2%,100%,6%,0%,0%
BENCHMARK SCHOOL,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,NO,,CHARTER,55,91%,5%,100%,89%,7%,100%,84%,5%,93%,89%,7%,100%,95%,5%,100%,7%,0%,5%
BENJAMIN FRANKLIN CHARTER SCHOOL - CRIMSON,22120 E. QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85142,YES,RN,CHARTER,114,77%,23%,100%,80%,20%,100%,80%,20%,100%,86%,14%,100%,84%,16%,100%,25%,0%,14%
BENJAMIN FRANKLIN CHARTER SCHOOL - GILBERT,320 E WARNER RD,GILBERT,MARICOPA,85296,YES,RN,CHARTER,96,77%,23%,100%,78%,22%,100%,76%,24%,100%,83%,17%,100%,83%,17%,100%,25%,0%,11%
BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,22951 S POWER RD,GILBERT,MARICOPA,85298,YES,RN,CHARTER,84,82%,18%,100%,85%,15%,100%,83%,17%,100%,87%,12%,99%,88%,12%,100%,23%,0%,8%
BENNETT ACADEMY - VENTURE SITE,1535 W DUNLAP AVE,PHOENIX,MARICOPA,85021,NO,,CHARTER,25,92%,4%,100%,92%,4%,100%,96%,4%,100%,92%,4%,100%,96%,4%,100%,4%,4%,4%
BERNARD BLACK ELEMENTARY,6550 S 27TH AVE,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,53,91%,6%,100%,91%,6%,100%,92%,6%,100%,94%,6%,100%,94%,6%,100%,6%,0%,6%
BETHANY CHRISTIAN SCHOOL,6304 S PRICE RD,TEMPE,MARICOPA,85283,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BICENTENNIAL SOUTH SCHOOL,7240 W COLTER ST,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,121,99%,1%,100%,99%,1%,100%,98%,2%,100%,99%,1%,100%,100%,0%,100%,2%,0%,1%
BILTMORE PREPARATORY ACADEMY,4601 N 34TH ST,PHOENIX,MARICOPA,85018,NO,,PUBLIC,77,90%,5%,96%,96%,0%,97%,91%,4%,96%,96%,0%,97%,97%,0%,97%,5%,5%,1%
BLACK MOUNTAIN ELEMENTARY SCHOOL,33016 N 60TH ST,CAVE CREEK,MARICOPA,85327,YES,RN,PUBLIC,63,83%,13%,95%,84%,14%,98%,81%,16%,97%,89%,11%,100%,89%,11%,100%,17%,0%,10%
BLACK MOUNTAIN ELEMENTARY SCHOOL,3404 N SANTA MARIA RD,GOLDEN VALLEY,MOHAVE,86413,YES,LPN,PUBLIC,47,89%,11%,100%,89%,11%,100%,89%,11%,100%,89%,11%,100%,89%,11%,100%,11%,0%,11%
BLAKE PRIMARY SCHOOL,701 S NAVAJO AVE,PARKER,LA PAZ,85344,NO,,PUBLIC,130,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
BLENMAN ELEMENTARY SCHOOL,1695 N COUNTRY CLUB RD,TUCSON,PIMA,85716,YES,RN,PUBLIC,54,91%,0%,100%,96%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,7%,0%
BLOOM ELEMENTARY SCHOOL,8310 E PIMA ST,TUCSON,PIMA,85715,YES,RN,PUBLIC,56,93%,4%,100%,93%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,4%
BLUE ELEMENTARY SCHOOL,80 TURKEY CREEK RD,BLUE,GREENLEE,85922,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLUE RIDGE ELEMENTARY SCHOOL,1200 W WHITE MOUNTAIN BLVD,LAKESIDE,NAVAJO,85929,NO,,PUBLIC,126,84%,14%,99%,85%,15%,100%,86%,13%,100%,85%,15%,100%,87%,13%,100%,16%,0%,13%
BONILLAS ELEMENTARY BASIC CURRICULUM MAGN,4757 E WINSETT BLVD,TUCSON,PIMA,85711,YES,RN,PUBLIC,51,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,2%,6%,0%
BONITA ELEMENTARY SCHOOL,18008 S FT GRANT RD,BONITA,GRAHAM,85643,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BONNIE BRENNAN SCHOOL,100 COCHISE DR,WINSLOW,NAVAJO,86047,NO,,PUBLIC,123,97%,2%,100%,98%,2%,100%,98%,2%,100%,97%,2%,100%,99%,1%,100%,2%,1%,2%
BOOTH MAGNET ELEMENTARY SCHOOL,450 S MONTEGO DR,TUCSON,PIMA,,YES,RN,PUBLIC,34,97%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
BORMAN ELEMENTARY SCHOOL,6630 LIGHTNING DR (DMAFB),TUCSON,PIMA,85708,YES,RN,PUBLIC,94,99%,0%,99%,99%,0%,99%,99%,0%,99%,99%,0%,99%,100%,0%,100%,0%,0%,0%
BORTON PRIMARY MAGNET SCHOOL,700 E 22ND ST,TUCSON,PIMA,85713,YES,RN,PUBLIC,70,96%,3%,100%,97%,3%,100%,96%,4%,100%,96%,4%,100%,97%,3%,100%,6%,1%,3%
BOULDER CREEK ELEMENTARY,8045 E PORTOBELLO AVE,MESA,MARICOPA,85212,YES,RN,PUBLIC,66,98%,0%,98%,98%,0%,98%,98%,0%,98%,98%,0%,98%,100%,0%,100%,0%,0%,0%
BOULDER CREEK ELEMENTARY SCHOOL,22801 N 22ND ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,102,93%,7%,100%,95%,5%,100%,94%,6%,100%,95%,5%,100%,98%,2%,100%,7%,0%,7%
BOUSE ELEMENTARY SCHOOL,44936 JOSHUA DRIVE,BOUSE,LA PAZ,85325,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOWIE ELEMENTARY SCHOOL,315 W 5TH ST,BOWIE,COCHISE,85605,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRET TARVER ELEMENTARY,4308 N 51ST AVE,PHOENIX,MARICOPA,85031,YES,LPN,PUBLIC,81,93%,4%,100%,95%,4%,100%,95%,4%,100%,98%,2%,100%,100%,0%,100%,4%,0%,0%
BRIDGES ELEMENTARY SCHOOL,5205 S SOBOBA ST,GILBERT,MARICOPA,85298,YES,LPN,PUBLIC,103,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,94%,6%,100%,11%,2%,3%
BRIDGES PRESCHOOL,1494 S GILBERT RD,GILBERT,MARICOPA,85233,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRIDGES PRESCHOOL,7570 S WILLOW DR,TEMPE,MARICOPA,85283,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRIDGES PRESCHOOL,20635 S OLD ELLSWORTH RD,QUEEN CREEK,MARICOPA,85142,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRIGHT BEGINNINGS SCHOOL #1,400 N ANDERSEN BLVD,CHANDLER,MARICOPA,85224,NO,,CHARTER,31,84%,16%,100%,87%,13%,100%,84%,16%,100%,87%,13%,100%,87%,13%,100%,16%,0%,13%
BROADMOR ELEMENTARY SCHOOL,311 E AEPLI DR,TEMPE,MARICOPA,85282,YES,RN,PUBLIC,117,94%,6%,100%,94%,5%,100%,94%,5%,100%,94%,5%,100%,96%,4%,100%,7%,0%,4%
BRUNSON-LEE ELEMENTARY SCHOOL,1350 N 48TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,82,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
BUCKEYE PRIMARY SCHOOL,210 S 6TH ST,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,97,91%,7%,100%,91%,6%,100%,94%,6%,100%,97%,3%,100%,99%,1%,100%,7%,0%,0%
BURK ELEMENTARY SCHOOL,545 N BURK ST,GILBERT,MARICOPA,85234,NO,,PUBLIC,61,97%,2%,100%,97%,2%,100%,92%,2%,98%,97%,2%,100%,98%,2%,100%,2%,3%,2%
BURKE BASIC SCHOOL,131 E SOUTHERN AVE,MESA,MARICOPA,85210,YES,LPN,CHARTER,133,95%,1%,97%,96%,1%,98%,95%,1%,97%,100%,0%,100%,100%,0%,100%,1%,0%,1%
BUTTERFIELD ELEMENTARY SCHOOL,3400 W MASSINGALE RD,TUCSON,PIMA,85741,NO,,PUBLIC,57,95%,0%,100%,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
BUTTERFIELD ELEMENTARY SCHOOL,43800 W HONEYCUTT RD,MARICOPA,PINAL,85239,YES,RN,PUBLIC,86,92%,6%,100%,94%,5%,100%,94%,5%,100%,95%,5%,100%,95%,5%,100%,5%,1%,3%
C E ROSE ELEMENTARY SCHOOL,710 W MICHIGAN DR,TUCSON,PIMA,85714,YES,RN,PUBLIC,79,100%,0%,100%,100%,0%,100%,97%,3%,100%,99%,1%,100%,99%,1%,100%,1%,1%,1%
C I WAGGONER SCHOOL,1050 E CARVER RD,TEMPE,MARICOPA,85284,NO,,PUBLIC,78,87%,8%,95%,87%,8%,95%,87%,8%,95%,86%,9%,95%,87%,8%,95%,9%,0%,8%
C J JORGENSEN SCHOOL,1701 W ROESER RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C W MCGRAW ELEMENTARY SCHOOL,2345 S ARIZONA AVE,YUMA,YUMA,85364,NO,,PUBLIC,90,97%,1%,99%,98%,1%,99%,92%,1%,94%,98%,1%,99%,97%,1%,98%,1%,0%,1%
CACTUS VIEW ELEMENTARY SCHOOL,17602 N CENTRAL AVE,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,92,95%,5%,100%,96%,4%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,5%,0%,2%
CACTUS WREN ELEMENTARY SCHOOL,9650 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,62,89%,8%,100%,94%,6%,100%,92%,8%,100%,94%,6%,100%,94%,6%,100%,11%,0%,11%
CALABASAS SCHOOL,131 CAMINO MARICOPA,RIO RICO,SANTA CRUZ,85648,YES,LPN,PUBLIC,74,96%,1%,100%,95%,1%,100%,96%,1%,100%,100%,0%,100%,100%,0%,100%,1%,1%,1%
CALIBRE ACADEMY SURPRISE,15688 W ACOMA DR,SURPRISE,MARICOPA,85379,NO,,CHARTER,61,79%,15%,93%,82%,11%,100%,82%,13%,95%,92%,8%,100%,90%,10%,100%,15%,0%,8%
CALVARY CHAPEL CHRISTIAN SCHOOL,8725 E SPEEDWAY BLVD,TUCSON,PIMA,85710,NO,,PRIVATE,21,67%,29%,95%,67%,29%,95%,67%,29%,95%,95%,0%,95%,100%,0%,100%,29%,0%,0%
CALVARY CHRISTIAN ACADEMY,1605 S MCCULLOCH BLVD,LAKE HAVASU CITY,MOHAVE,86406,NO,,PRIVATE,39,82%,15%,100%,87%,10%,100%,79%,10%,100%,82%,10%,100%,87%,10%,97%,10%,5%,10%
CALVARY NORTH PRESCHOOL,14201 N 32ND ST,PHOENIX,MARICOPA,85032,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMELBACK ACADEMY,7634 W CAMELBACK RD,GLENDALE,MARICOPA,85303,NO,,CHARTER,66,95%,3%,98%,95%,3%,98%,97%,2%,98%,95%,3%,98%,97%,2%,98%,5%,2%,2%
CAMELBACK CHRISTIAN SCHOOL,3900 E STANFORD DR,PARADISE VALLEY,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMELBACK DESERT SCHOOL,9606 E KALIL DR,SCOTTSDALE,MARICOPA,85260,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMP VERDE ELEMENTARY SCHOOL,200 CAMP LINCOLN RD,CAMP VERDE,YAVAPAI,86322,YES,RN,PUBLIC,97,59%,16%,76%,59%,14%,74%,57%,12%,69%,79%,12%,93%,81%,9%,91%,12%,0%,10%
CAMP VERDE UNITED CHRISTIAN SCHOOL,903 W FINNIE FLAT RD,CAMP VERDE,YAVAPAI,86322,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMPO BELLO ELEMENTARY SCHOOL,2650 E CONTENTION MINE RD,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,77,97%,1%,100%,97%,1%,100%,97%,3%,100%,97%,3%,100%,99%,1%,100%,3%,0%,1%
CANDEO SCHOOLS,9965 W CALLE LEJOS,PEORIA,MARICOPA,85383,NO,,CHARTER,72,82%,18%,100%,82%,18%,100%,82%,18%,100%,82%,18%,100%,82%,18%,100%,18%,0%,18%
CANON SCHOOL,18800 E SCHOOL HOUSE RD,BLACK CANYON CITY,YAVAPAI,85324,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CANYON BREEZE ELEMENTARY,11675 W ENCANTO BLVD,AVONDALE,MARICOPA,85392,NO,,PUBLIC,62,97%,2%,98%,97%,2%,98%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
CANYON ELEMENTARY SCHOOL,5490 W PARADISE LN,GLENDALE,MARICOPA,85306,YES,RN,PUBLIC,32,97%,0%,100%,97%,0%,100%,94%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CANYON POINTE ACADEMY,4941 W UNION HILLS DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,32,72%,25%,97%,69%,25%,94%,72%,25%,97%,72%,25%,97%,75%,25%,100%,22%,0%,22%
CANYON RIDGE ELEMENTARY,17359 WEST SURPRISE FARMS LOOP NORTH,SURPRISE,MARICOPA,85388,YES,RN,PUBLIC,86,87%,13%,100%,88%,12%,100%,87%,13%,100%,92%,8%,100%,90%,10%,100%,13%,0%,9%
CANYON RIM ELEMENTARY,3045 S CANYON RIM,MESA,MARICOPA,85212,YES,RN,PUBLIC,111,91%,8%,100%,93%,7%,100%,92%,8%,100%,96%,4%,100%,96%,4%,100%,8%,0%,3%
CANYON SPRINGS,42901 N 45TH AVE,ANTHEM,MARICOPA,85087,YES,RN,PUBLIC,77,88%,9%,99%,87%,9%,97%,88%,9%,99%,90%,9%,100%,91%,9%,100%,9%,0%,9%
CANYON VIEW ELEMENTARY SCHOOL,5725 N SABINO CANYON RD,TUCSON,PIMA,85750,YES,RN,PUBLIC,43,98%,2%,100%,93%,5%,98%,95%,5%,100%,95%,5%,100%,98%,2%,100%,5%,0%,2%
CAPITOL ELEMENTARY SCHOOL,330 N 16TH AVE,PHOENIX,MARICOPA,85007,YES,RN,PUBLIC,52,88%,2%,100%,96%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
CARDEN CHRISTIAN ACADEMY CENTRAL,2727 N SWAN RD,TUCSON,PIMA,85712,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CARDEN OF TUCSON,5260 N ROYAL PALM DR,TUCSON,PIMA,85705,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAREER SUCCESS SCHOOL - SAGE CAMPUS,3120 N 32ND ST,PHOENIX,MARICOPA,85018,NO,,CHARTER,38,95%,5%,100%,97%,3%,100%,95%,5%,100%,97%,3%,100%,97%,3%,100%,5%,0%,5%
CARMICHAEL ELEMENTARY SCHOOL,701 NE CARMICHAEL AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,52,94%,4%,100%,96%,2%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,2%,4%,2%
CARMINATI SCHOOL,4001 S MCALLISTER AVE,TEMPE,MARICOPA,85282,YES,RN,PUBLIC,63,92%,6%,100%,94%,6%,100%,94%,6%,100%,95%,3%,100%,97%,3%,100%,6%,0%,3%
CAROL G. PECK ELEMENTARY SCHOOL,5810 N 49TH AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,80,88%,5%,93%,93%,4%,96%,95%,4%,99%,94%,5%,99%,95%,5%,100%,4%,1%,4%
CAROL RAE RANCH ELEMENTARY,3777 E HOUSTON AVE,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,81,96%,2%,100%,98%,2%,100%,96%,2%,100%,98%,2%,100%,96%,4%,100%,4%,0%,2%
CARRILLO INTERMEDIATE MAGNET SCHOOL,440 S MAIN AVE,TUCSON,PIMA,85701,YES,RN,PUBLIC,47,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,2%,0%
CARRIZO MISSION SCHOOL,2000 S 351 RD,TEEC NOS POS,APACHE,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CARTWRIGHT ELEMENTARY SCHOOL,5833 W THOMAS RD,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,66,95%,0%,100%,95%,0%,100%,95%,0%,100%,95%,0%,100%,100%,0%,100%,0%,0%,0%
CASA ACADEMY,1500 W MARYLAND AVE,PHOENIX,MARICOPA,85015,NO,,CHARTER,52,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,4%,4%
CASA BLANCA COMMUNITY SCHOOL,3455 CASA BLANCA RD,BAPCHULE,PINAL,85121,YES,RN,PUBLIC,54,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CASA DEL NINO BILINGUAL MONTESSORI ELEMENTARY,2625 W QUEEN CREEK RD,CHANDLER,MARICOPA,85248,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CASAS CHRISTIAN SCHOOL,10801 N LA CHOLLA BLVD,TUCSON,PIMA,85742,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CASTLEHILL COUNTRY DAY SCHOOL,3225 N CRAYCROFT RD,TUCSON,PIMA,85712,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAURUS ACADEMY,41900 S 42ND AVE,PHOENIX,MARICOPA,85086,NO,,CHARTER,49,71%,14%,86%,63%,14%,78%,65%,16%,82%,80%,14%,94%,76%,14%,90%,16%,0%,14%
CAVE CREEK MONTESSORI SCHOOL,29209 N 56TH ST,CAVE CREEK,MARICOPA,85331,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAVETT ELEMENTARY SCHOOL,2120 E NACO VISTA DR,TUCSON,PIMA,85713,YES,RN,PUBLIC,38,89%,3%,92%,95%,3%,97%,92%,3%,95%,95%,3%,97%,97%,3%,100%,3%,3%,3%
CEDAR HILLS SCHOOL,9501 NELLIE DR,KINGMAN,MOHAVE,86401,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CENTENNIAL ELEMENTARY SCHOOL,2200 W WETMORE RD,TUCSON,PIMA,85705,NO,,PUBLIC,61,98%,0%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,2%,2%
CENTENNIAL ELEMENTARY SCHOOL,3507 S RANCH HOUSE PKWY,GILBERT,MARICOPA,85297,NO,,PUBLIC,89,93%,7%,100%,96%,4%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,9%,0%,4%
CENTER FOR ACADEMIC SUCCESS #3,919 3RD ST,DOUGLAS,COCHISE,85607,NO,,CHARTER,33,97%,0%,100%,97%,0%,100%,91%,0%,100%,97%,0%,100%,97%,0%,97%,0%,0%,0%
CENTER FOR ACADEMIC SUCCESS #5,900 CARMELITA DR,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,40,93%,8%,100%,93%,8%,100%,93%,8%,100%,93%,8%,100%,93%,8%,100%,8%,0%,8%
CENTER FOR EDUCATIONAL EXCELLENCE,1700 E ELLIOT RD,TEMPE,MARICOPA,85284,NO,,CHARTER,31,90%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,10%,0%,10%
