SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
SAN TAN CHARTER SCHOOL,3959 E ELLIOT RD,GILBERT,MARICOPA,85234,YES,LPN,CHARTER,68,82%,16%,99%,73.5%,17.6%,97.1%,67.6%,16.2%,88.2%,77.9%,14.7%,97.1%,75.0%,16.2%,91.2%,17.6%,0.0%,14.7%
SENITA VALLEY ELEMENTARY SCHOOL,10750 E BILBY RD,TUCSON,PIMA,85747,NO,,PUBLIC,114,96%,4%,100%,97.4%,1.8%,99.1%,95.6%,3.5%,99.1%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,4.4%,0.0%,0.9%
EAGLE COLLEGE PREP - S MOUNTAIN,2450 W SOUTH MOUNTAIN AVE,PHOENIX,MARICOPA,85041,NO,,CHARTER,47,96%,0%,96%,95.7%,0.0%,95.7%,93.6%,0.0%,93.6%,95.7%,0.0%,95.7%,95.7%,0.0%,95.7%,0.0%,0.0%,0.0%
PARAGON SCIENCE ACADEMY,2975 W LINDA LN,CHANDLER,MARICOPA,85224,NO,,CHARTER,38,79%,18%,100%,78.9%,18.4%,100.0%,81.6%,18.4%,100.0%,84.2%,15.8%,100.0%,86.8%,13.2%,100.0%,18.4%,0.0%,5.3%
ASU PREPARATORY ACADEMY - PHOENIX ELEMENTARY,735 E FILLMORE ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,98,89%,5%,94%,88.8%,5.1%,93.9%,85.7%,5.1%,90.8%,94.9%,4.1%,99.0%,94.9%,4.1%,99.0%,5.1%,0.0%,4.1%
ADAMS TRADITIONAL ACADEMY,2323 W PARKSIDE LN,PHOENIX,MARICOPA,85027,YES,RN,CHARTER,90,93%,7%,100%,93.3%,6.7%,100.0%,91.1%,8.9%,100.0%,91.1%,8.9%,100.0%,91.1%,7.8%,100.0%,8.9%,0.0%,6.7%
PIONEER PREPARATORY - A CHALLENGE FOUNDATION,6510 W CLARENDON AVE,PHOENIX,MARICOPA,85033,YES,LPN,CHARTER,53,96%,2%,100%,94.3%,1.9%,100.0%,98.1%,1.9%,100.0%,96.2%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
SUN VALLEY ACADEMY - PHOENIX,2675 W BASELINE RD,PHOENIX,MARICOPA,85041,NO,,CHARTER,71,93%,7%,100%,94.4%,5.6%,100.0%,91.5%,7.0%,98.6%,94.4%,5.6%,100.0%,93.0%,5.6%,98.6%,8.5%,0.0%,5.6%
ASU PREPARATORY ACADEMY - SOUTH PHOENIX PRIMARY,5610 S CENTRAL AVE,PHOENIX,MARICOPA,85040,YES,RN,CHARTER,21,95%,0%,100%,95.2%,0.0%,100.0%,95.2%,0.0%,100.0%,95.2%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
PAULDEN COMMUNITY SCHOOL,24850 N NAPLES DR,PAULDEN,YAVAPAI,86334,YES,RN,CHARTER,<20,47%,6%,59%,35.3%,5.9%,52.9%,35.3%,5.9%,52.9%,52.9%,5.9%,58.8%,52.9%,5.9%,58.8%,5.9%,0.0%,5.9%
ODYSSEY PREPERATORY ACADEMY - BUCKEYE APACHE,6500 S APACHE RD,BUCKEYE,MARICOPA,85326,NO,,CHARTER,109,94%,4%,100%,94.5%,3.7%,100.0%,95.4%,4.6%,100.0%,94.5%,5.5%,100.0%,95.4%,4.6%,100.0%,5.5%,0.0%,3.7%
ODYSSEY PREPERATORY ACADEMY - GOODYEAR,17532 W HARRISON ST,GOODYEAR,MARICOPA,85338,NO,,CHARTER,98,89%,11%,100%,89.8%,10.2%,100.0%,88.8%,11.2%,100.0%,91.8%,8.2%,100.0%,99.0%,0.0%,100.0%,10.2%,0.0%,10.2%
ODYSSEY PREPARATORY ACADEMY - SIENNA HILLS,2400 N. SIENNA HILLS PKWY,BUCKEYE,MARICOPA,85396,NO,,CHARTER,76,82%,18%,100%,82.9%,17.1%,100.0%,81.6%,18.4%,100.0%,88.2%,11.8%,100.0%,78.9%,19.7%,100.0%,19.7%,1.3%,11.8%
VECTOR PREP AND ARTS ACADEMY,2020 N ARIZONA AVE,CHANDLER,MARICOPA,85225,NO,,CHARTER,36,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ESMOND STATION SCHOOL,9400 S ATTERBURY WASH WAY,TUCSON,PIMA,85747,NO,,PUBLIC,63,90%,10%,100%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,93.7%,6.3%,100.0%,96.8%,3.2%,100.0%,9.5%,0.0%,3.2%
LEARNING FOUNDATION AND PERFORMING ARTS WARNER,3939 E WARNER RD,GILBERT,MARICOPA,85296,NO,,CHARTER,40,93%,8%,100%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,7.5%,0.0%,7.5%
GILBERT ARTS ACADEMY,862 E ELLIOT RD,GILBERT,MARICOPA,85234,NO,,CHARTER,22,95%,5%,100%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,90.9%,4.5%,100.0%,95.5%,4.5%,100.0%,4.5%,0.0%,4.5%
LIBERTY ARTS ACADEMY,3015 S POWER RD,MESA,MARICOPA,85212,NO,,CHARTER,40,75%,25%,100%,75.0%,25.0%,100.0%,70.0%,30.0%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,30.0%,0.0%,25.0%
EDISON SCHOOL OF INNOVATION,8340 W NORTHERN AVE,GLENDALE,MARICOPA,85305,NO,,CHARTER,39,92%,8%,100%,89.7%,7.7%,100.0%,92.3%,7.7%,100.0%,97.4%,2.6%,100.0%,94.9%,5.1%,100.0%,7.7%,0.0%,2.6%
COPPER RIDGE ELEMENTARY SCHOOL,17650 S CANYON EDGE TRAIL,CORONA DE TUCSON,PIMA,85641,NO,,PUBLIC,58,97%,2%,100%,96.6%,1.7%,100.0%,96.6%,1.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.4%,0.0%,0.0%
SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,PEORIA,MARICOPA,85382,NO,,CHARTER,24,83%,17%,100%,83.3%,16.7%,100.0%,83.3%,16.7%,100.0%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,16.7%,0.0%,8.3%
HAVASU PREPARATORY ACADEMY ,3155 MARICOPA AVE,LAKE HAVASU CITY,MOHAVE,86406,NO,,CHARTER,22,95%,5%,100%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,4.5%,0.0%,4.5%
VAL VISTA ACADEMY - A BALL CHARTER SCHOOL,4120 S VAL VISTA DR,GILBERT,MARICOPA,85297,NO,,CHARTER,65,75%,17%,92%,75.4%,16.9%,92.3%,75.4%,15.4%,90.8%,84.6%,12.3%,96.9%,84.6%,12.3%,96.9%,9.2%,0.0%,9.2%
ARCHWAY CLASSICAL ACADEMY - SCOTTSDALE,16648 N 94TH STREET,SCOTTSDALE,MARICOPA,85260,YES,RN,CHARTER,168,83%,17%,100%,81.5%,18.5%,100.0%,82.1%,17.9%,100.0%,85.7%,14.3%,100.0%,88.1%,11.9%,100.0%,21.4%,0.0%,7.1%
MESQUITE ELEMENTARY SCHOOL - TUCSON,9455 E RITA RD,TUCSON,PIMA,85747,NO,,PUBLIC,109,95%,2%,100%,95.4%,1.8%,100.0%,95.4%,1.8%,100.0%,97.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
MARYVALE PREPARATORY ACADEMY,4825 W CAMELBACK RD,PHOENIX,MARICOPA,85031,YES,RN,CHARTER,113,90%,8%,100%,91.2%,8.0%,100.0%,91.2%,8.0%,100.0%,92.0%,7.1%,100.0%,92.9%,7.1%,100.0%,8.0%,0.0%,7.1%
HAPPY VALLEY SCHOOL - EAST CAMPUS,266 E WESTBROOKE RD.,SAN TAN VALLEY,PINAL,85140,NO,,CHARTER,72,86%,11%,97%,86.1%,11.1%,97.2%,86.1%,11.1%,97.2%,87.5%,11.1%,98.6%,88.9%,11.1%,100.0%,11.1%,0.0%,11.1%
GREAT HEARTS ACADEMIES - ARCHWAY CLASSICAL ACADEMY TRIVIUM WEST,2001 N BULLARD AVE,GOODYEAR,MARICOPA,85395,YES,RN,CHARTER,139,89%,11%,100%,89.2%,10.8%,100.0%,88.5%,11.5%,100.0%,89.9%,10.1%,100.0%,91.4%,8.6%,100.0%,12.2%,0.0%,7.9%
ARCHWAY CLASSICAL ACADEMY - CHANDLER,1951 N ALMA SCHOOL RD,CHANDLER,MARICOPA,85224,YES,RN,CHARTER,85,91%,9%,100%,89.4%,10.6%,100.0%,91.8%,8.2%,100.0%,90.6%,9.4%,100.0%,92.9%,7.1%,100.0%,12.9%,0.0%,3.5%
SOUTH PHOENIX PREP AND ARTS ACADEMY,7450 S 40TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,69,88%,10%,100%,89.9%,10.1%,100.0%,87.0%,11.6%,100.0%,89.9%,10.1%,100.0%,89.9%,10.1%,100.0%,11.6%,0.0%,10.1%
RIDGELINE ACADEMY,33625 N NORTH VALLEY PKWY,PHOENIX,MARICOPA,85085,NO,,CHARTER,95,86%,12%,100%,86.3%,11.6%,100.0%,86.3%,11.6%,100.0%,86.3%,11.6%,100.0%,86.3%,11.6%,97.9%,11.6%,0.0%,11.6%
MESA ARTS ACADEMY,221 W SIXTH AVE,MESA,MARICOPA,85210,NO,,CHARTER,<20,94%,6%,100%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,100.0%,0.0%,100.0%,5.9%,0.0%,5.9%
DESERT HEIGHTS ELEMENTARY CHARTER SCHOOL,5821 W BEVERLY LN,GLENDALE,MARICOPA,85306,NO,,CHARTER,64,91%,8%,100%,92.2%,6.3%,100.0%,90.6%,7.8%,100.0%,92.2%,7.8%,100.0%,100.0%,0.0%,100.0%,10.9%,0.0%,1.6%
DAVIDSON ELEMENTARY SCHOOL,3950 E PARADISE FALLS DR,TUCSON,PIMA,85712,YES,RN,PUBLIC,50,88%,0%,92%,90.0%,0.0%,94.0%,90.0%,0.0%,94.0%,92.0%,2.0%,98.0%,92.0%,0.0%,92.0%,2.0%,0.0%,0.0%
VAIL ACADEMY & HIGH SCHOOL,7762 E SCIENCE PARK DR,TUCSON,PIMA,85747,NO,,CHARTER,28,93%,0%,100%,96.4%,0.0%,100.0%,96.4%,0.0%,100.0%,96.4%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BENNETT ACADEMY - VENTURE SITE,1535 W DUNLAP AVE,PHOENIX,MARICOPA,85021,NO,,CHARTER,25,92%,4%,96%,88.0%,12.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,12.0%,0.0%,4.0%
STEP UP SCHOOL,44 E 5TH ST,MESA,MARICOPA,85201,NO,,CHARTER,<20,86%,0%,86%,92.9%,0.0%,92.9%,100.0%,0.0%,100.0%,92.9%,0.0%,92.9%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
EDUPRIZE SCHOOL - QUEEN CREEK,4567 W ROBERTS RD,QUEEN CREEK,PINAL,85142,YES,RN,CHARTER,213,84%,15%,99%,83.6%,15.0%,98.6%,83.6%,14.6%,98.1%,86.9%,11.3%,98.1%,88.3%,11.3%,99.5%,16.0%,0.0%,10.3%
EDUPRIZE SCHOOL - GILBERT,580 W MELODY DR,GILBERT,MARICOPA,85233,YES,RN,CHARTER,115,88%,12%,100%,76.5%,18.3%,95.7%,80.9%,18.3%,100.0%,85.2%,14.8%,100.0%,87.8%,12.2%,100.0%,20.9%,0.0%,0.9%
ACCLAIM ACADEMY,7624 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85033,NO,,CHARTER,23,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SEQUOIA CHOICE SCHOOL ARIZONA DISTANCE LEARNING SCHOOL,HOME BASED,MESA,MARICOPA,85203,NO,,CHARTER,264,46%,53%,99%,44.7%,53.4%,98.1%,44.3%,53.8%,98.1%,48.5%,50.8%,99.2%,51.1%,48.5%,99.6%,54.9%,0.0%,44.7%
CENTER FOR EDUCATIONAL EXCELLENCE,1700 E ELLIOT RD,TEMPE,MARICOPA,85284,NO,,CHARTER,32,94%,6%,100%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,90.6%,6.3%,100.0%,93.8%,6.3%,100.0%,6.3%,0.0%,6.3%
AMERICAN LEADERSHIP ACADEMY - GILBERT,3155 S SAN TAN VILLAGE PKWY,GILBERT,MARICOPA,85295,NO,,CHARTER,92,68%,32%,100%,67.4%,32.6%,100.0%,69.6%,30.4%,100.0%,76.1%,23.9%,100.0%,79.3%,20.7%,100.0%,38.0%,0.0%,16.3%
AMERICAN LEADERSHIP ACADEMY - QUEEN CREEK,23908 S HAWES RD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,92,75%,24%,100%,76.1%,23.9%,100.0%,73.9%,26.1%,100.0%,85.9%,13.0%,100.0%,89.1%,10.9%,100.0%,30.4%,0.0%,7.6%
SAHUARITA PRIMARY SCHOOL,350 W SAHUARITA RD,SAHUARITA,PIMA,85629,NO,,PUBLIC,126,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
AMERICAN LEADERSHIP ACADEMY - SAN TAN,34969 N VILLAGE LN,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,89,80%,19%,100%,79.8%,20.2%,100.0%,78.7%,21.3%,100.0%,85.4%,14.6%,100.0%,84.3%,15.7%,100.0%,22.5%,0.0%,16.9%
AMERICAN LEADERSHIP ACADEMY - MESA,4507 S MOUNTAIN RD,MESA,MARICOPA,85212,NO,,CHARTER,90,81%,19%,100%,81.1%,18.9%,100.0%,81.1%,18.9%,100.0%,85.6%,14.4%,100.0%,85.6%,14.4%,100.0%,14.4%,1.1%,7.8%
AMERICAN LEADERSHIP ACADEMY ANTHEM SOUTH CAMPUS,4380 N HUNT HWY,FLORENCE,PINAL,85132,YES,RN,CHARTER,78,83%,17%,100%,82.1%,17.9%,100.0%,82.1%,17.9%,100.0%,87.2%,12.8%,100.0%,92.3%,7.7%,100.0%,19.2%,0.0%,3.8%
AMERICAN LEADERSHIP ACADEMY - IRONWOOD K-6,650 W COMBS RD,QUEEN CREEK,PINAL,85140,NO,,CHARTER,100,81%,19%,100%,78.0%,22.0%,100.0%,81.0%,19.0%,100.0%,93.0%,7.0%,100.0%,91.0%,9.0%,100.0%,24.0%,1.0%,7.0%
AMERICAN LEADERSHIP ACADEMY- GILBERT SOUTH K-6 CAMPUS,1750 E RIGGS ROAD,GILBERT,MARICOPA,85298,NO,,CHARTER,81,79%,21%,100%,79.0%,21.0%,100.0%,77.8%,22.2%,100.0%,93.8%,4.9%,100.0%,93.8%,6.2%,100.0%,16.0%,0.0%,8.6%
AMERICAN LEADERSHIP ACADEMY- GILBERT NORTH K-6 CAMPUS,1010 S HIGLEY ROAD,GILBERT,MARICOPA,85296,NO,,CHARTER,82,78%,21%,100%,78.0%,20.7%,100.0%,80.5%,19.5%,100.0%,85.4%,14.6%,100.0%,85.4%,14.6%,100.0%,23.2%,1.2%,13.4%
AMERICAN LEADERSHIP ACADEMY- SIGNAL BUTTE K-6 CAMPUS,22512 S SIGNAL BUTTE RD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,65,85%,15%,100%,84.6%,15.4%,100.0%,81.5%,18.5%,100.0%,86.2%,13.8%,100.0%,86.2%,13.8%,100.0%,13.8%,0.0%,9.2%
PATHFINDER ACADEMY - N BOULDER CANYON,2906 N BOULDER CANYON,MESA,MARICOPA,85207,NO,,CHARTER,81,60%,40%,100%,60.5%,38.3%,100.0%,61.7%,38.3%,100.0%,65.4%,34.6%,100.0%,67.9%,32.1%,100.0%,42.0%,0.0%,32.1%
PATHFINDER ACADEMY AT EASTMARK,4816 S EASTMARK PKWY,MESA,MARICOPA,85212,NO,,CHARTER,46,85%,15%,100%,84.8%,15.2%,100.0%,84.8%,15.2%,100.0%,91.3%,8.7%,100.0%,91.3%,8.7%,100.0%,15.2%,0.0%,0.0%
GEORGE WASHINGTON ACADEMY,1945 S 1ST EAST,SNOWFLAKE,NAVAJO,85937,NO,,CHARTER,35,66%,17%,83%,77.1%,17.1%,94.3%,62.9%,17.1%,80.0%,74.3%,17.1%,91.4%,71.4%,17.1%,88.6%,17.1%,0.0%,17.1%
REID TRADITIONAL SCHOOLS - VALLEY ACADEMY,1520 W ROSE GARDEN LN,PHOENIX,MARICOPA,85027,YES,RN,CHARTER,91,89%,10%,100%,89.0%,9.9%,100.0%,89.0%,9.9%,100.0%,91.2%,7.7%,100.0%,92.3%,7.7%,100.0%,11.0%,0.0%,7.7%
BENJAMIN FRANKLIN CHARTER SCHOOL - CRIMSON,22120 E. QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,121,77%,23%,100%,78.5%,21.5%,100.0%,75.2%,24.8%,100.0%,85.1%,14.9%,100.0%,88.4%,11.6%,100.0%,30.6%,0.0%,9.1%
BENJAMIN FRANKLIN CHARTER SCHOOL - GILBERT,1475 SOUTH VAL VISTA DRIVE,GILBERT,MARICOPA,85296,NO,,CHARTER,97,80%,16%,99%,80.4%,16.5%,99.0%,78.4%,18.6%,99.0%,89.7%,10.3%,100.0%,89.7%,9.3%,99.0%,19.6%,0.0%,6.2%
BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,22951 SOUTH POWER ROAD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,80,75%,25%,100%,70.0%,30.0%,100.0%,71.3%,28.8%,100.0%,80.0%,18.8%,100.0%,86.3%,13.8%,100.0%,31.3%,0.0%,10.0%
MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,9215 N 14TH ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,22,91%,9%,100%,90.9%,9.1%,100.0%,86.4%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,9.1%,0.0%,9.1%
KHALSA MONTESSORI PRIMARY SCHOOL ,2536 N 3RD ST,PHOENIX,MARICOPA,85004,NO,,CHARTER,<20,95%,0%,100%,95.0%,0.0%,100.0%,95.0%,0.0%,100.0%,95.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
NEW WORLD EDUCATIONAL CENTER,5818 N 7TH ST,PHOENIX,MARICOPA,85014,NO,,CHARTER,22,100%,0%,100%,100.0%,0.0%,100.0%,95.5%,4.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.5%,4.5%,0.0%
COPPER VIEW ELEMENTARY SCHOOL,16200 S STARLIGHT VIEW LN,SAHUARITA,PIMA,85629,NO,,PUBLIC,64,98%,2%,100%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,95.3%,3.1%,100.0%,96.9%,3.1%,100.0%,1.6%,0.0%,1.6%
BRIGHT BEGINNINGS SCHOOL #1 - N ANDERSEN BLVD,400 N ANDERSEN BLVD,CHANDLER,MARICOPA,85224,NO,,CHARTER,42,93%,7%,100%,90.5%,9.5%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,9.5%,0.0%,7.1%
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85204,2834 E SOUTHERN AVE,MESA,MARICOPA,85204,NO,,CHARTER,33,67%,33%,100%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,69.7%,30.3%,100.0%,75.8%,24.2%,100.0%,33.3%,0.0%,24.2%
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85203,815 N GILBERT RD,MESA,MARICOPA,85203,NO,,CHARTER,45,76%,24%,100%,73.3%,24.4%,100.0%,68.9%,28.9%,100.0%,71.1%,26.7%,100.0%,73.3%,24.4%,100.0%,28.9%,2.2%,22.2%
BENCHMARK SCHOOL,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,NO,,CHARTER,54,91%,9%,100%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,9.3%,0.0%,9.3%
CAMBRIDGE ACADEMY - MESA CAMPUS,9412 E BROWN RD,MESA,MARICOPA,85207,NO,,CHARTER,<20,80%,20%,100%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,20.0%,0.0%,20.0%
CAMBRIDGE ACADEMY - QUEEN CREEK,20365 E OCOTILLO RD,MESA,MARICOPA,85207,NO,,CHARTER,<20,77%,8%,100%,92.3%,7.7%,100.0%,69.2%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,7.7%,0.0%,7.7%
NEW HORIZON SCHOOL FOR THE PERFORMING ART,446 E BROADWAY RD,MESA,MARICOPA,85204,NO,,CHARTER,<20,75%,25%,100%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,25.0%,0.0%,25.0%
CHALLENGE CHARTER SCHOOL,5801 W GREENBRIAR DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,57,75%,25%,100%,75.4%,24.6%,100.0%,84.2%,15.8%,100.0%,80.7%,19.3%,100.0%,78.9%,21.1%,100.0%,24.6%,0.0%,14.0%
ANZA TRAIL ELEMENTARY,15490 S RANCHO SAHUARITA BLVD,SAHUARITA,PIMA,85629,NO,,PUBLIC,96,99%,1%,100%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,99.0%,1.0%,100.0%,96.9%,3.1%,100.0%,4.2%,0.0%,4.2%
GEM CHARTER SCHOOL,207 NORTH MESA DRIVE,MESA,MARICOPA,85210,NO,,CHARTER,<20,75%,25%,100%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,25.0%,0.0%,25.0%
KEYSTONE MONTESSORI CHARTER SCHOOL,1025 E LIBERTY LN,PHOENIX,MARICOPA,85048,NO,,CHARTER,25,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
STEPPING STONES ACADEMY,35812 N 7TH ST,PHOENIX,MARICOPA,85086,NO,,CHARTER,26,62%,23%,85%,57.7%,23.1%,80.8%,61.5%,23.1%,84.6%,61.5%,23.1%,84.6%,61.5%,23.1%,84.6%,23.1%,0.0%,23.1%
LIBERTY TRADITIONAL CHARTER SCHOOL - N 45TH AVE,4901 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85031,NO,,CHARTER,<20,93%,0%,93%,93.3%,0.0%,93.3%,73.3%,0.0%,73.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LIBERTY TRADITIONAL CHARTER SCHOOL - SADDLEBACK,3715 N WASHINGTON AVE,DOUGLAS,COCHISE,85607,NO,,CHARTER,33,100%,0%,100%,100.0%,0.0%,100.0%,87.9%,0.0%,87.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CHAMPION CHANDLER,250 S MCQUEEN RD,CHANDLER,MARICOPA,85225,NO,,CHARTER,47,79%,9%,87%,85.1%,8.5%,93.6%,87.2%,8.5%,95.7%,89.4%,8.5%,97.9%,91.5%,8.5%,100.0%,4.3%,0.0%,4.3%
CHAMPION SCHOOLS SAN TAN VALLEY,1846 E BELLA VISTA RD,SAN TAN VALLEY,PINAL,85143,NO,,CHARTER,50,74%,0%,74%,74.0%,0.0%,74.0%,74.0%,0.0%,74.0%,82.0%,0.0%,82.0%,94.0%,0.0%,94.0%,0.0%,0.0%,0.0%
INDIAN OASIS PRIMARY SCHOOL - W MAIN ST,111 W MAIN ST,SELLS,PIMA,85634,NO,,PUBLIC,68,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MILESTONES CHARTER SCHOOL,4707 E ROBERT E LEE ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,26,96%,4%,100%,92.3%,3.8%,100.0%,96.2%,3.8%,100.0%,92.3%,3.8%,100.0%,96.2%,3.8%,100.0%,3.8%,0.0%,3.8%
IMAGINE ELEMENTARY AT CORTEZ PARK,3535 W DUNLAP AVE,PHOENIX,MARICOPA,85051,NO,,CHARTER,79,96%,1%,100%,96.2%,1.3%,100.0%,96.2%,1.3%,100.0%,96.2%,1.3%,100.0%,98.7%,1.3%,100.0%,1.3%,0.0%,1.3%
SELF DEVELOPMENT CHARTER SCHOOL-85202,1709 N GREENFIELD RD,MESA,MARICOPA,85205,NO,,CHARTER,57,91%,9%,100%,91.2%,8.8%,100.0%,91.2%,8.8%,100.0%,93.0%,7.0%,100.0%,93.0%,7.0%,100.0%,8.8%,0.0%,7.0%
AVALON ELEMENTARY,1045 S SAN MARCOS DR,APACHE JUNCTION,PINAL,85120,NO,,CHARTER,32,97%,3%,100%,96.9%,3.1%,100.0%,93.8%,3.1%,96.9%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,3.1%,0.0%,3.1%
ARTS ACADEMY AT ESTRELLA MOUNTAIN,2504 S 91ST AVE,PHOENIX,MARICOPA,85353,NO,,CHARTER,89,96%,3%,100%,94.4%,3.4%,98.9%,95.5%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,3.4%,0.0%,3.4%
CALIBRE ACADEMY SURPRISE,15688 W ACOMA DR,SURPRISE,MARICOPA,85379,NO,,CHARTER,76,76%,12%,88%,78.9%,11.8%,90.8%,75.0%,11.8%,86.8%,85.5%,11.8%,97.4%,88.2%,11.8%,100.0%,11.8%,0.0%,11.8%
PARADISE HONORS ELEMENTARY SCHOOL,15533 W PARADISE LN,SURPRISE,MARICOPA,85374,YES,RN,CHARTER,191,90%,10%,100%,89.5%,10.5%,100.0%,90.1%,9.9%,100.0%,92.7%,7.3%,100.0%,93.2%,6.8%,100.0%,11.0%,0.0%,0.0%
SEQUOIA CHARTER ELEMENTARY SCHOOL,1460 S HORNE,MESA,MARICOPA,85204,NO,,CHARTER,38,92%,0%,95%,97.4%,0.0%,97.4%,97.4%,0.0%,97.4%,97.4%,0.0%,97.4%,97.4%,0.0%,97.4%,0.0%,0.0%,0.0%
SEQUOIA VILLAGE,982 FULL HOUSE LN,SHOW LOW,NAVAJO,85901,NO,,CHARTER,<20,50%,33%,83%,50.0%,33.3%,83.3%,50.0%,33.3%,83.3%,66.7%,33.3%,100.0%,61.1%,33.3%,94.4%,33.3%,0.0%,33.3%
