SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
LE PERA ELEMENTARY SCHOOL,TAHBO RD AND MOHAVE RD,PARKER,LA PAZ,85371,NO,,PUBLIC,23,91%,0%,91%,95.7%,0.0%,95.7%,95.7%,4.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.3%,0.0%,0.0%
SALOME ELEMENTARY SCHOOL,38128 SAGUARO STREET,SALOME,LA PAZ,85348,NO,,PUBLIC,<20,88%,0%,88%,88.2%,0.0%,88.2%,82.4%,0.0%,82.4%,94.1%,0.0%,94.1%,76.5%,0.0%,76.5%,0.0%,0.0%,0.0%
W ARTHUR SEWEL ELEMENTARY SCHOOL,425 N SAHUARA AVE,TUCSON,PIMA,85711,YES,RN,PUBLIC,30,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MOST HOLY TRINITY CATHOLIC SCHOOL,535 E ALICE AVE,PHOENIX,MARICOPA,85020,NO,,PRIVATE,<20,65%,5%,70%,90.0%,5.0%,95.0%,50.0%,5.0%,55.0%,80.0%,5.0%,85.0%,90.0%,5.0%,95.0%,5.0%,0.0%,5.0%
COLONEL JOHNSTON ELEMENTARY SCHOOL,"RUCKER ST, BUILDING 4712",FORT HUACHUCA,COCHISE,85613,YES,RN,PUBLIC,85,95%,5%,100%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,96.5%,3.5%,100.0%,98.8%,1.2%,100.0%,5.9%,0.0%,1.2%
HUACHUCA CITY ELEMENTARY SCHOOL,100 SCHOOL DR,HUACHUCA CITY,COCHISE,85616,NO,,PUBLIC,<20,84%,5%,100%,84.2%,5.3%,100.0%,84.2%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,15.8%,0.0%,5.3%
WALTER J MEYER SCHOOL,411 N 9TH ST,TOMBSTONE,COCHISE,85638,NO,,PUBLIC,<20,86%,14%,100%,85.7%,7.1%,100.0%,57.1%,7.1%,71.4%,85.7%,7.1%,100.0%,85.7%,7.1%,100.0%,7.1%,7.1%,0.0%
BENSON PRIMARY SCHOOL,360 S PATAGONIA ST,BENSON,COCHISE,85602,NO,,PUBLIC,101,43%,7%,50%,42.6%,5.9%,48.5%,48.5%,5.9%,54.5%,76.2%,5.9%,82.2%,80.2%,5.9%,86.1%,6.9%,0.0%,5.9%
WILLCOX ELEMENTARY SCHOOL,501 W DELOS ST,WILLCOX,COCHISE,85643,YES,RN,PUBLIC,62,88.7%,4.8%,93.5%,88.7%,4.8%,93.5%,90.3%,4.8%,95.2%,95.2%,4.8%,100.0%,93.5%,4.8%,98.4%,4.8%,0.0%,4.8%
SOLENG TOM ELEMENTARY SCHOOL,10520 E CAMINO QUINCE,TUCSON,PIMA,85748,YES,RN,PUBLIC,53,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
CLAWSON SCHOOL,1235 7TH ST,DOUGLAS,COCHISE,85607,NO,,PUBLIC,50,94.0%,2.0%,98.0%,96.0%,2.0%,100.0%,62.0%,2.0%,64.0%,96.0%,2.0%,100.0%,96.0%,2.0%,98.0%,2.0%,0.0%,2.0%
JOE CARLSON ELEMENTARY SCHOOL,1700 N LOUIS AVE,DOUGLAS,COCHISE,85607,YES,RN,PUBLIC,49,89.8%,2.0%,95.9%,85.7%,4.1%,93.9%,85.7%,4.1%,93.9%,85.7%,4.1%,93.9%,91.8%,4.1%,95.9%,4.1%,0.0%,2.0%
FARAS ELEMENTARY SCHOOL,410 W FIR AVE,PIRTLEVILLE,COCHISE,85607,NO,,PUBLIC,<20,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,5.9%,0.0%,5.9%
STEVENSON ELEMENTARY SCHOOL,2200 11TH ST,DOUGLAS,COCHISE,85607,YES,RN,PUBLIC,54,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,100.0%,0.0%,100.0%,1.9%,0.0%,1.9%
BELLA VISTA ELEMENTARY SCHOOL,801 N LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,36,97.2%,0.0%,100.0%,97.2%,0.0%,100.0%,100.0%,0.0%,100.0%,97.2%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CARMICHAEL ELEMENTARY SCHOOL,701 NE CARMICHAEL AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,47,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,93.6%,0.0%,100.0%,95.7%,0.0%,100.0%,2.1%,0.0%,2.1%
HAROLD STEELE ELEMENTARY SCHOOL,700 S SARNOFF DR,TUCSON,PIMA,85710,YES,RN,PUBLIC,28,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,96.4%,3.6%,100.0%,100.0%,0.0%,100.0%,7.1%,0.0%,0.0%
HUACHUCA MOUNTAIN ELEMENTARY SCHOOL,3228 SAINT ANDREWS DR,SIERRA VISTA,COCHISE,85650,YES,RN,PUBLIC,49,98.0%,0.0%,100.0%,98.0%,0.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,4.1%,0.0%,0.0%
PUEBLO DEL SOL ELEMENTARY SCHOOL,5130 PASEO LAS PALMAS,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,48,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TOWN & COUNTRY ELEMENTARY SCHOOL,1313 S LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,46,89.1%,8.7%,100.0%,89.1%,8.7%,100.0%,91.3%,8.7%,100.0%,89.1%,8.7%,100.0%,91.3%,8.7%,100.0%,8.7%,0.0%,6.5%
NACO ELEMENTARY SCHOOL,1911 W VALENZUELA ST,NACO,COCHISE,85603,YES,RN,PUBLIC,23,91.3%,4.3%,95.7%,91.3%,4.3%,95.7%,91.3%,4.3%,95.7%,91.3%,4.3%,95.7%,95.7%,4.3%,100.0%,4.3%,0.0%,4.3%
PALOMINAS ELEMENTARY SCHOOL,10385 E HWY 92,HEREFORD,COCHISE,85615,YES,LPN,PUBLIC,41,90.2%,0.0%,90.2%,90.2%,0.0%,90.2%,90.2%,0.0%,90.2%,97.6%,0.0%,97.6%,100.0%,0.0%,100.0%,4.9%,0.0%,0.0%
CORONADO ELEMENTARY SCHOOL,5148 CORONADO SCHOOL DR,SIERRA VISTA,COCHISE,85650,YES,RN,PUBLIC,44,88.6%,6.8%,95.5%,84.1%,11.4%,95.5%,84.1%,11.4%,95.5%,88.6%,11.4%,100.0%,88.6%,11.4%,100.0%,11.4%,0.0%,0.0%
TOLSON ELEMENTARY SCHOOL,1000 S GREASEWOOD RD,TUCSON,PIMA,85745,YES,RN,PUBLIC,58,94.8%,1.7%,98.3%,94.8%,1.7%,98.3%,96.6%,1.7%,98.3%,96.6%,1.7%,100.0%,96.6%,1.7%,98.3%,1.7%,0.0%,1.7%
ATONEMENT LUTHERAN SCHOOL,4001 W BEARDSLEY RD,GLENDALE,MARICOPA,85308,NO,,PRIVATE,<20,63.6%,27.3%,90.9%,54.5%,27.3%,81.8%,63.6%,27.3%,90.9%,72.7%,27.3%,100.0%,72.7%,27.3%,100.0%,27.3%,0.0%,27.3%
OUR LADY OF MOUNT CARMEL SCHOOL,2117 S RURAL RD,TEMPE,MARICOPA,85282,YES,RN,PRIVATE,55,96.4%,1.8%,100.0%,96.4%,1.8%,100.0%,96.4%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,3.6%,0.0%,0.0%
TULLY ELEMENTARY ACCELERATED MAGNET SCHOOL,1701 W EL RIO DR,TUCSON,PIMA,85745,YES,RN,PUBLIC,49,98.0%,0.0%,98.0%,100.0%,0.0%,100.0%,98.0%,0.0%,100.0%,98.0%,0.0%,100.0%,98.0%,0.0%,98.0%,0.0%,0.0%,0.0%
OUR LADY OF PERPETUAL HELP SCHOOL-85301,5614 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,26,96.2%,0.0%,96.2%,96.2%,0.0%,96.2%,96.2%,0.0%,96.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
OUR LADY OF PERPETUAL HELP SCHOOL-85251,3801 N MILLER RD,SCOTTSDALE,MARICOPA,85251,NO,,PRIVATE,24,87.5%,8.3%,95.8%,87.5%,8.3%,95.8%,79.2%,12.5%,91.7%,79.2%,12.5%,91.7%,91.7%,8.3%,100.0%,16.7%,0.0%,8.3%
ALL SAINTS CATHOLIC SCHOOL,1425 YAQUI ST,SIERRA VISTA,COCHISE,85650,NO,,PRIVATE,<20,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,87.5%,0.0%,100.0%,12.5%,0.0%,12.5%
OUR MOTHER OF SORROWS SCHOOL,1800 S KOLB RD,TUCSON,PIMA,85710,NO,,PRIVATE,26,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.2%,3.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.8%,0.0%,0.0%
PHOENIX CHRISTIAN JR/SR HIGH SCHOOL,1751 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85015,NO,,PRIVATE,37,81.1%,13.5%,94.6%,83.8%,13.5%,97.3%,81.1%,13.5%,94.6%,83.8%,13.5%,97.3%,83.8%,13.5%,97.3%,13.5%,0.0%,13.5%
SAINT JOHN XXIII CATHOLIC SCHOOL,16235 N 60TH ST,SCOTTSDALE,MARICOPA,85254,YES,RN,PRIVATE,59,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,3.4%,0.0%,3.4%
QUEEN OF PEACE CATHOLIC SCHOOL,109 N MACDONALD ST,MESA,MARICOPA,85201,YES,RN,PRIVATE,21,95.2%,4.8%,100.0%,90.5%,9.5%,100.0%,85.7%,9.5%,100.0%,100.0%,0.0%,100.0%,95.2%,4.8%,100.0%,9.5%,0.0%,0.0%
BLOOM ELEMENTARY SCHOOL,8310 E PIMA ST,TUCSON,PIMA,85715,YES,RN,PUBLIC,61,88.5%,0.0%,90.2%,88.5%,0.0%,90.2%,88.5%,0.0%,90.2%,93.4%,0.0%,95.1%,96.7%,0.0%,96.7%,0.0%,0.0%,0.0%
VAN BUSKIRK ELEMENTARY SCHOOL,725 E FAIR ST,TUCSON,PIMA,85714,YES,RN,PUBLIC,42,90.5%,0.0%,90.5%,90.5%,0.0%,90.5%,90.5%,0.0%,90.5%,95.2%,0.0%,95.2%,97.6%,0.0%,97.6%,0.0%,0.0%,0.0%
SACRED HEART ELEMENTARY SCHOOL,131 N SUMMIT AVE,PRESCOTT,YAVAPAI,86301,NO,,PRIVATE,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,76.9%,0.0%,76.9%,92.3%,0.0%,92.3%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT AMBROSE SCHOOL,300 S TUCSON BLVD,TUCSON,PIMA,85716,YES,RN,PRIVATE,23,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT CYRIL OF ALEXANDRIA SCHOOL,4725 E PIMA ST,TUCSON,PIMA,85712,NO,,PRIVATE,35,97.1%,0.0%,100.0%,100.0%,0.0%,100.0%,97.1%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT FRANCIS OF ASSISI SCHOOL,700 W 18TH ST,YUMA,YUMA,85364,NO,,PRIVATE,25,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,96.0%,4.0%,100.0%,92.0%,8.0%,100.0%,8.0%,0.0%,4.0%
SAINT JOHN THE EVANGELIST SCHOOL,600 W AJO WAY,TUCSON,PIMA,85713,NO,,PRIVATE,50,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT JOSEPH CATHOLIC SCHOOL,215 S CRAYCROFT RD,TUCSON,PIMA,85711,NO,,PRIVATE,24,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CENTER FOR ACADEMIC SUCCESS #3 - 3RD ST,919 3RD ST,DOUGLAS,COCHISE,85607,NO,,CHARTER,38,94.7%,0.0%,94.7%,94.7%,0.0%,94.7%,89.5%,0.0%,89.5%,97.4%,0.0%,97.4%,94.7%,0.0%,94.7%,0.0%,0.0%,0.0%
CENTER FOR ACADEMIC SUCCESS #5,900 CARMELITA DR,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,50,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,6.0%,0.0%,6.0%
OMEGA ALPHA ACADEMY SCHOOL,1402 SAN ANTONIO AVE,DOUGLAS,COCHISE,85607,NO,,CHARTER,<20,92.9%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
VESEY ELEMENTARY SCHOOL,5005 S BUTTS RD,TUCSON,PIMA,85757,YES,RN,PUBLIC,88,98.9%,0.0%,98.9%,96.6%,0.0%,96.6%,94.3%,0.0%,94.3%,96.6%,0.0%,96.6%,97.7%,0.0%,97.7%,0.0%,0.0%,0.0%
SAINTS PETER & PAUL CATHOLIC SCHOOL,1436 N CAMPBELL AVE,TUCSON,PIMA,85719,YES,RN,PRIVATE,38,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MANUEL DEMIGUEL ELEMENTARY SCHOOL,3500 S GILLENWATER DR,FLAGSTAFF,COCONINO,86005,YES,RN,PUBLIC,88,87.5%,12.5%,100.0%,88.6%,11.4%,100.0%,88.6%,11.4%,100.0%,90.9%,9.1%,100.0%,89.8%,10.2%,100.0%,12.5%,0.0%,6.8%
STURGEON CROMER ELEMENTARY SCHOOL,7150 E SILVER SADDLE RD,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,53,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,100.0%,0.0%,100.0%,5.7%,0.0%,0.0%
KINSEY INQUIRY AND DISCOVERY SCHOOL,1601 S LONETREE ROAD,FLAGSTAFF,COCONINO,86001,YES,RN,PUBLIC,35,97.1%,0.0%,100.0%,97.1%,0.0%,100.0%,100.0%,0.0%,100.0%,97.1%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
EVA MARSHALL ELEMENTARY SCHOOL,850 N BONITO ST,FLAGSTAFF,COCONINO,86001,YES,RN,PUBLIC,61,93.4%,4.9%,98.4%,93.4%,4.9%,98.4%,93.4%,4.9%,98.4%,98.4%,1.6%,100.0%,96.7%,3.3%,100.0%,4.9%,0.0%,1.6%
FRANCES J WARREN ELEMENTARY SCHOOL,3505 W MILTON RD,TUCSON,PIMA,85746,YES,RN,PUBLIC,25,96.0%,0.0%,96.0%,92.0%,0.0%,92.0%,92.0%,0.0%,92.0%,100.0%,0.0%,100.0%,96.0%,0.0%,96.0%,0.0%,0.0%,0.0%
W F KILLIP ELEMENTARY SCHOOL,2300 E 6TH AVE,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,55,90.9%,1.8%,92.7%,94.5%,1.8%,96.4%,92.7%,1.8%,94.5%,94.5%,1.8%,96.4%,94.5%,1.8%,96.4%,1.8%,0.0%,1.8%
CHARLES W SECHRIST ELEMENTARY SCHOOL,2230 N FT VALLEY RD,FLAGSTAFF,COCONINO,86001,YES,RN,PUBLIC,58,84.5%,12.1%,96.6%,86.2%,12.1%,98.3%,84.5%,12.1%,96.6%,86.2%,12.1%,98.3%,87.9%,12.1%,100.0%,12.1%,0.0%,12.1%
JOHN Q THOMAS ELEMENTARY SCHOOL,3300 E LOCKETT RD,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,49,89.8%,2.0%,91.8%,89.8%,2.0%,91.8%,91.8%,2.0%,93.9%,95.9%,2.0%,98.0%,98.0%,2.0%,100.0%,2.0%,0.0%,2.0%
LEUPP PUBLIC SCHOOL,45 MILES NORTHEAST OF FLAGSTAFF ON EAST SIDE OF LEUPP RD,LEUPP,COCONINO,86035,YES,RN,PUBLIC,21,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
WEITZEL'S PUENTE DE HOZHO BILINQUAL SCHOOL,3401 N 4TH ST,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,70,95.7%,1.4%,98.6%,95.7%,1.4%,98.6%,95.7%,1.4%,98.6%,97.1%,1.4%,100.0%,95.7%,2.9%,98.6%,1.4%,0.0%,1.4%
THOMAS M KNOLES ELEMENTARY SCHOOL,4005 E BUTLER AVE,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,78,87.2%,12.8%,100.0%,88.5%,11.5%,100.0%,87.2%,12.8%,100.0%,88.5%,11.5%,100.0%,93.6%,6.4%,100.0%,14.1%,0.0%,6.4%
WHEELER ELEMENTARY SCHOOL,1818 E AVENIDA DEL SOL,TUCSON,PIMA,85710,YES,RN,PUBLIC,61,96.7%,1.6%,100.0%,98.4%,1.6%,100.0%,95.1%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,1.6%,0.0%,1.6%
WILLIAMS ELEMENTARY/MIDDLE SCHOOL,601 N 7TH ST,WILLIAMS,COCONINO,86046,NO,,PUBLIC,47,78.7%,10.6%,91.5%,80.9%,10.6%,93.6%,70.2%,10.6%,83.0%,85.1%,10.6%,95.7%,85.1%,10.6%,95.7%,10.6%,0.0%,10.6%
GRAND CANYON ELEMENTARY,1 BOULDER ST,GRAND CANYON,COCONINO,86023,NO,,PUBLIC,<20,87.5%,12.5%,100.0%,93.8%,0.0%,93.8%,87.5%,0.0%,87.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FREDONIA ELEMENTARY SCHOOL,222 N 200 EAST,FREDONIA,COCONINO,86022,NO,,PUBLIC,<20,73.3%,0.0%,73.3%,100.0%,0.0%,100.0%,73.3%,0.0%,73.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
PAGE MIDDLE SCHOOL,101 EL MIRAGE STREET,PAGE,COCONINO,86040,YES,RN,PUBLIC,149,83.9%,0.0%,83.9%,83.9%,0.0%,83.9%,81.2%,0.0%,81.2%,92.6%,0.0%,92.6%,92.6%,0.0%,92.6%,0.0%,0.0%,0.0%
TUBA CITY ELEMENTARY SCHOOL,MAPLE STREET,TUBA CITY,COCONINO,86045,NO,,PUBLIC,57,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,78.9%,0.0%,78.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
JOHN E WHITE ELEMENTARY SCHOOL,2315 W CANADA ST,TUCSON,PIMA,85746,YES,RN,PUBLIC,87,89.7%,1.1%,92.0%,92.0%,1.1%,94.3%,92.0%,1.1%,94.3%,96.6%,1.1%,98.9%,97.7%,1.1%,98.9%,1.1%,0.0%,1.1%
MAINE CONSOLIDATED SCHOOL,10 SPRING VALLEY RD,PARKS,COCONINO,86018,NO,,PUBLIC,<20,58.3%,33.3%,91.7%,41.7%,33.3%,75.0%,50.0%,25.0%,75.0%,50.0%,33.3%,83.3%,66.7%,25.0%,91.7%,33.3%,0.0%,25.0%
SAINTS SIMON AND JUDE SCHOOL,6351 N 27TH AVE,PHOENIX,MARICOPA,85017,YES,RN,PRIVATE,29,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT AGNES CATHOLIC SCHOOL,2311 E PALM LN,PHOENIX,MARICOPA,85006,YES,RN,PRIVATE,<20,93.3%,0.0%,100.0%,93.3%,0.0%,100.0%,53.3%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT ANTHONY OF PADUA ELMENTARY SCHOOL,501 E 2ND ST,CASA GRANDE,PINAL,85122,NO,,PRIVATE,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT CATHERINE OF SIENA SCHOOL,6413 S CENTRAL AVE,PHOENIX,MARICOPA,85042,YES,RN,PRIVATE,22,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,9.1%,0.0%,4.5%
W V WHITMORE ELEMENTARY SCHOOL,5330 E GLENN ST,TUCSON,PIMA,85712,YES,RN,PUBLIC,52,96.2%,0.0%,98.1%,98.1%,0.0%,98.1%,98.1%,0.0%,98.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT ELIZABETH ANN SETON SCHOOL,8650 N SHANNON RD,TUCSON,PIMA,85742,YES,RN,PRIVATE,30,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,100.0%,0.0%,100.0%,6.7%,0.0%,0.0%
SAINT FRANCIS XAVIER SCHOOL,4715 N CENTRAL AVE,PHOENIX,MARICOPA,85012,YES,RN,PRIVATE,60,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT GREGORY SCHOOL,3440 N 18TH AVE,PHOENIX,MARICOPA,85015,YES,RN,PRIVATE,26,96.2%,0.0%,96.2%,96.2%,0.0%,96.2%,96.2%,0.0%,96.2%,96.2%,0.0%,96.2%,96.2%,3.8%,100.0%,3.8%,0.0%,0.0%
SAINT JEROME CATHOLIC SCHOOL,10815 N 35TH AVE,PHOENIX,MARICOPA,85029,NO,,PRIVATE,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT JOHN VIANNEY CATHOLIC SCHOOL,539 LA PASADA BLVD,GOODYEAR,MARICOPA,85338,NO,,PRIVATE,45,97.8%,0.0%,100.0%,97.8%,0.0%,100.0%,97.8%,0.0%,100.0%,97.8%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT MARY-BASHA CATHOLIC SCHOOL,200 W GALVESTON ST,CHANDLER,MARICOPA,85225,YES,RN,PRIVATE,35,97.1%,2.9%,100.0%,94.3%,2.9%,97.1%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,2.9%,0.0%,2.9%
JOHN E WRIGHT ELEMENTARY SCHOOL,4311 E LINDEN ST,TUCSON,PIMA,85712,YES,RN,PUBLIC,70,95.7%,1.4%,97.1%,82.9%,0.0%,82.9%,91.4%,0.0%,91.4%,95.7%,1.4%,97.1%,97.1%,0.0%,97.1%,1.4%,0.0%,0.0%
SAINT PETER INDIAN MISSION SCHOOL,1500 N ST PETER RD,BAPCHULE,PINAL,85121,YES,RN,PRIVATE,<20,95.0%,0.0%,100.0%,95.0%,0.0%,100.0%,95.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT THOMAS AQUINAS GRADE SCHOOL,13720 W THOMAS RD,AVONDALE,MARICOPA,85392,YES,RN,PRIVATE,48,91.7%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,6.3%,0.0%,4.2%
SAINT THOMAS THE APOSTLE CATHOLIC SCHOOL,4510 N 24TH ST,PHOENIX,MARICOPA,85016,YES,RN,PRIVATE,44,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.7%,2.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.3%,0.0%,0.0%
SAINT TIMOTHY CATHOLIC SCHOOL,2520 S ALMA SCHOOL RD,MESA,MARICOPA,85210,YES,RN,PRIVATE,28,96.4%,3.6%,100.0%,89.3%,10.7%,100.0%,89.3%,10.7%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,10.7%,0.0%,0.0%
SAINT VINCENT DE PAUL CATHOLIC SCHOOL,3130 N 51ST AVE,PHOENIX,MARICOPA,85031,NO,,PRIVATE,50,98.0%,0.0%,100.0%,100.0%,0.0%,100.0%,94.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TRINITY LUTHERAN ELEMENTARY SCHOOL - LITCHFIELD PARK,830 PLAZA CIR,LITCHFIELD PARK,MARICOPA,85340,NO,,PRIVATE,27,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,85.2%,11.1%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,11.1%,0.0%,3.7%
BASIS - FLAGSTAFF,1700 N GEMINI DR,FLAGSTAFF,COCONINO,86001,NO,,CHARTER,63,87.3%,12.7%,100.0%,85.7%,14.3%,100.0%,87.3%,12.7%,100.0%,93.7%,6.3%,100.0%,92.1%,7.9%,100.0%,14.3%,1.6%,3.2%
MOUNTAIN SCHOOL,311 W CATTLE DRIVE TRAIL,FLAGSTAFF,COCONINO,86005,NO,,CHARTER,32,93.8%,6.3%,100.0%,90.6%,9.4%,100.0%,90.6%,9.4%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,9.4%,0.0%,0.0%
FLAGSTAFF JUNIOR ACADEMY ELEMENTARY CAMPUS,306 W CEDAR AVE,FLAGSTAFF,COCONINO,86001,NO,,PUBLIC,22,90.9%,4.5%,95.5%,90.9%,4.5%,95.5%,95.5%,4.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.5%,0.0%,0.0%
