SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
ESMOND STATION SCHOOL,9400 S ATTERBURY WASH WAY,TUCSON,PIMA,85747,YES,Both,PUBLIC,68,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,95.6%,4.4%,100.0%,97.1%,2.9%,100.0%,4.4%,0.0%,2.9%
ESPERANZA ELEMENTARY SCHOOL,2353 E BANTAM,TUCSON,PIMA,85706,YES,RN,PUBLIC,88,98.9%,N/A,100.0%,100.0%,0.0%,100.0%,98.9%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.1%,1.1%,0.0%
ESPERANZA ELEMENTARY SCHOOL-85009,3025 W MCDOWELL RD,PHOENIX,MARICOPA,85009,NO,,PUBLIC,93,100.0%,N/A,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.9%,0.0%,98.9%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ESPERANZA ELEMENTARY SCHOOL-85027,251 W MOHAWK LN,PHOENIX,MARICOPA,85027,YES,LPN,PUBLIC,80,96.3%,2.5%,98.8%,95.0%,5.0%,100.0%,93.8%,6.3%,100.0%,95.0%,5.0%,100.0%,97.5%,2.5%,100.0%,7.5%,1.3%,2.5%
ESTRELLA MOUNTAIN ELEMENTARY SCHOOL,10301 S SAN MIGUEL,GOODYEAR,MARICOPA,85338,NO,,PUBLIC,47,91.5%,N/A,100.0%,93.6%,6.4%,100.0%,93.6%,6.4%,100.0%,93.6%,6.4%,100.0%,93.6%,6.4%,100.0%,6.4%,2.1%,6.4%
ESTRELLA VISTA ELEMENTARY,11905 W COCOPAH CIR,AVONDALE,MARICOPA,85323,NO,,PUBLIC,96,93.8%,6.3%,100.0%,92.7%,7.3%,100.0%,93.8%,6.3%,100.0%,95.8%,4.2%,100.0%,93.8%,6.3%,100.0%,7.3%,0.0%,3.1%
ETHOS ACADEMY,8840 N. 43RD AVE,GLENDALE,MARICOPA,85302,NO,,CHARTER,44,86.4%,9.1%,95.5%,86.4%,9.1%,95.5%,63.6%,9.1%,72.7%,88.6%,9.1%,97.7%,90.9%,9.1%,100.0%,6.8%,0.0%,6.8%
EVA MARSHALL ELEMENTARY SCHOOL,850 N BONITO ST,FLAGSTAFF,COCONINO,86001,YES,RN,PUBLIC,74,97.3%,1.4%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,4.1%,0.0%,1.4%
EVERGREEN ELEMENTARY SCHOOL,1000 N AMARILLO ST,CASA GRANDE,PINAL,85222,YES,RN,PUBLIC,50,98.0%,0.0%,100.0%,98.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
EXCELENCIA SCHOOL,2181 E MCDOWELL RD,PHOENIX,MARICOPA,85006,YES,LPN,PUBLIC,67,97.0%,N/A,98.5%,97.0%,1.5%,98.5%,97.0%,1.5%,100.0%,97.0%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
FAITH COMMUNITY ACADEMY,2551 W ORANGE GROVE,TUCSON,PIMA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FAITH LUTHERAN SCHOOL,3925 E 5TH ST,TUCSON,PIMA,85711,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FAITH MATHER SOSSAMAN ELEMENTARY,22801 E VIA DEL JARDIN,QUEEN CREEK,MARICOPA,85142,NO,,PUBLIC,132,87.9%,10.6%,100.0%,92.4%,6.1%,100.0%,87.9%,10.6%,100.0%,93.2%,6.1%,100.0%,93.9%,6.1%,100.0%,13.6%,0.0%,3.8%
FALCON HILL ELEMENTARY SCHOOL,1645 N STERLING ST,MESA,MARICOPA,85207,YES,RN,PUBLIC,69,94.2%,4.3%,100.0%,94.2%,4.3%,100.0%,95.7%,4.3%,100.0%,94.2%,4.3%,100.0%,95.7%,4.3%,100.0%,4.3%,0.0%,4.3%
FAMILY LIFE ACADEMY,530 S PANTANO RD,TUCSON,PIMA,85710,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FARAS ELEMENTARY SCHOOL,410 W FIR AVE,PIRTLEVILLE,COCHISE,85607,YES,RN,PUBLIC,33,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FESTIVAL FOOTHILLS ELEMENTARY SCHOOL,26252 W DESERT VISTA BLVD,BUCKEYE,MARICOPA,85396,NO,,PUBLIC,28,96.4%,0.0%,100.0%,96.4%,0.0%,100.0%,96.4%,3.6%,100.0%,92.9%,3.6%,100.0%,100.0%,0.0%,100.0%,7.1%,0.0%,0.0%
FIELD ELEMENTARY SCHOOL,2325 E ADOBE ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,90,96.7%,3.3%,100.0%,98.9%,1.1%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.2%,1.1%,2.2%
FINE ARTS ACADEMY,1700 S. 103RD AVE,TOLLESON,MARICOPA,85353,YES,LPN,PUBLIC,74,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,5.4%,0.0%,2.7%
FINLEY FARMS ELEMENTARY,375 S COLUMBUS DR,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,79,93.7%,6.3%,100.0%,93.7%,6.3%,100.0%,93.7%,6.3%,100.0%,93.7%,6.3%,100.0%,96.2%,3.8%,100.0%,7.6%,0.0%,6.3%
FIRESIDE ELEMENTARY SCHOOL,3725 E LONE CACTUS DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,116,94.8%,3.4%,98.3%,94.0%,4.3%,98.3%,92.2%,5.2%,97.4%,89.7%,4.3%,94.8%,96.6%,3.4%,100.0%,5.2%,0.0%,3.4%
FIRST BAPTIST CHRISTIAN ACADEMY,1447 S 7TH ST,SIERRA VISTA,COCHISE,85635,NO,,PRIVATE,25,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FLAGSTAFF JUNIOR ACADEMY ELEMENTARY CAMPUS,306 W CEDAR AVE,FLAGSTAFF,COCONINO,,NO,,PUBLIC,24,83.3%,16.7%,100.0%,83.3%,16.7%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,12.5%,0.0%,4.2%
FLORA THEW ELEMENTARY SCHOOL,2130 E HOWE AVE,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,84,92.9%,N/A,100.0%,94.0%,1.2%,100.0%,97.6%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,1.2%,0.0%,1.2%
FLORENCE K-8,460 S PARK ST,FLORENCE,PINAL,85232,YES,RN,PUBLIC,60,86.7%,8.3%,96.7%,90.0%,8.3%,98.3%,90.0%,8.3%,98.3%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,8.3%,0.0%,8.3%
FOOTHILLS ELEMENTARY SCHOOL-85306,15808 N 63RD AVE,GLENDALE,MARICOPA,85306,YES,RN,PUBLIC,63,90.5%,6.3%,96.8%,92.1%,6.3%,98.4%,90.5%,6.3%,96.8%,88.9%,7.9%,96.8%,92.1%,6.3%,98.4%,7.9%,0.0%,7.9%
FORD ELEMENTARY SCHOOL,8001 E STELLA RD,TUCSON,PIMA,85730,YES,RN,PUBLIC,43,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FORT MOHAVE ELEMENTARY SCHOOL,1760 JOY LN,FORT MOHAVE,MOHAVE,86426,YES,LPN,PUBLIC,105,97.1%,1.9%,99.0%,98.1%,1.9%,100.0%,97.1%,1.9%,99.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
FORT THOMAS ELEMENTARY SCHOOL,15560 W ELEMENTARY RD,FORT THOMAS,GRAHAM,85536,YES,RN,PUBLIC,38,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FOUNDATION FOR BLIND CHILDREN,1234 E NORTHERN AVENUE PHOENIX MARICOPA 85020,,MARICOPA,,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FOUR PEAKS ELEMENTARY SCHOOL,1755 N IDAHO RD,APACHE JUNCTION,PINAL,85219,NO,,PUBLIC,95,91.6%,3.2%,100.0%,96.8%,3.2%,100.0%,95.8%,3.2%,100.0%,94.7%,3.2%,100.0%,96.8%,3.2%,100.0%,3.2%,0.0%,3.2%
FRANCES BRANDEN-PICKETT ELEMENTARY,22706 E VILLAGE LOOP,QUEEN CREEK,MARICOPA,85242,YES,RN,PUBLIC,94,89.4%,9.6%,100.0%,89.4%,9.6%,100.0%,91.5%,8.5%,100.0%,93.6%,6.4%,100.0%,92.6%,7.4%,100.0%,9.6%,0.0%,6.4%
FRANCES J WARREN ELEMENTARY SCHOOL,3505 W MILTON RD,TUCSON,PIMA,85746,YES,RN,PUBLIC,32,96.9%,0.0%,96.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,3.1%,0.0%
FRANCES OWEN HOLAWAY ELEMENTARY SCHOOL,3500 N CHERRY AVE,TUCSON,PIMA,85719,NO,,PUBLIC,52,96.2%,0.0%,96.2%,96.2%,0.0%,96.2%,100.0%,0.0%,100.0%,98.1%,0.0%,98.1%,96.2%,1.9%,98.1%,0.0%,1.9%,0.0%
FRANK BORMAN MIDDLE SCHOOL,3637 N 55TH AVE,PHOENIX,MARICOPA,85031,NO,,PUBLIC,112,97.3%,0.0%,100.0%,98.2%,0.0%,100.0%,99.1%,0.0%,100.0%,99.1%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FRANK ELEMENTARY SCHOOL,8409 S AVENIDA DEL YAQUI,GUADALUPE,MARICOPA,85283,YES,RN,PUBLIC,87,97.7%,N/A,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,1.1%
FRANKLIN AT ALMA ELEMENTARY,1313 W MEDINA AVE,MESA,MARICOPA,85202,YES,RN,PUBLIC,65,93.8%,6.2%,100.0%,95.4%,4.6%,100.0%,95.4%,4.6%,100.0%,96.9%,3.1%,100.0%,100.0%,0.0%,100.0%,4.6%,0.0%,4.6%
FRANKLIN AT BRIMHALL ELEMENTARY SCHOOL,4949 E SOUTHERN RD,MESA,MARICOPA,,YES,RN,PUBLIC,128,93.0%,7.0%,100.0%,93.8%,6.3%,100.0%,92.2%,7.8%,100.0%,92.2%,6.3%,100.0%,99.2%,0.8%,100.0%,7.8%,0.0%,7.8%
FRANKLIN ELEMENTARY SCHOOL,1753 E 8TH AVE,MESA,MARICOPA,85204,YES,RN,PUBLIC,112,92.9%,5.4%,100.0%,93.8%,5.4%,100.0%,93.8%,5.4%,100.0%,92.9%,6.3%,100.0%,94.6%,5.4%,100.0%,6.3%,0.0%,5.4%
FRANKLIN PHONETIC PRIMARY SCHOOL,6116 E HIGHWAY 69,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,51,82.4%,3.9%,96.1%,84.3%,0.0%,98.0%,62.7%,3.9%,94.1%,74.5%,3.9%,96.1%,92.2%,2.0%,94.1%,3.9%,3.9%,3.9%
FRANKLIN PHONETIC PRIMARY SCHOOL SUNNYSLOPE,9317 N 2ND ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,22,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,86.4%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FRANKLIN WEST ELEMENTARY,236 S SIRRINE,MESA,MARICOPA,85210,YES,RN,PUBLIC,84,90.5%,9.5%,100.0%,89.3%,10.7%,100.0%,89.3%,10.7%,100.0%,90.5%,9.5%,100.0%,98.8%,1.2%,100.0%,10.7%,0.0%,7.1%
FREEDOM ACADEMY,3916 E PARADISE LN,PHOENIX,MARICOPA,85032,NO,,CHARTER,34,76.5%,23.5%,100.0%,76.5%,23.5%,100.0%,82.4%,17.6%,100.0%,91.2%,8.8%,100.0%,91.2%,8.8%,100.0%,23.5%,0.0%,8.8%
FREEDOM ELEMENTARY SCHOOL,22150 W. SUNDANCE PKWY S,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,65,98.5%,N/A,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
FREEDOM TRADITIONAL ACADEMY,15800 N PARKVIEW PL,SURPRISE,MARICOPA,85374,NO,,PUBLIC,43,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,93.0%,7.0%,100.0%,9.3%,0.0%,0.0%
FRONTIER ELEMENTARY SCHOOL,21258 N 81ST AVE,PEORIA,MARICOPA,85382,YES,RN,PUBLIC,92,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,96.7%,3.3%,100.0%,98.9%,1.1%,100.0%,100.0%,0.0%,100.0%,4.3%,0.0%,0.0%
FRUCHTHENDLER ELEMENTARY SCHOOL,7470 E CLOUD RD,TUCSON,PIMA,85750,YES,RN,PUBLIC,83,97.6%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,1.2%,0.0%,1.2%
FRYE ELEMENTARY SCHOOL,801 E FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,80,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,98.8%,1.3%,100.0%,98.8%,1.3%,100.0%,2.5%,0.0%,1.3%
FULLER ELEMENTARY SCHOOL,1975 E CORNELL DR,TEMPE,MARICOPA,85283,YES,RN,PUBLIC,93,91.4%,N/A,98.9%,93.5%,4.3%,100.0%,91.4%,6.5%,100.0%,92.5%,5.4%,98.9%,94.6%,4.3%,98.9%,6.5%,0.0%,1.1%
G FRANK DAVIDSON,6935 W OSBORN RD,PHOENIX,MARICOPA,85033,YES,LPN,PUBLIC,110,99.1%,0.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.3%,2.7%,100.0%,0.9%,0.0%,0.9%
GADSDEN ELEMENTARY SCHOOL,18745 GADSDEN ST,GADSDEN,YUMA,85349,NO,,PUBLIC,77,96.1%,0.0%,100.0%,97.4%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GALE ELEMENTARY SCHOOL,678 S GOLLOB RD,TUCSON,PIMA,85710,YES,RN,PUBLIC,75,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.3%,2.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.7%,0.0%,0.0%
GALLEGO BASIC ELEMENTARY SCHOOL,6200 S HEMISPHERE PL,TUCSON,PIMA,85706,YES,RN,PUBLIC,127,100.0%,N/A,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GALVESTON ELEMENTARY SCHOOL,661 E GALVESTON ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,68,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,100.0%,0.0%,100.0%,98.5%,0.0%,100.0%,100.0%,0.0%,100.0%,1.5%,0.0%,0.0%
GARDEN LAKES ELEMENTARY SCHOOL,10825 W GARDEN LAKES PKWY,AVONDALE,MARICOPA,85392,NO,,PUBLIC,78,93.6%,5.1%,100.0%,93.6%,5.1%,100.0%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,5.1%,0.0%,5.1%
GARFIELD SCHOOL,811 N 13TH ST,PHOENIX,MARICOPA,85006,NO,,PUBLIC,65,95.4%,N/A,100.0%,98.5%,1.5%,100.0%,96.9%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
GARY A KNOX ELEMENTARY,2926 S 21ST DR,YUMA,YUMA,85364,NO,,PUBLIC,91,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,2.2%,0.0%,2.2%
GATEWAY POINTE ELEMENTARY,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,NO,,PUBLIC,102,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,92.2%,7.8%,100.0%,96.1%,3.9%,100.0%,97.1%,2.9%,100.0%,8.8%,0.0%,2.9%
GATEWAY POLYTECHNIC ACADEMY,5149 S SIGNAL BUTTE RD,MESA,MARICOPA,85212,NO,,PUBLIC,117,90.6%,8.5%,100.0%,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,91.5%,7.7%,100.0%,92.3%,7.7%,100.0%,12.0%,0.0%,7.7%
GATEWAY SCHOOL,1100 N 35TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,74,95.9%,N/A,100.0%,95.9%,0.0%,100.0%,98.6%,0.0%,100.0%,97.3%,0.0%,100.0%,97.3%,0.0%,97.3%,0.0%,0.0%,0.0%
GAVILAN PEAK ELEMENTARY,2701 W MEMORIAL DR,ANTHEM,MARICOPA,85086,YES,RN,PUBLIC,44,90.9%,4.5%,100.0%,90.9%,4.5%,100.0%,93.2%,6.8%,100.0%,90.9%,4.5%,100.0%,93.2%,6.8%,100.0%,9.1%,0.0%,4.5%
GEM CHARTER SCHOOL,1704 N CENTER ST,MESA,MARICOPA,85201,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,1341 5TH ST,YUMA,YUMA,85364,YES,RN,PUBLIC,40,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,100.0%,0.0%,100.0%,2.5%,0.0%,0.0%
GETHSEMANE LUTHERAN SCHOOL,1035 E GUADALUPE RD,TEMPE,MARICOPA,85283,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GILA BEND ELEMENTARY SCHOOL,308 N MARTIN AVE,GILA BEND,MARICOPA,,YES,LPN,CHARTER,31,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.8%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GILA CROSSING COMMUNITY SCHOOL,4665 W PECOS RD,LAVEEN,MARICOPA,85339,YES,RN,PUBLIC,47,97.9%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GILBERT ARTS ACADEMY,862 E ELLIOT RD,GILBERT,MARICOPA,85234,NO,,CHARTER,25,88.0%,8.0%,100.0%,88.0%,8.0%,100.0%,84.0%,8.0%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,8.0%,0.0%,8.0%
GILBERT CHRISTIAN ELEMENTARY & MIDDLE SCHOOL,1424 S PROMENADE LN,GILBERT,MARICOPA,85296,NO,,PRIVATE,51,80.4%,19.6%,100.0%,76.5%,23.5%,100.0%,74.5%,25.5%,100.0%,78.4%,21.6%,100.0%,78.4%,21.6%,100.0%,25.5%,0.0%,19.6%
GILBERT CHRISTIAN SCHOOLS - GREENFIELD,4341 S. GREENFIELD RD,GILBERT,MARICOPA,85297,NO,,PRIVATE,61,83.6%,16.4%,100.0%,83.6%,16.4%,100.0%,83.6%,16.4%,100.0%,83.6%,16.4%,100.0%,83.6%,16.4%,100.0%,18.0%,0.0%,13.1%
GILBERT ELEMENTARY SCHOOL,175 W ELLIOT RD,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,94,91.5%,8.5%,100.0%,90.4%,9.6%,100.0%,90.4%,9.6%,100.0%,93.6%,6.4%,100.0%,94.7%,5.3%,100.0%,10.6%,0.0%,4.3%
GLADDEN FARMS ELEMENTARY SCHOOL,11745 W GLADDEN FARMS DR.,MARANA,PIMA,85653,YES,RN,PUBLIC,113,95.6%,4.4%,100.0%,94.7%,5.3%,100.0%,94.7%,4.4%,99.1%,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,5.3%,0.0%,4.4%
GLENDALE AMERICAN SCHOOL,8530 N 55TH AVE,GLENDALE,MARICOPA,85302,YES,LPN,PUBLIC,76,96.1%,0.0%,98.7%,96.1%,0.0%,98.7%,97.4%,0.0%,100.0%,98.7%,0.0%,100.0%,98.7%,0.0%,98.7%,0.0%,0.0%,0.0%
GLENDALE LANDMARK MIDDLE SCHOOL,5730 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,72,94.4%,2.8%,100.0%,95.8%,1.4%,100.0%,97.2%,2.8%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,2.8%,2.8%,0.0%
GLENN F BURTON SCHOOL,4801 W MARYLAND AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,59,96.6%,0.0%,98.3%,98.3%,0.0%,98.3%,98.3%,0.0%,98.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GLENN L DOWNS SCHOOL,3611 N 47TH AVE,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,73,93.2%,0.0%,94.5%,98.6%,0.0%,100.0%,97.3%,0.0%,97.3%,98.6%,0.0%,98.6%,98.6%,0.0%,98.6%,0.0%,0.0%,0.0%
GLOBAL ACADEMY OF PHOENIX,4432 W MARYLAND AVE,PHOENIX,MARICOPA,85301,YES,RN,PUBLIC,32,90.6%,6.3%,100.0%,90.6%,6.3%,100.0%,93.8%,6.3%,100.0%,90.6%,6.3%,100.0%,93.8%,6.3%,100.0%,6.3%,0.0%,6.3%
GRACE CHRISTIAN ACADEMY,1200 E SOUTHERN AVE,TEMPE,MARICOPA,85282,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRACE FELLOWSHIP ACADEMY,1330 N MILLER RD,BUCKEYE,MARICOPA,85326,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRANADA PRIMARY SCHOOL,3232 W CAMPBELL AVE,PHOENIX,MARICOPA,85017,YES,LPN,PUBLIC,194,97.9%,0.0%,97.9%,98.5%,0.0%,98.5%,100.0%,0.0%,100.0%,99.5%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GRAND CANYON ELEMENTARY,1 BOULDER ST,GRAND CANYON,COCONINO,86023,NO,,PUBLIC,25,80.0%,4.0%,84.0%,80.0%,4.0%,84.0%,92.0%,4.0%,96.0%,96.0%,4.0%,100.0%,92.0%,4.0%,96.0%,4.0%,4.0%,4.0%
GRANVILLE ELEMENTARY,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,75,90.7%,5.3%,96.0%,90.7%,5.3%,96.0%,94.7%,5.3%,100.0%,90.7%,5.3%,96.0%,94.7%,5.3%,100.0%,5.3%,0.0%,5.3%
GRAYHAWK ELEMENTARY SCHOOL,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,50,94.0%,4.0%,98.0%,96.0%,4.0%,100.0%,90.0%,8.0%,98.0%,96.0%,2.0%,98.0%,98.0%,2.0%,100.0%,4.0%,2.0%,2.0%
GREAT HEART ACADEMIES ARCHWAY CICERO,7205 N PIMA RD,SCOTTSDALE,MARICOPA,85258,YES,RN,CHARTER,87,90.8%,9.2%,100.0%,90.8%,9.2%,100.0%,90.8%,6.9%,100.0%,88.5%,10.3%,100.0%,90.8%,9.2%,100.0%,12.6%,0.0%,8.0%
GREAT HEART ACADEMIES ARCHWAY LINCOLN,2250 S GILBERT RD,CHANDLER,MARICOPA,,YES,LPN,CHARTER,113,91.2%,8.0%,99.1%,88.5%,7.1%,95.6%,91.2%,8.8%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,10.6%,1.8%,0.0%
GREAT HEARTS ACADEMIES - ARCHWAY ARETE GILBERT,4525 E BASELINE RD,MESA,MARICOPA,85234,YES,RN,CHARTER,88,92.0%,8.0%,100.0%,93.2%,6.8%,100.0%,95.5%,4.5%,100.0%,94.3%,5.7%,100.0%,95.5%,4.5%,100.0%,10.2%,0.0%,3.4%
GREAT HEARTS ACADEMIES - ARCHWAY CLASSICAL ACADEMY TRIVIUM EAST,"14130 W MCDOWELL RD, STE 222",GOODYEAR,MARICOPA,,NO,,CHARTER,94,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,7.4%,0.0%,7.4%
GREAT HEARTS ACADEMIES - ARCHWAY CLASSICAL ACADEMY TRIVIUM WEST,2001 N BULLARD AVE,GOODYEAR,MARICOPA,85395,YES,RN,CHARTER,100,85.0%,15.0%,100.0%,87.0%,13.0%,100.0%,85.0%,15.0%,100.0%,86.0%,14.0%,100.0%,88.0%,12.0%,100.0%,15.0%,0.0%,14.0%
GREAT HEARTS ACADEMIES - ARCHWAY NORTH PHOENIX,14100 N 32ND ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,117,94.9%,5.1%,100.0%,93.2%,6.8%,100.0%,94.0%,6.0%,100.0%,91.5%,7.7%,100.0%,95.7%,4.3%,100.0%,8.5%,0.0%,4.3%
