SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
SINAGUA MIDDLE SCHOOL,3950 E BUTLER AVE,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,360,90.0%,4.4%,94.4%,89.4%,4.4%,93.9%,97.2%,2.8%,100.0%,97.5%,2.5%,100.0%,97.2%,2.8%,100.0%,96.7%,3.3%,100.0%,5.6%,0.0%,2.5%
SIRRINE ELEMENTARY SCHOOL,591 W MESQUITE ST,CHANDLER,MARICOPA,85225,YES,RN,PUBLIC,59,98.3%,1.7%,100.0%,91.5%,1.7%,94.9%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,3.4%,0.0%,1.7%
SKY VIEW ELEMENTARY SCHOOL,8624 W SWEETWATER,PEORIA,MARICOPA,85381,YES,LPN,PUBLIC,49,85.7%,8.2%,93.9%,83.7%,8.2%,91.8%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,93.9%,4.1%,98.0%,95.9%,4.1%,100.0%,12.2%,0.0%,2.0%
SKYLINE DISTRICT 5,CASA BLANCA & PRESCHOOL RD,BAPCHULE,PINAL,85121,NO,,CHARTER,32,100.0%,0.0%,100.0%,53.1%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SKYVIEW SCHOOL,125 S RUSH ST,PRESCOTT,YAVAPAI,86303,NO,,CHARTER,25,24.0%,28.0%,52.0%,24.0%,28.0%,52.0%,72.0%,28.0%,100.0%,76.0%,24.0%,100.0%,72.0%,28.0%,100.0%,80.0%,20.0%,100.0%,24.0%,0.0%,20.0%
SMOKETREE ELEMENTARY SCHOOL,2395 SMOKETREE AVE,LAKE HAVASU CITY,MOHAVE,86403,YES,RN,PUBLIC,66,81.8%,3.0%,84.8%,80.3%,4.5%,84.8%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.5%,0.0%,1.5%
SNOWFLAKE INTERMEDIATE SCHOOL,62 WEST 2ND SOUTH,SNOWFLAKE,NAVAJO,85937,NO,,PUBLIC,136,87.5%,12.5%,100.0%,85.3%,14.0%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,91.2%,8.8%,100.0%,92.6%,7.4%,100.0%,15.4%,0.0%,4.4%
SOLANO SCHOOL,1526 W MISSOURI AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,68,91.2%,0.0%,95.6%,42.6%,0.0%,45.6%,94.1%,0.0%,95.6%,92.6%,0.0%,95.6%,91.2%,0.0%,94.1%,95.6%,0.0%,95.6%,0.0%,0.0%,0.0%
SONOMA RANCH ELEMENTARY SCHOOL,601 N BISCAYNE DR,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,49,75.5%,8.2%,85.7%,75.5%,8.2%,85.7%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,8.2%,0.0%,6.1%
SONORAN FOOTHILLS SCHOOL,32150 N NORTH FOOTHILLS DR,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,90,96.7%,3.3%,100.0%,90.0%,3.3%,93.3%,94.4%,3.3%,97.8%,91.1%,5.6%,96.7%,92.2%,5.6%,97.8%,94.4%,3.3%,97.8%,7.8%,3.3%,3.3%
SONORAN HEIGHTS ELEMENTARY,11405 N GREER RANCH PKWY,SURPRISE,MARICOPA,85379,YES,RN,PUBLIC,116,84.5%,13.8%,100.0%,82.8%,15.5%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,15.5%,0.0%,3.4%
SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,PEORIA,MARICOPA,85382,NO,,CHARTER,31,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.2%,0.0%,0.0%
SONORAN SCIENCE ACADEMY - PHOENIX,3535 E MCDOWELL ROAD,PHOENIX,MARICOPA,85008,NO,,CHARTER,33,87.9%,9.1%,100.0%,81.8%,15.2%,100.0%,97.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.0%,0.0%,100.0%,100.0%,0.0%,100.0%,15.2%,0.0%,0.0%
SONORAN SCIENCE ACADEMY - TUCSON,2325 E. SUNSET RD,TUCSON,PIMA,85741,NO,,CHARTER,62,98.4%,1.6%,100.0%,96.8%,3.2%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,1.6%,1.6%,1.6%
SONORAN SCIENCE ACADEMY EAST,7450 E STELLA RD,TUCSON,PIMA,85730,NO,,CHARTER,58,94.8%,3.4%,100.0%,94.8%,3.4%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,3.4%,0.0%,1.7%
SONORAN SCIENCE ACADEMY-DAVIS MONTHAN,5741 E. IRONWOOD ST,TUCSON,PIMA,85708,YES,LPN,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SONORAN SKY ELEMENTARY SCHOOL-85260,12990 N 75TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,84,98.8%,1.2%,100.0%,95.2%,4.8%,100.0%,96.4%,3.6%,100.0%,98.8%,1.2%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,8.3%,0.0%,2.4%
SONORAN SKY ELEMENTARY SCHOOL-85307,10150 W MISSOURI AVE,GLENDALE,MARICOPA,85307,NO,,PUBLIC,57,49.1%,1.8%,50.9%,50.9%,1.8%,52.6%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
SOUSA ELEMENTARY SCHOOL,616 N MOUNTAIN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,53,92.5%,0.0%,92.5%,92.5%,0.0%,92.5%,98.1%,0.0%,98.1%,96.2%,0.0%,96.2%,98.1%,0.0%,98.1%,100.0%,0.0%,100.0%,5.7%,0.0%,0.0%
SOUTH POINTE PUBLIC JUNIOR HIGH SCHOOL,217 E OLYMPIC DR,PHOENIX,MARICOPA,85020,NO,,CHARTER,39,71.8%,10.3%,100.0%,66.7%,12.8%,79.5%,79.5%,7.7%,87.2%,82.1%,7.7%,89.7%,82.1%,7.7%,89.7%,94.9%,5.1%,100.0%,7.7%,0.0%,0.0%
SOUTH VALLEY PREP AND ARTS SCHOOL,7450 S 40TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,64,81.3%,4.7%,87.5%,79.7%,4.7%,85.9%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,4.7%,0.0%,4.7%
SOUTHGATE ACADEMY,850 W VALENCIA RD,TUCSON,PIMA,85706,NO,,CHARTER,44,61.4%,31.8%,93.2%,61.4%,31.8%,93.2%,88.6%,4.5%,93.2%,95.5%,2.3%,97.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,34.1%,0.0%,0.0%
SOUTHSIDE COMMUNITY SCHOOL,2701 S CAMPBELL AVE,TUCSON,PIMA,85713,NO,,CHARTER,28,92.9%,3.6%,100.0%,92.9%,3.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.6%,3.6%,0.0%
SOUTHWEST ELEMENTARY SCHOOL,1111 W DOBBINS RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,64,82.8%,0.0%,87.5%,79.7%,0.0%,84.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SOUTHWESTERN CHRISTIAN SCHOOL,3261 S AVENUE 6 E,YUMA,YUMA,85365,NO,,PRIVATE,21,23.8%,0.0%,23.8%,19.0%,0.0%,19.0%,100.0%,0.0%,100.0%,90.5%,0.0%,90.5%,95.2%,0.0%,95.2%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SPECTRUM ELEMENTARY,2846 S SPECTRUM WAY,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,64,92.2%,4.7%,100.0%,93.8%,4.7%,100.0%,98.4%,1.6%,100.0%,96.9%,3.1%,100.0%,100.0%,0.0%,100.0%,95.3%,4.7%,100.0%,6.3%,0.0%,0.0%
ST ELIZABETH ANN SETON SCHOOL,8650 N SHANNON RD TUCSON PIMA 85742,,PIMA,,YES,RN,PRIVATE,32,100.0%,0.0%,100.0%,87.5%,12.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,12.5%,0.0%,0.0%
ST. JOHN BOSCO CATHOLIC SCHOOL PROGRAM,16035 S 48TH ST PHOENIX MARICOPA 85048,,MARICOPA,,YES,RN,PRIVATE,23,82.6%,17.4%,100.0%,82.6%,17.4%,100.0%,95.7%,4.3%,100.0%,91.3%,8.7%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,17.4%,0.0%,4.3%
STANFIELD ELEMENTARY SCHOOL,515 S STANFIELD RD,STANFIELD,PINAL,85172,NO,,PUBLIC,36,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
STAR CHARTER SCHOOL,145 LEUPP RD,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STARLIGHT PARK SCHOOL,7960 W OSBORN RD,PHOENIX,MARICOPA,85033,NO,,PUBLIC,114,72.8%,0.0%,72.8%,71.1%,0.0%,71.1%,98.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
STEPPING STONES ACADEMY,35812 N 7TH ST,PHOENIX,MARICOPA,85086,NO,,CHARTER,23,78.3%,21.7%,100.0%,13.0%,87.0%,100.0%,69.6%,30.4%,100.0%,78.3%,21.7%,100.0%,69.6%,30.4%,100.0%,73.9%,26.1%,100.0%,65.2%,0.0%,21.7%
STETSON HILLS ELEMENTARY,25475 N STETSON HILLS LOOP RD,GLENDALE,MARICOPA,85083,YES,RN,PUBLIC,107,89.7%,10.3%,100.0%,88.8%,11.2%,100.0%,92.5%,7.5%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,12.1%,0.0%,4.7%
STEVEN R JASINSKI ELEMENTARY SCHOOL,4280 S 246TH AVE,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,66,86.4%,7.6%,93.9%,83.3%,9.1%,92.4%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,9.1%,0.0%,4.5%
STEVENSON ELEMENTARY SCHOOL,638 S 96TH ST,MESA,MARICOPA,85208,YES,RN,PUBLIC,82,86.6%,0.0%,86.6%,87.8%,0.0%,87.8%,97.6%,1.2%,98.8%,96.3%,1.2%,97.6%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,2.4%,0.0%,1.2%
SUMMIT ACADEMY,1560 W SUMMIT PL,CHANDLER,MARICOPA,85224,YES,RN,PUBLIC,94,85.1%,0.0%,87.2%,83.0%,2.1%,86.2%,96.8%,3.2%,100.0%,98.9%,1.1%,100.0%,97.9%,2.1%,100.0%,98.9%,1.1%,100.0%,4.3%,0.0%,1.1%
SUMMIT SCHOOL OF AHWATUKEE,4515 E MUIRWOOD DR,PHOENIX,MARICOPA,85048,NO,,PRIVATE,32,84.4%,6.3%,93.8%,84.4%,6.3%,93.8%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,6.3%,0.0%,6.3%
SUMMIT VIEW ELEMENTARY,1900 E SUMMIT ST,TUCSON,PIMA,85756,YES,RN,PUBLIC,32,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SUN VALLEY ACADEMY - AVONDALE,1515 N 117TH AVENUE,AVONDALE,MARICOPA,85392,NO,,CHARTER,25,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SUN VALLEY CHARTER SCHOOL,2675 W BASELINE RD,PHOENIX,MARICOPA,85041,NO,,CHARTER,43,65.1%,34.9%,100.0%,65.1%,34.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,34.9%,0.0%,0.0%
SUN VALLEY ELEMENTARY SCHOOL,8361 N 95TH AVE,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,79,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,1.3%,0.0%,1.3%
SUNBURST ELEMENTARY SCHOOL,14218 N 47TH AVE,GLENDALE,MARICOPA,85306,NO,,PUBLIC,110,79.1%,0.0%,79.1%,75.5%,3.6%,79.1%,94.5%,4.5%,99.1%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,5.5%,0.0%,2.7%
SUNDANCE ELEMENTARY SCHOOL-85326,23800 W HADLEY ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,82,89.0%,7.3%,96.3%,89.0%,7.3%,96.3%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,7.3%,0.0%,0.0%
SUNDANCE ELEMENTARY SCHOOL-85345,7051 W CHOLLA ST,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,36,80.6%,0.0%,80.6%,77.8%,0.0%,77.8%,97.2%,0.0%,97.2%,97.2%,0.0%,97.2%,97.2%,0.0%,97.2%,97.2%,0.0%,97.2%,0.0%,0.0%,0.0%
SUNLAND ELEMENTARY SCHOOL,5401 S 7TH AVE,PHOENIX,MARICOPA,85041,NO,,PUBLIC,88,100.0%,0.0%,100.0%,93.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SUNNYSLOPE ELEMENTARY SCHOOL,240 E VOGEL AVE,PHOENIX,MARICOPA,85020,NO,,PUBLIC,75,88.0%,0.0%,88.0%,88.0%,0.0%,88.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.3%,0.0%,0.0%
SUNRISE ELEMENTARY SCHOOL,17624 N 31ST AVE,PHOENIX,MARICOPA,85053,YES,RN,PUBLIC,52,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.9%,0.0%,0.0%
SUNSET CANYON SCHOOL,2727 E SIESTA LN,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,59,86.4%,0.0%,86.4%,86.4%,0.0%,86.4%,96.6%,0.0%,96.6%,96.6%,0.0%,96.6%,94.9%,0.0%,94.9%,96.6%,0.0%,96.6%,0.0%,0.0%,0.0%
SUNSET ELEMENTARY SCHOOL-85033,6602 W OSBORN RD,PHOENIX,MARICOPA,85033,YES,RN,PUBLIC,113,69.9%,0.9%,89.4%,70.8%,0.9%,89.4%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,0.9%,0.0%,0.9%
SUNSET HILLS ELEMENTARY-85379,17825 WEST SIERRA MONTANA LOOP,SURPRISE,MARICOPA,85388,NO,,PUBLIC,123,91.9%,8.1%,100.0%,89.4%,9.8%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,100.0%,0.0%,100.0%,9.8%,0.8%,0.0%
SUNSET RIDGE ELEMENTARY-85086,35707 N 33RD LN,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,60,100.0%,0.0%,100.0%,96.7%,3.3%,100.0%,95.0%,5.0%,100.0%,100.0%,0.0%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,5.0%,0.0%,1.7%
SUNSET RIDGE ELEMENTARY-85305,8490 W MISSOURI AVE,GLENDALE,MARICOPA,85305,NO,,PUBLIC,54,66.7%,0.0%,66.7%,63.0%,0.0%,63.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SUNSET SCHOOL-85302,4626 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,NO,,PUBLIC,75,92.0%,2.7%,96.0%,92.0%,2.7%,96.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.7%,0.0%,0.0%
SUNSET VISTA ELEMENTARY,7775 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,86,98.8%,1.2%,100.0%,76.7%,1.2%,100.0%,97.7%,1.2%,98.8%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,1.2%,0.0%,1.2%
SURPRISE ELEMENTARY SCHOOL,12907 W GREENWAY RD,EL MIRAGE,MARICOPA,85335,NO,,PUBLIC,92,69.6%,2.2%,72.8%,63.0%,3.3%,66.3%,95.7%,3.3%,98.9%,95.7%,3.3%,98.9%,95.7%,2.2%,97.8%,96.7%,2.2%,98.9%,4.3%,0.0%,2.2%
SWEETWATER SCHOOL-85304,4602 W SWEETWATER AVE,GLENDALE,MARICOPA,85304,YES,RN,PUBLIC,55,94.5%,5.5%,100.0%,92.7%,7.3%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,7.3%,0.0%,3.6%
SYNERGY PUBLIC SCHOOL,2701 W BETHANY HOME RD,PHOENIX,MARICOPA,85017,NO,,CHARTER,41,2.4%,0.0%,2.4%,2.4%,0.0%,2.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
T DALE HANCOCK ELEMENTARY,2425 S PLEASANT DR,CHANDLER,MARICOPA,85286,NO,,PUBLIC,72,91.7%,5.6%,100.0%,91.7%,6.9%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,97.2%,2.8%,100.0%,95.8%,4.2%,100.0%,5.6%,2.8%,2.8%
T G BARR SCHOOL,2041 E VINEYARD RD,PHOENIX,MARICOPA,85042,NO,,PUBLIC,40,72.5%,0.0%,72.5%,72.5%,0.0%,72.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TAFT ELEMENTARY SCHOOL,9800 E QUARTERLINE RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,80,82.5%,0.0%,82.5%,80.0%,0.0%,80.0%,97.5%,0.0%,97.5%,97.5%,0.0%,97.5%,98.8%,0.0%,98.8%,98.8%,0.0%,98.8%,0.0%,0.0%,0.0%
TANQUE VERDE ELEMENTARY SCHOOL,2600 N FENNIMORE AVE,TUCSON,PIMA,85749,YES,RN,PUBLIC,106,98.1%,0.9%,99.1%,97.2%,1.9%,99.1%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,100.0%,0.0%,100.0%,2.8%,0.0%,0.9%
TAYLOR INTERMEDIATE SCHOOL,207 N 500 WEST,TAYLOR,NAVAJO,85939,NO,,PUBLIC,63,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,3.2%,0.0%,1.6%
TELESIS PREPARATORY ACADEMY,2598 STARLITE LN,LAKE HAVASU CITY,MOHAVE,86403,NO,,CHARTER,31,80.6%,6.5%,93.5%,41.9%,19.4%,67.7%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,16.1%,0.0%,3.2%
TEMPE ACADEMY OF INTERNATIONAL STUDIES MCKEMY CAMPUS,2250 S COLLEGE AVE,TEMPE,MARICOPA,85282,NO,,PUBLIC,111,93.7%,3.6%,97.3%,93.7%,3.6%,97.3%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,98.2%,1.8%,100.0%,99.1%,0.9%,100.0%,3.6%,0.0%,1.8%
TEMPE PREPARATORY ACADEMY,1251 E SOUTHERN AVE,TEMPE,MARICOPA,85282,NO,,CHARTER,71,95.8%,2.8%,98.6%,87.3%,0.0%,93.0%,91.5%,5.6%,100.0%,95.8%,4.2%,100.0%,93.0%,5.6%,100.0%,95.8%,4.2%,100.0%,5.6%,2.8%,2.8%
TERRAMAR ELEMENTARY,7000 W HAPPY VALLEY RD,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,100,93.0%,7.0%,100.0%,92.0%,8.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,98.0%,2.0%,100.0%,10.0%,0.0%,4.0%
THATCHER ELEMENTARY SCHOOL,1350 N 4TH AVE,THATCHER,GRAHAM,85552,YES,RN,PUBLIC,127,97.6%,2.4%,100.0%,94.5%,4.7%,99.2%,95.3%,3.9%,99.2%,96.9%,2.4%,99.2%,95.3%,3.9%,99.2%,100.0%,0.0%,100.0%,5.5%,0.8%,1.6%
THE BEREAN ACADEMY,1169 NORTH COLOMBO AVE,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,31,83.9%,0.0%,87.1%,0.0%,0.0%,100.0%,87.1%,0.0%,87.1%,87.1%,0.0%,87.1%,87.1%,0.0%,87.1%,87.1%,0.0%,87.1%,0.0%,0.0%,0.0%
THE GREGORY SCHOOL,3231 N CRAYCROFT RD,TUCSON,PIMA,85712,NO,,PRIVATE,47,89.4%,10.6%,100.0%,87.2%,10.6%,97.9%,95.7%,4.3%,100.0%,97.9%,2.1%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,10.6%,0.0%,2.1%
THE JONES GORDON SCHOOL,4800 E. DOUBLETREE RANCH RD,PARADISE VALLEY,MARICOPA,85253,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE PAIDEIA ACADEMY OF SOUTH PHOENIX,7777 S 15TH TER,PHOENIX,MARICOPA,85042,YES,RN,CHARTER,83,73.5%,6.0%,80.7%,71.1%,6.0%,78.3%,97.6%,2.4%,100.0%,96.4%,2.4%,98.8%,96.4%,2.4%,98.8%,97.6%,2.4%,100.0%,6.0%,0.0%,3.6%
THE PEAK SCHOOL,2229 E SPRUCE AVE,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THOMAS A EDISON SCHOOL,804 N 18TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,59,79.7%,5.1%,88.1%,76.3%,5.1%,84.7%,94.9%,3.4%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,5.1%,0.0%,0.0%
THOMPSON RANCH ELEMENTARY,11800 W THOMPSON RANCH RD,EL MIRAGE,MARICOPA,85335,NO,,PUBLIC,95,82.1%,0.0%,82.1%,81.1%,0.0%,100.0%,98.9%,0.0%,98.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TIERRA DEL SOL ELEMENTARY SCHOOL,16551 S SOMERTON AVE,SOMERTON,YUMA,85350,YES,RN,PUBLIC,123,72.4%,0.0%,72.4%,72.4%,0.0%,72.4%,91.1%,0.0%,91.1%,98.4%,0.0%,98.4%,98.4%,0.0%,98.4%,99.2%,0.0%,99.2%,0.0%,0.0%,0.0%
TOLTEC ELEMENTARY  SCHOOL,3315 N TOLTEC RD,ELOY,PINAL,85131,NO,,PUBLIC,43,93.0%,2.3%,97.7%,93.0%,2.3%,97.7%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,2.3%,0.0%,2.3%
TOMAHAWK ELEMENTARY SCHOOL,7820 W TURNEY AVE,PHOENIX,MARICOPA,85033,YES,LPN,PUBLIC,107,79.4%,0.0%,79.4%,79.4%,0.0%,79.4%,99.1%,0.0%,99.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TONALEA ELEMENTARY SCHOOL,6720 E CONTINENTAL DR,SCOTTSDALE,MARICOPA,85257,YES,RN,PRIVATE,118,79.7%,0.0%,79.7%,79.7%,0.0%,79.7%,94.9%,0.0%,94.9%,94.9%,0.0%,94.9%,94.9%,0.0%,94.9%,95.8%,0.0%,95.8%,0.8%,0.0%,0.8%
TOPOCK ELEMENTARY SCHOOL,5083 TULE DR,TOPOCK,MOHAVE,86436,NO,,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOWN & COUNTRY ELEMENTARY SCHOOL,1313 S LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,57,98.2%,0.0%,100.0%,98.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
