SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
ROBERT RICE ELEMENTARY,1290 E. OCOTILLO ROAD,GILBERT,MARICOPA,85249,NO,,PUBLIC,105,92.4%,5.7%,100.0%,93.3%,4.8%,100.0%,99.0%,1.0%,100.0%,98.1%,1.9%,100.0%,99.0%,1.0%,100.0%,98.1%,1.9%,100.0%,12.4%,0.0%,1.0%
ROBERT RICHARDSON ELEMENTARY SCHOOL,6901 N CAMINO DE LA TIERRA,TUCSON,PIMA,85741,NO,,PUBLIC,38,92.1%,2.6%,94.7%,89.5%,5.3%,94.7%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,5.3%,0.0%,5.3%
ROBINS ELEMENTARY SCHOOL,3939 N MAGNETITE LN,TUCSON,PIMA,85745,YES,RN,PUBLIC,46,87.0%,2.2%,89.1%,87.0%,2.2%,89.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.2%,0.0%,0.0%
ROBSON ELEMENTARY SCHOOL,2122 E PUEBLO AVE,MESA,MARICOPA,85204,YES,RN,PUBLIC,75,94.7%,4.0%,98.7%,94.7%,4.0%,98.7%,100.0%,0.0%,100.0%,98.7%,1.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.0%,0.0%,4.0%
ROGERS RANCH SCHOOL,6735 S 47TH AVE,LAVEEN,MARICOPA,85339,NO,,PUBLIC,122,69.7%,3.3%,73.0%,68.0%,3.3%,71.3%,97.5%,1.6%,99.2%,96.7%,2.5%,99.2%,98.4%,0.8%,99.2%,98.4%,0.8%,99.2%,3.3%,0.0%,0.8%
RON WATSON MIDDLE SCHOOL,9851 E 28TH ST,YUMA,YUMA,85365,YES,RN,PUBLIC,133,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,96.2%,3.8%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,99.2%,0.8%,100.0%,6.0%,0.0%,3.8%
RONALD REAGAN FUNDAMENTAL SCHOOL,3200 W 16TH ST,YUMA,YUMA,85364,NO,,PUBLIC,87,98.9%,0.0%,100.0%,98.9%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ROOSEVELT ELEMENTARY SCHOOL,828 S VALENCIA,MESA,MARICOPA,85202,YES,RN,PUBLIC,86,84.9%,2.3%,87.2%,83.7%,2.3%,86.0%,97.7%,2.3%,100.0%,96.5%,2.3%,98.8%,100.0%,0.0%,100.0%,98.8%,0.0%,98.8%,2.3%,0.0%,0.0%
ROSKRUGE BILINGUAL K-8 SCHOOL,501 E 6TH ST,TUCSON,PIMA,,YES,RN,PUBLIC,90,87.8%,1.1%,88.9%,84.4%,1.1%,85.6%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,0.0%
ROUND VALLEY MIDDLE SCHOOL,126 W 2ND ST,EAGAR,APACHE,85925,NO,,PUBLIC,110,96.4%,3.6%,100.0%,81.8%,7.3%,100.0%,95.5%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,7.3%,1.8%,3.6%
ROYAL PALM MIDDLE SCHOOL,8520 N 19TH AVE,PHOENIX,MARICOPA,85021,NO,,PUBLIC,166,89.8%,3.6%,93.4%,85.5%,3.6%,89.8%,98.2%,0.6%,100.0%,99.4%,0.6%,100.0%,99.4%,0.6%,100.0%,100.0%,0.0%,100.0%,3.6%,0.6%,3.6%
RUDY G BOLOGNA ELEMENTARY,1625 E FRY RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,64,95.3%,4.7%,100.0%,96.9%,3.1%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,98.4%,1.6%,100.0%,6.3%,0.0%,3.1%
RUTH FISHER ELEMENTARY SCHOOL,38201 W INDIAN SCHOOL RD,TONOPAH,MARICOPA,85354,NO,,PUBLIC,188,93.1%,3.7%,96.8%,58.0%,3.7%,100.0%,96.8%,3.2%,100.0%,96.3%,3.7%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,3.7%,0.0%,3.7%
RUTH POWELL ELEMENTARY SCHOOL,1041 S 14TH AVE,SAFFORD,GRAHAM,85546,YES,RN,PUBLIC,49,81.6%,2.0%,83.7%,81.6%,2.0%,83.7%,100.0%,0.0%,100.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,98.0%,2.0%,100.0%,4.1%,0.0%,0.0%
SACATON MIDDLE SCHOOL,SKILL CENTER RD,SACATON,PINAL,85247,YES,RN,PUBLIC,41,80.5%,0.0%,80.5%,78.0%,0.0%,78.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAFFORD ELEMENTARY SCHOOL,200 E 13TH ST,TUCSON,PIMA,,YES,RN,PUBLIC,95,72.6%,1.1%,74.7%,71.6%,2.1%,74.7%,96.8%,2.1%,98.9%,95.8%,2.1%,97.9%,96.8%,1.1%,97.9%,96.8%,2.1%,98.9%,2.1%,0.0%,1.1%
SAHUARITA MIDDLE SCHOOL,350 W SAHUARITA RD,SAHUARITA,PIMA,85629,YES,RN,PUBLIC,193,91.2%,4.7%,95.9%,90.7%,4.7%,95.3%,95.3%,4.7%,100.0%,94.8%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,4.7%,0.0%,4.7%
SAHUARO RANCH ELEMENTARY SCHOOL,10401 N 63RD AVE,GLENDALE,MARICOPA,85302,YES,RN,PUBLIC,84,65.5%,2.4%,67.9%,60.7%,2.4%,63.1%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,2.4%,0.0%,2.4%
SAHUARO SCHOOL,12835 N 33RD AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,86,94.2%,4.7%,98.8%,93.0%,5.8%,98.8%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,98.8%,1.2%,100.0%,5.8%,0.0%,0.0%
SAINT AGNES CATHOLIC SCHOOL,2311 E PALM LN,PHOENIX,MARICOPA,85006,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT AMBROSE SCHOOL,300 S TUCSON BLVD,TUCSON,PIMA,85716,YES,RN,PRIVATE,22,77.3%,0.0%,77.3%,68.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT ANTHONY CATHOLIC SCHOOL,1400 E OWENS,SHOW LOW,NAVAJO,85901,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT ANTHONY OF PADUA ELMENTARY SCHOOL,501 E 2ND ST,CASA GRANDE,PINAL,85122,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT CATHERINE OF SIENA SCHOOL,6413 S CENTRAL AVE,PHOENIX,MARICOPA,85042,NO,,PRIVATE,21,90.5%,4.8%,100.0%,90.5%,4.8%,100.0%,100.0%,0.0%,100.0%,95.2%,4.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.8%,0.0%,0.0%
SAINT CYRIL OF ALEXANDRIA SCHOOL,4725 E PIMA ST,TUCSON,PIMA,85712,NO,,PRIVATE,43,95.3%,2.3%,97.7%,95.3%,2.3%,97.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.3%,0.0%,0.0%
SAINT FRANCIS OF ASSISI SCHOOL,700 W 18TH ST,YUMA,YUMA,85364,NO,,PRIVATE,27,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT FRANCIS XAVIER SCHOOL,4715 N CENTRAL AVE,PHOENIX,MARICOPA,85012,YES,RN,PRIVATE,81,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,97.5%,2.5%,100.0%,4.9%,0.0%,4.9%
SAINT GREGORY SCHOOL,3440 N 18TH AVE,PHOENIX,MARICOPA,85015,YES,RN,PRIVATE,43,95.3%,2.3%,100.0%,95.3%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,2.3%,0.0%,2.3%
SAINT JEROME CATHOLIC SCHOOL,10815 N 35TH AVE,PHOENIX,MARICOPA,85029,NO,,PRIVATE,24,91.7%,8.3%,100.0%,95.8%,4.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,8.3%,0.0%,0.0%
SAINT JOHN THE EVANGELIST SCHOOL,600 W AJO WAY,TUCSON,PIMA,85713,NO,,PRIVATE,49,73.5%,2.0%,75.5%,73.5%,2.0%,75.5%,95.9%,2.0%,98.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,2.0%,0.0%,2.0%
SAINT JOHN VIANNEY CATHOLIC SCHOOL,539 LA PASADA BLVD,GOODYEAR,MARICOPA,,NO,,PRIVATE,42,92.9%,0.0%,95.2%,92.9%,0.0%,95.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,90.5%,0.0%,95.2%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT JOHN XXIII CATHOLIC SCHOOL,16235 N 60TH ST,SCOTTSDALE,MARICOPA,85254,NO,,PRIVATE,63,100.0%,0.0%,100.0%,74.6%,6.3%,81.0%,93.7%,6.3%,100.0%,93.7%,6.3%,100.0%,93.7%,6.3%,100.0%,90.5%,6.3%,96.8%,6.3%,0.0%,4.8%
SAINT JOSEPH CATHOLIC SCHOOL,215 S CRAYCROFT RD,TUCSON,PIMA,85711,NO,,PRIVATE,30,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT LOUIS THE KING SCHOOL,4331 W MARYLAND AVE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,29,89.7%,0.0%,89.7%,89.7%,0.0%,89.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT MARY-BASHA CATHOLIC SCHOOL,200 W GALVESTON ST,CHANDLER,MARICOPA,85225,YES,RN,PRIVATE,37,89.2%,8.1%,100.0%,89.2%,8.1%,100.0%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,8.1%,0.0%,0.0%
SAINT MICHAEL'S PARISH DAY SCHOOL,602 N WILMOT RD,TUCSON,PIMA,85711,YES,RN,PRIVATE,31,100.0%,0.0%,100.0%,96.8%,3.2%,100.0%,93.5%,3.2%,96.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.8%,0.0%,96.8%,3.2%,3.2%,0.0%
SAINT THERESA CATHOLIC SCHOOL,5001 E THOMAS RD,PHOENIX,MARICOPA,85018,YES,LPN,PRIVATE,38,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,2.6%,0.0%,2.6%
SAINT THOMAS AQUINAS GRADE SCHOOL,13720 W THOMAS RD,AVONDALE,MARICOPA,85392,YES,RN,PRIVATE,46,82.6%,17.4%,100.0%,82.6%,17.4%,100.0%,93.5%,6.5%,100.0%,91.3%,8.7%,100.0%,91.3%,8.7%,100.0%,100.0%,0.0%,100.0%,15.2%,2.2%,0.0%
SAINT THOMAS THE APOSTLE CATHOLIC SCHOOL,4510 N 24TH ST,PHOENIX,MARICOPA,85016,YES,RN,PRIVATE,54,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,5.6%,0.0%,1.9%
SAINT TIMOTHY CATHOLIC SCHOOL,2520 S ALMA SCHOOL RD,MESA,MARICOPA,85210,YES,RN,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT VINCENT DE PAUL CATHOLIC SCHOOL,3130 N 51ST AVE,PHOENIX,MARICOPA,85031,YES,RN,PRIVATE,60,100.0%,0.0%,100.0%,60.0%,0.0%,60.0%,96.7%,0.0%,96.7%,96.7%,0.0%,96.7%,95.0%,0.0%,95.0%,98.3%,0.0%,98.3%,0.0%,0.0%,0.0%
SAINTS SIMON AND JUDE SCHOOL,6351 N 27TH AVE,PHOENIX,MARICOPA,85017,YES,RN,PRIVATE,61,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,95.1%,4.9%,100.0%,91.8%,8.2%,100.0%,100.0%,0.0%,100.0%,96.7%,3.3%,100.0%,11.5%,0.0%,3.3%
SALK ELEMENTARY SCHOOL,7029 E BROWN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,100,87.0%,7.0%,94.0%,84.0%,7.0%,91.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,95.0%,4.0%,99.0%,98.0%,2.0%,100.0%,7.0%,0.0%,3.0%
SALOME ELEMENTARY SCHOOL,SAGUARO ST AND MAIN ST,SALOME,LA PAZ,,NO,,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SALT RIVER ELEMENTARY SCHOOL,11582 E HIGHLAND RD,SCOTTSDALE,MARICOPA,85256,NO,,PRIVATE,40,57.5%,0.0%,57.5%,57.5%,0.0%,57.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAN MARCOS ELEMENTARY SCHOOL,451 W FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,56,94.6%,1.8%,98.2%,94.6%,1.8%,98.2%,96.4%,3.6%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,8.9%,1.8%,1.8%
SAN TAN CHARTER SCHOOL,3959 E ELLIOT RD,GILBERT,MARICOPA,85234,YES,LPN,CHARTER,61,78.7%,11.5%,90.2%,34.4%,16.4%,50.8%,77.0%,11.5%,88.5%,80.3%,11.5%,91.8%,83.6%,8.2%,91.8%,83.6%,8.2%,91.8%,11.5%,1.6%,8.2%
SAN TAN ELEMENTARY,3443 E CALISTOGA DR,GILBERT,MARICOPA,85297,NO,,PUBLIC,90,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,1.1%
SAN XAVIER MISSION SCHOOL,1980 W SAN XAVIER RD,TUCSON,PIMA,85746,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SANBORN ELEMENTARY SCHOOL,700 N SUPERSTITION BLVD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,53,94.3%,1.9%,100.0%,98.1%,0.0%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,3.8%,3.8%,0.0%
SANDERS MIDDLE SCHOOL,"I-40, HWY 191",SANDERS,APACHE,,NO,,PUBLIC,55,69.1%,1.8%,70.9%,63.6%,1.8%,65.5%,96.4%,1.8%,98.2%,96.4%,1.8%,98.2%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
SANDPIPER ELEMENTARY SCHOOL,6724 E HEARN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,69,92.8%,4.3%,97.1%,68.1%,4.3%,72.5%,94.2%,4.3%,100.0%,94.2%,4.3%,100.0%,94.2%,4.3%,100.0%,95.7%,4.3%,100.0%,4.3%,0.0%,4.3%
SANDRA DAY O'CONNOR ELEMENTARY SCHOOL,4840 E. ADOBE ST,MESA,MARICOPA,85205,YES,RN,PUBLIC,60,98.3%,1.7%,100.0%,91.7%,8.3%,100.0%,100.0%,0.0%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,8.3%,0.0%,1.7%
SANTA CLARA ELEMENTARY SCHOOL,6910 S SANTA CLARA AVE,TUCSON,PIMA,85756,YES,RN,PUBLIC,29,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.6%,0.0%,100.0%,96.6%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SANTA CRUZ CATHOLIC SCHOOL,29 W 22ND ST,TUCSON,PIMA,85713,YES,RN,PRIVATE,22,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SANTA FE ELEMENTARY SCHOOL,9880 N 77TH AVE,PEORIA,MARICOPA,85345,YES,RN,PUBLIC,80,91.3%,3.8%,95.0%,90.0%,5.0%,95.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,5.0%,1.3%,2.5%
SANTA MARIA MIDDLE SCHOOL,7250 W LOWER BUCKEYE RD,PHOENIX,MARICOPA,85043,YES,RN,PUBLIC,197,69.5%,1.0%,72.1%,67.5%,1.0%,70.1%,96.4%,1.0%,97.5%,98.0%,1.5%,99.5%,98.0%,1.5%,99.5%,98.0%,1.5%,99.5%,1.5%,0.5%,1.0%
SANTAN ELEMENTARY SCHOOL,1550 E CHANDLER HEIGHTS RD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,84,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,6.0%,0.0%,1.2%
SATORI CHARTER SCHOOL 2-8TH,3727 N 1ST AVE,TUCSON,PIMA,85719,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOTTSDALE CHRISTIAN ACADEMY,14400 N TATUM BLVD PHOENIX MARICOPA 85032,,MARICOPA,,YES,RN,PRIVATE,59,76.3%,23.7%,100.0%,76.3%,23.7%,100.0%,86.4%,13.6%,100.0%,86.4%,13.6%,100.0%,86.4%,13.6%,100.0%,86.4%,13.6%,100.0%,23.7%,0.0%,13.6%
SCOTTSDALE ONLINE LEARNING,7501 E VIRGINIA AVENUE,SCOTTSDALE,MARICOPA,85257,NO,,PUBLIC,176,81.3%,4.5%,85.8%,80.7%,4.5%,85.2%,97.2%,2.3%,99.4%,97.7%,1.7%,99.4%,97.2%,2.3%,99.4%,97.7%,1.7%,99.4%,6.3%,0.0%,1.7%
SCOTTSDALE PREPARATORY ACADEMY,16537 N 92ND ST,SCOTTSDALE,MARICOPA,85260,NO,,CHARTER,177,93.8%,6.2%,100.0%,91.5%,8.5%,100.0%,97.2%,2.8%,100.0%,96.6%,3.4%,100.0%,96.0%,4.0%,100.0%,95.5%,4.5%,100.0%,10.2%,1.1%,1.7%
SEBA DALKAI BOARDING SCHOOL,1 MILE W OF HWY 87,SEBA DALKAI,NAVAJO,,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SECRIST MIDDLE SCHOOL,3400 S HOUGHTON RD,TUCSON,PIMA,85730,YES,RN,PUBLIC,95,81.1%,1.1%,82.1%,78.9%,1.1%,80.0%,95.8%,1.1%,96.8%,95.8%,1.1%,96.8%,96.8%,1.1%,97.9%,96.8%,1.1%,97.9%,2.1%,0.0%,2.1%
SEDONA CHARTER SCHOOL,165 KACHINA DR,SEDONA,YAVAPAI,,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SELF DEVELOPMENT ACADEMY PHOENIX,1515 E INDIAN SCHOOL RD,PHOENIX,MARICOPA,,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SELF DEVELOPMENT CHARTER SCHOOL-85202,1709 N GREENFIELD RD,MESA,MARICOPA,85205,NO,,CHARTER,59,93.2%,6.8%,100.0%,79.7%,6.8%,91.5%,93.2%,6.8%,100.0%,93.2%,6.8%,100.0%,93.2%,6.8%,100.0%,93.2%,6.8%,100.0%,6.8%,0.0%,6.8%
SELIGMAN ELEMENTARY SCHOOL,500 N MAIN ST,SELIGMAN,YAVAPAI,86337,YES,RN,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEQUOIA CHOICE SCHOOL ARIZONA DISTANCE LEARNING SCHOOL,HOME BASED,MESA,MARICOPA,85203,NO,,CHARTER,447,43.0%,55.0%,100.0%,39.1%,43.8%,84.1%,60.6%,29.5%,90.2%,64.0%,30.0%,94.0%,65.1%,29.8%,94.9%,65.8%,34.2%,100.0%,29.3%,0.0%,29.3%
SEQUOIA LEHI CHARTER SCHOOL,2331 N HORNE,MESA,MARICOPA,85203,NO,,CHARTER,22,90.9%,9.1%,100.0%,86.4%,13.6%,100.0%,86.4%,13.6%,100.0%,86.4%,13.6%,100.0%,86.4%,13.6%,100.0%,86.4%,13.6%,100.0%,13.6%,0.0%,13.6%
SEQUOIA PATHWAY ACADEMY,19265 N. PORTER RD,MARICOPA,PINAL,85138,NO,,CHARTER,41,80.5%,7.3%,87.8%,80.5%,7.3%,87.8%,75.6%,2.4%,78.0%,95.1%,2.4%,97.6%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,7.3%,0.0%,2.4%
SEQUOIA VILLAGE,982 FULL HOUSE LN,SHOW LOW,NAVAJO,85901,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SETTLERS POINT ELEMENTARY,423 E SETTLERS POINT,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,74,90.5%,6.8%,97.3%,90.5%,6.8%,97.3%,95.9%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,2.7%,0.0%,2.7%
SEVILLA WEST SCHOOL,3851 W MISSOURI AVE,PHOENIX,MARICOPA,85019,NO,,PUBLIC,192,80.7%,0.0%,81.3%,78.6%,0.0%,79.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,99.5%,0.0%,99.5%,0.0%,0.0%,0.0%
SHAW BUTTE SCHOOL,12202 N 21ST AVE,PHOENIX,MARICOPA,85029,YES,RN,PUBLIC,72,87.5%,6.9%,95.8%,87.5%,6.9%,95.8%,100.0%,0.0%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,98.6%,1.4%,100.0%,6.9%,0.0%,0.0%
SHEELY FARMS ELEMENTARY SCHOOL,9450 W ENCANTO BLVD,PHOENIX,MARICOPA,85037,YES,RN,PUBLIC,80,66.3%,0.0%,67.5%,62.5%,0.0%,63.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SHOW LOW JUNIOR HIGH SCHOOL,761 E MCNEIL,SHOW LOW,NAVAJO,85901,NO,,PUBLIC,189,59.3%,7.4%,66.7%,55.6%,7.4%,63.0%,84.7%,5.3%,89.9%,91.5%,5.8%,97.4%,92.6%,4.8%,97.4%,93.1%,5.3%,98.4%,7.9%,0.5%,6.3%
SHUMWAY ELEMENTARY SCHOOL,1325 N SHUMWAY AVE,CHANDLER,MARICOPA,85225,NO,,PUBLIC,48,97.9%,2.1%,100.0%,93.8%,4.2%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,4.2%,0.0%,2.1%
SIERRA MIDDLE SCHOOL,5801 S DEL MORAL BLVD,TUCSON,PIMA,85706,YES,RN,PUBLIC,34,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SIERRA VERDE ELEMENTARY,7241 W ROSE GARDEN LN,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,79,93.7%,2.5%,96.2%,91.1%,2.5%,93.7%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,1.3%,0.0%,1.3%
SILVER VALLEY ELEMENTARY,9737 E TOLDEO AVE,MESA,MARICOPA,85212,NO,,PUBLIC,95,57.9%,6.3%,65.3%,54.7%,6.3%,62.1%,87.4%,6.3%,93.7%,87.4%,6.3%,93.7%,89.5%,6.3%,95.8%,90.5%,6.3%,96.8%,6.3%,0.0%,6.3%
SILVESTRE S HERRERA SCHOOL,1350 S 11TH ST,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,61,75.4%,1.6%,77.0%,75.4%,1.6%,77.0%,96.7%,1.6%,98.4%,95.1%,1.6%,96.7%,98.4%,0.0%,98.4%,96.7%,1.6%,98.4%,1.6%,0.0%,0.0%
