SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
PIONEER PREPARATORY - A CHALLENGE FOUNDATION,6510 W CLARENDON AVE,PHOENIX,MARICOPA,85033,YES,LPN,CHARTER,73,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
RINCON VISTA MIDDLE SCHOOL,10770 E BILBY RD,TUCSON,PIMA,85747,NO,,PUBLIC,238,95.4%,2.1%,97.5%,95.4%,2.1%,97.5%,97.9%,1.3%,100.0%,97.9%,1.3%,100.0%,97.9%,1.3%,100.0%,98.7%,1.3%,100.0%,2.1%,0.0%,1.3%
IMAGINE MIDDLE AT SUPERSTITION,1843 W 16TH AVE,APACHE JUNCTION,PINAL,85120,NO,,CHARTER,31,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,6.5%,0.0%,6.5%
IMAGINE MIDDLE AT AVONDALE,950 N ELISIO C FELIX JR WAY,AVONDALE,MARICOPA,85323,NO,,CHARTER,68,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,5.9%,0.0%,5.9%
SUN VALLEY ACADEMY - PHOENIX,2675 W BASELINE RD,PHOENIX,MARICOPA,85041,NO,,CHARTER,68,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,95.6%,4.4%,100.0%,94.1%,4.4%,98.5%,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,7.4%,0.0%,4.4%
ASU PREPARATORY ACADEMY - SOUTH PHOENIX PRIMARY,5610 S CENTRAL AVE,PHOENIX,MARICOPA,85040,YES,RN,CHARTER,26,92.3%,0.0%,100.0%,80.8%,0.0%,88.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
PAULDEN COMMUNITY SCHOOL,24850 N NAPLES DR,PAULDEN,YAVAPAI,86334,YES,RN,CHARTER,<20,93.3%,0.0%,93.3%,0.0%,0.0%,93.3%,80.0%,0.0%,80.0%,80.0%,0.0%,80.0%,93.3%,0.0%,93.3%,80.0%,0.0%,80.0%,0.0%,0.0%,0.0%
ODYSSEY INSTITUTE FOR ADVANDED STUDIES,1495 S AIRPORT RD,BUCKEYE,MARICOPA,85326,NO,,CHARTER,289,84.4%,8.0%,95.8%,83.4%,8.3%,95.2%,93.1%,5.9%,99.3%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,95.5%,4.5%,100.0%,8.7%,0.0%,4.5%
VECTOR PREP AND ARTS ACADEMY,2020 N ARIZONA AVE,CHANDLER,MARICOPA,85225,NO,,CHARTER,31,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,93.5%,6.5%,100.0%,96.8%,3.2%,100.0%,6.5%,0.0%,3.2%
ESMOND STATION SCHOOL,9400 S ATTERBURY WASH WAY,TUCSON,PIMA,85747,NO,,PUBLIC,93,91.4%,5.4%,96.8%,91.4%,5.4%,96.8%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,96.8%,3.2%,100.0%,97.8%,2.2%,100.0%,7.5%,0.0%,2.2%
LEARNING FOUNDATION AND PERFORMING ARTS WARNER,3939 E WARNER RD,GILBERT,MARICOPA,85296,NO,,CHARTER,51,78.4%,21.6%,100.0%,78.4%,21.6%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,21.6%,0.0%,7.8%
SKYLINE DISTRICT 5,CASA BLANCA & PRESCHOOL RD,BAPCHULE,PINAL,85121,NO,,CHARTER,41,73.2%,0.0%,73.2%,73.2%,0.0%,73.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GILBERT ARTS ACADEMY,862 E ELLIOT RD,GILBERT,MARICOPA,85234,NO,,CHARTER,<20,71.4%,7.1%,78.6%,71.4%,7.1%,78.6%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,7.1%,0.0%,7.1%
LIBERTY ARTS ACADEMY,3015 S POWER RD,MESA,MARICOPA,85212,NO,,CHARTER,43,86.0%,14.0%,100.0%,83.7%,16.3%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,100.0%,0.0%,100.0%,18.6%,0.0%,4.7%
EDISON SCHOOL OF INNOVATION,8340 W NORTHERN AVE,GLENDALE,MARICOPA,85305,NO,,CHARTER,28,89.3%,3.6%,100.0%,85.7%,7.1%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,7.1%,0.0%,3.6%
SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,PEORIA,MARICOPA,85382,NO,,CHARTER,28,78.6%,17.9%,100.0%,82.1%,14.3%,100.0%,89.3%,10.7%,100.0%,78.6%,14.3%,100.0%,85.7%,10.7%,100.0%,89.3%,10.7%,100.0%,21.4%,0.0%,10.7%
SOUTH VALLEY PREP AND ARTS SCHOOL,7450 S 40TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,59,88.1%,8.5%,100.0%,88.1%,8.5%,100.0%,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,8.5%,0.0%,8.5%
HAVASU PREPARATORY ACADEMY ,3155 MARICOPA AVE,LAKE HAVASU CITY,MOHAVE,86406,NO,,CHARTER,30,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,6.7%,0.0%,3.3%
VAL VISTA ACADEMY - A BALL CHARTER SCHOOL,4120 S VAL VISTA DR,GILBERT,MARICOPA,85297,NO,,CHARTER,30,70.0%,6.7%,76.7%,70.0%,6.7%,76.7%,96.7%,0.0%,96.7%,100.0%,0.0%,100.0%,96.7%,3.3%,100.0%,96.7%,0.0%,96.7%,10.0%,0.0%,0.0%
BASIS - PEORIA,9902 W YEARLING ROAD,PEORIA,MARICOPA,85383,NO,,CHARTER,196,81.1%,6.6%,92.9%,80.1%,5.1%,90.3%,93.9%,4.1%,98.0%,95.9%,3.6%,99.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,11.2%,0.0%,0.0%
BASIS - CHANDLER,4825 S. ARIZONA AVE,CHANDLER,MARICOPA,85248,NO,,CHARTER,213,90.6%,1.4%,95.3%,90.1%,2.3%,95.8%,99.1%,0.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.3%,0.0%,0.0%
TRIVIUM PREPARATORY ACADEMY,2001 N BULLARD AVE,GOODYEAR,MARICOPA,85395,YES,RN,CHARTER,163,90.8%,8.6%,100.0%,89.6%,9.8%,100.0%,95.1%,4.9%,100.0%,95.7%,4.3%,100.0%,96.3%,3.7%,100.0%,96.9%,3.1%,100.0%,9.8%,0.0%,3.7%
MARYVALE PREPARATORY ACADEMY,4825 W CAMELBACK RD,PHOENIX,MARICOPA,85031,YES,RN,CHARTER,66,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,92.4%,7.6%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,7.6%,1.5%,4.5%
HAPPY VALLEY SCHOOL - EAST CAMPUS,266 E WESTBROOKE RD.,SAN TAN VALLEY,PINAL,85140,NO,,CHARTER,52,69.2%,13.5%,92.3%,67.3%,13.5%,90.4%,94.2%,3.8%,98.1%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,3.8%,0.0%,3.8%
RIDGELINE ACADEMY,33625 N NORTH VALLEY PKWY,PHOENIX,MARICOPA,85085,NO,,CHARTER,81,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,96.3%,2.5%,100.0%,96.3%,2.5%,100.0%,96.3%,2.5%,100.0%,97.5%,2.5%,100.0%,2.5%,0.0%,2.5%
MESA ARTS ACADEMY,221 W SIXTH AVE,MESA,MARICOPA,85210,NO,,CHARTER,26,100.0%,0.0%,100.0%,61.5%,0.0%,100.0%,100.0%,0.0%,100.0%,96.2%,3.8%,100.0%,96.2%,0.0%,100.0%,100.0%,0.0%,100.0%,3.8%,0.0%,3.8%
DESERT HEIGHTS PREPARATORY ACADEMY,3540 W UNION HILLS DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,74,100.0%,0.0%,100.0%,83.8%,16.2%,100.0%,93.2%,6.8%,100.0%,94.6%,5.4%,100.0%,93.2%,6.8%,100.0%,97.3%,2.7%,100.0%,23.0%,0.0%,1.4%
BENNETT ACADEMY - W BETHANY HOME RD,2930 W BETHANY HOME RD,PHOENIX,MARICOPA,85017,NO,,CHARTER,25,68.0%,0.0%,68.0%,60.0%,0.0%,60.0%,100.0%,0.0%,100.0%,96.0%,0.0%,96.0%,96.0%,0.0%,96.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
VAIL ACADEMY & HIGH SCHOOL,7762 E SCIENCE PARK DR,TUCSON,PIMA,85747,NO,,CHARTER,58,86.2%,1.7%,89.7%,86.2%,1.7%,89.7%,96.6%,1.7%,100.0%,96.6%,1.7%,100.0%,96.6%,1.7%,100.0%,98.3%,1.7%,100.0%,1.7%,0.0%,1.7%
EDUPRIZE SCHOOL - QUEEN CREEK,4567 W ROBERTS RD,QUEEN CREEK,PINAL,85142,YES,RN,CHARTER,181,84.5%,11.6%,96.1%,84.5%,11.0%,95.6%,92.8%,5.5%,98.3%,92.8%,6.1%,98.9%,93.9%,5.0%,98.9%,95.0%,4.4%,99.4%,13.3%,0.0%,3.3%
EDUPRIZE SCHOOL - GILBERT,580 W MELODY DR,GILBERT,MARICOPA,85233,YES,RN,CHARTER,164,84.8%,14.0%,98.8%,85.4%,14.0%,99.4%,81.1%,8.5%,89.6%,90.9%,6.1%,97.0%,92.7%,7.3%,100.0%,93.9%,6.1%,100.0%,17.1%,0.0%,0.0%
ACCLAIM ACADEMY,7624 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85033,NO,,CHARTER,36,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SEQUOIA CHOICE SCHOOL ARIZONA DISTANCE LEARNING SCHOOL,HOME BASED,MESA,MARICOPA,85203,NO,,CHARTER,302,36.4%,45.4%,82.8%,35.8%,51.7%,88.4%,63.2%,34.4%,97.7%,65.2%,33.4%,98.7%,68.5%,30.8%,99.3%,70.2%,28.8%,99.0%,54.0%,0.0%,22.5%
ARIZONA SCHOOL FOR THE ARTS,1410 N 3RD ST,PHOENIX,MARICOPA,85004,NO,,CHARTER,114,94.7%,5.3%,100.0%,25.4%,5.3%,30.7%,91.2%,8.8%,100.0%,94.7%,5.3%,100.0%,89.5%,10.5%,100.0%,92.1%,7.9%,100.0%,12.3%,0.0%,5.3%
CENTER FOR EDUCATIONAL EXCELLENCE,1700 E ELLIOT RD,TEMPE,MARICOPA,85284,NO,,CHARTER,<20,90.0%,10.0%,100.0%,90.0%,10.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,10.0%,0.0%,5.0%
AMERICAN LEADERSHIP ACADEMY - GILBERT,3155 S SAN TAN VILLAGE PKWY,GILBERT,MARICOPA,85295,NO,,CHARTER,78,70.5%,26.9%,100.0%,70.5%,26.9%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,96.2%,3.8%,100.0%,26.9%,1.3%,3.8%
AMERICAN LEADERSHIP ACADEMY - QUEEN CREEK,23908 S HAWES RD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,173,68.8%,27.7%,100.0%,67.1%,29.5%,100.0%,93.1%,6.9%,100.0%,93.6%,6.4%,100.0%,93.1%,6.9%,100.0%,96.0%,4.0%,100.0%,32.9%,0.6%,3.5%
AMERICAN LEADERSHIP ACADEMY - SAN TAN,34969 N VILLAGE LN,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,85,84.7%,14.1%,100.0%,85.9%,12.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,17.6%,1.2%,3.5%
AMERICAN LEADERSHIP ACADEMY - MESA,4507 S MOUNTAIN RD,MESA,MARICOPA,85212,NO,,CHARTER,49,67.3%,26.5%,100.0%,69.4%,24.5%,100.0%,91.8%,8.2%,100.0%,93.9%,6.1%,100.0%,89.8%,10.2%,100.0%,93.9%,6.1%,100.0%,28.6%,0.0%,6.1%
AMERICAN LEADERSHIP ACADEMY ANTHEM SOUTH CAMPUS,4380 N HUNT HWY,FLORENCE,PINAL,85132,YES,RN,CHARTER,84,52.4%,36.9%,100.0%,52.4%,35.7%,100.0%,89.3%,10.7%,100.0%,89.3%,10.7%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,40.5%,0.0%,7.1%
AMERICAN LEADERSHIP ACADEMY - IRONWOOD K-6,650 W COMBS RD,QUEEN CREEK,PINAL,85140,NO,,CHARTER,146,74.0%,21.2%,100.0%,74.0%,20.5%,100.0%,90.4%,9.6%,100.0%,91.8%,8.2%,100.0%,91.8%,8.2%,100.0%,94.5%,5.5%,100.0%,29.5%,0.7%,3.4%
AMERICAN LEADERSHIP ACADEMY- GILBERT SOUTH K-6 CAMPUS,1750 E RIGGS ROAD,GILBERT,MARICOPA,85298,NO,,CHARTER,51,52.9%,43.1%,100.0%,54.9%,41.2%,100.0%,82.4%,17.6%,100.0%,82.4%,17.6%,100.0%,78.4%,21.6%,100.0%,82.4%,17.6%,100.0%,45.1%,0.0%,17.6%
AMERICAN LEADERSHIP ACADEMY- GILBERT NORTH K-6 CAMPUS,1010 S HIGLEY ROAD,GILBERT,MARICOPA,85296,NO,,CHARTER,148,66.9%,29.7%,100.0%,63.5%,33.1%,100.0%,85.8%,14.2%,100.0%,86.5%,13.5%,100.0%,88.5%,11.5%,100.0%,88.5%,11.5%,100.0%,34.5%,1.4%,8.1%
AMERICAN LEADERSHIP ACADEMY- SIGNAL BUTTE K-6 CAMPUS,22512 S SIGNAL BUTTE RD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,40,62.5%,32.5%,100.0%,67.5%,27.5%,100.0%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,35.0%,5.0%,17.5%
BASIS - SCOTTSDALE,10400 N. 128TH ST,SCOTTSDALE,MARICOPA,85259,NO,,CHARTER,191,82.7%,15.2%,100.0%,77.5%,19.9%,100.0%,96.3%,3.7%,100.0%,96.9%,3.1%,100.0%,95.8%,4.2%,100.0%,94.8%,5.2%,100.0%,19.4%,0.5%,2.1%
PATHFINDER ACADEMY - N BOULDER CANYON,2906 N BOULDER CANYON,MESA,MARICOPA,85207,NO,,CHARTER,73,58.9%,41.1%,100.0%,58.9%,41.1%,100.0%,75.3%,24.7%,100.0%,75.3%,24.7%,100.0%,75.3%,24.7%,100.0%,76.7%,23.3%,100.0%,41.1%,0.0%,19.2%
SEQUOIA LEHI CHARTER SCHOOL,2331 N HORNE,MESA,MARICOPA,85203,NO,,CHARTER,<20,100.0%,0.0%,100.0%,76.9%,23.1%,100.0%,100.0%,0.0%,100.0%,92.3%,7.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,15.4%,0.0%,15.4%
PATHFINDER ACADEMY AT EASTMARK,4816 S EASTMARK PKWY,MESA,MARICOPA,85212,NO,,CHARTER,42,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,85.7%,14.3%,100.0%,90.5%,9.5%,100.0%,88.1%,11.9%,100.0%,92.9%,7.1%,100.0%,35.7%,0.0%,7.1%
GEORGE WASHINGTON ACADEMY,1945 S 1ST EAST,SNOWFLAKE,NAVAJO,85937,NO,,CHARTER,21,66.7%,33.3%,100.0%,28.6%,33.3%,61.9%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,33.3%,0.0%,33.3%
REID TRADITIONAL SCHOOLS - VALLEY ACADEMY,1520 W ROSE GARDEN LN,PHOENIX,MARICOPA,85027,YES,RN,CHARTER,54,81.5%,14.8%,100.0%,77.8%,18.5%,100.0%,98.1%,1.9%,100.0%,94.4%,5.6%,100.0%,92.6%,7.4%,100.0%,88.9%,11.1%,100.0%,16.7%,0.0%,1.9%
SAHUARITA MIDDLE SCHOOL,350 W SAHUARITA RD,SAHUARITA,PIMA,85629,YES,Both,PUBLIC,174,96.0%,0.0%,96.0%,96.0%,0.0%,96.0%,99.4%,0.0%,99.4%,99.4%,0.0%,99.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.3%,0.0%,2.3%
BENJAMIN FRANKLIN CHARTER SCHOOL - CRIMSON,22120 E. QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,96,71.9%,28.1%,100.0%,72.9%,27.1%,100.0%,82.3%,17.7%,100.0%,83.3%,16.7%,100.0%,84.4%,15.6%,100.0%,86.5%,13.5%,100.0%,34.4%,0.0%,9.4%
BENJAMIN FRANKLIN CHARTER SCHOOL - GILBERT,1475 SOUTH VAL VISTA DRIVE,GILBERT,MARICOPA,85296,NO,,CHARTER,80,70.0%,27.5%,100.0%,71.3%,25.0%,98.8%,88.8%,11.3%,100.0%,87.5%,12.5%,100.0%,88.8%,11.3%,100.0%,90.0%,10.0%,100.0%,28.8%,0.0%,7.5%
BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,22951 SOUTH POWER ROAD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,88,67.0%,31.8%,100.0%,64.8%,34.1%,100.0%,92.0%,8.0%,100.0%,89.8%,10.2%,100.0%,89.8%,10.2%,100.0%,92.0%,8.0%,100.0%,38.6%,0.0%,4.5%
MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,9215 N 14TH ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,<20,76.9%,23.1%,100.0%,84.6%,15.4%,100.0%,84.6%,15.4%,100.0%,84.6%,15.4%,100.0%,84.6%,15.4%,100.0%,84.6%,15.4%,100.0%,15.4%,0.0%,15.4%
NEW WORLD EDUCATIONAL CENTER,5818 N 7TH ST,PHOENIX,MARICOPA,85014,NO,,CHARTER,24,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,12.5%,0.0%,12.5%
BRIGHT BEGINNINGS SCHOOL #1 - N ANDERSEN BLVD,400 N ANDERSEN BLVD,CHANDLER,MARICOPA,85224,NO,,CHARTER,<20,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,5.0%,0.0%,5.0%
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85204,2834 E SOUTHERN AVE,MESA,MARICOPA,85204,NO,,CHARTER,<20,58.8%,41.2%,100.0%,52.9%,47.1%,100.0%,82.4%,17.6%,100.0%,94.1%,5.9%,100.0%,88.2%,11.8%,100.0%,94.1%,5.9%,100.0%,47.1%,0.0%,5.9%
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85203,815 N GILBERT RD,MESA,MARICOPA,85203,NO,,CHARTER,<20,14.3%,85.7%,100.0%,14.3%,85.7%,100.0%,50.0%,50.0%,100.0%,50.0%,50.0%,100.0%,57.1%,42.9%,100.0%,57.1%,42.9%,100.0%,85.7%,0.0%,42.9%
SOUTH POINTE PUBLIC JUNIOR HIGH SCHOOL,217 E OLYMPIC DR,PHOENIX,MARICOPA,85020,NO,,CHARTER,31,93.5%,6.5%,100.0%,90.3%,6.5%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,100.0%,0.0%,100.0%,6.5%,0.0%,0.0%
BENCHMARK SCHOOL,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,NO,,CHARTER,49,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,93.9%,4.1%,98.0%,81.6%,4.1%,85.7%,4.1%,0.0%,4.1%
CAMBRIDGE ACADEMY - MESA CAMPUS,9412 E BROWN RD,MESA,MARICOPA,85207,NO,,CHARTER,<20,100.0%,0.0%,100.0%,66.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
NEW HORIZON SCHOOL FOR THE PERFORMING ART,446 E BROADWAY RD,MESA,MARICOPA,85204,NO,,CHARTER,21,81.0%,19.0%,100.0%,81.0%,19.0%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,19.0%,0.0%,4.8%
CHALLENGE CHARTER SCHOOL,5801 W GREENBRIAR DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,52,82.7%,15.4%,100.0%,82.7%,15.4%,100.0%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,98.1%,1.9%,100.0%,96.2%,3.8%,100.0%,15.4%,0.0%,1.9%
ANZA TRAIL ELEMENTARY,15490 S RANCHO SAHUARITA BLVD,SAHUARITA,PIMA,85629,NO,,PUBLIC,193,100.0%,0.0%,100.0%,92.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.6%,0.0%,3.6%
KEYSTONE MONTESSORI CHARTER SCHOOL,1025 E LIBERTY LN,PHOENIX,MARICOPA,85048,NO,,CHARTER,<20,85.0%,10.0%,95.0%,80.0%,10.0%,90.0%,90.0%,10.0%,100.0%,90.0%,10.0%,100.0%,85.0%,10.0%,95.0%,90.0%,10.0%,100.0%,10.0%,0.0%,10.0%
STEPPING STONES ACADEMY,35812 N 7TH ST,PHOENIX,MARICOPA,85086,NO,,CHARTER,28,67.9%,25.0%,92.9%,35.7%,42.9%,78.6%,60.7%,28.6%,89.3%,60.7%,28.6%,89.3%,60.7%,28.6%,89.3%,60.7%,28.6%,89.3%,42.9%,0.0%,28.6%
LIBERTY TRADITIONAL CHARTER SCHOOL - N 45TH AVE,4901 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85031,NO,,CHARTER,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,93.3%,0.0%,100.0%,86.7%,0.0%,86.7%,93.3%,0.0%,93.3%,93.3%,0.0%,93.3%,0.0%,0.0%,0.0%
LIBERTY TRADITIONAL CHARTER SCHOOL - SADDLEBACK,3715 N WASHINGTON AVE,DOUGLAS,COCHISE,85607,NO,,CHARTER,24,79.2%,4.2%,87.5%,79.2%,4.2%,87.5%,100.0%,0.0%,100.0%,95.8%,0.0%,95.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.2%,0.0%,4.2%
CHAMPION CHANDLER,250 S MCQUEEN RD,CHANDLER,MARICOPA,85225,NO,,CHARTER,36,77.8%,13.9%,94.4%,77.8%,13.9%,94.4%,88.9%,2.8%,91.7%,88.9%,2.8%,91.7%,94.4%,2.8%,97.2%,100.0%,0.0%,100.0%,11.1%,0.0%,0.0%
CHAMPION SCHOOLS SAN TAN VALLEY,1846 E BELLA VISTA RD,SAN TAN VALLEY,PINAL,85143,NO,,CHARTER,39,100.0%,0.0%,100.0%,43.6%,2.6%,46.2%,89.7%,0.0%,89.7%,92.3%,0.0%,92.3%,87.2%,0.0%,87.2%,94.9%,0.0%,94.9%,2.6%,0.0%,0.0%
MILESTONES CHARTER SCHOOL,4707 E ROBERT E LEE ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,<20,100.0%,0.0%,100.0%,76.9%,0.0%,76.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
IMAGINE ELEMENTARY AT CORTEZ PARK,3535 W DUNLAP AVE,PHOENIX,MARICOPA,85051,NO,,CHARTER,85,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,96.5%,2.4%,100.0%,97.6%,2.4%,100.0%,2.4%,0.0%,2.4%
JAMES MADISON PREPARATORY SCHOOL,5815 S MCCLINTOCK DR,TEMPE,MARICOPA,85283,NO,,CHARTER,<20,85.7%,14.3%,100.0%,78.6%,21.4%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,21.4%,0.0%,7.1%
SELF DEVELOPMENT CHARTER SCHOOL-85202,1709 N GREENFIELD RD,MESA,MARICOPA,85205,NO,,CHARTER,40,80.0%,5.0%,95.0%,80.0%,5.0%,95.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,5.0%,0.0%,5.0%
AVALON ELEMENTARY,1045 S SAN MARCOS DR,APACHE JUNCTION,PINAL,85120,NO,,CHARTER,27,63.0%,33.3%,96.3%,55.6%,33.3%,96.3%,100.0%,0.0%,100.0%,92.6%,7.4%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,7.4%,0.0%,7.4%
ARTS ACADEMY AT ESTRELLA MOUNTAIN,2504 S 91ST AVE,PHOENIX,MARICOPA,85353,NO,,CHARTER,90,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,95.6%,4.4%,100.0%,4.4%,0.0%,4.4%
CALIBRE ACADEMY SURPRISE,15688 W ACOMA DR,SURPRISE,MARICOPA,85379,NO,,CHARTER,59,89.8%,10.2%,100.0%,55.9%,10.2%,66.1%,86.4%,10.2%,96.6%,89.8%,10.2%,100.0%,86.4%,10.2%,96.6%,88.1%,10.2%,98.3%,10.2%,0.0%,10.2%
SEQUOIA CHARTER ELEMENTARY SCHOOL,1460 S HORNE,MESA,MARICOPA,85204,NO,,CHARTER,76,97.4%,0.0%,97.4%,64.5%,0.0%,64.5%,85.5%,0.0%,85.5%,96.1%,0.0%,96.1%,96.1%,0.0%,96.1%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
