SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
SUN VALLEY ACADEMY - AVONDALE,1515 N 117TH AVENUE,AVONDALE,MARICOPA,85392,NO,,CHARTER,29,89.7%,10.3%,100.0%,89.7%,10.3%,100.0%,89.7%,10.3%,100.0%,89.7%,10.3%,100.0%,89.7%,10.3%,100.0%,89.7%,10.3%,100.0%,10.3%,0.0%,10.3%
THE GRANDE INNOVATION ACADEMY,950 N PEART ROAD,CASA GRANDE,PINAL,85122,NO,,CHARTER,92,78.3%,19.6%,100.0%,72.8%,16.3%,94.6%,95.7%,4.3%,100.0%,96.7%,3.3%,100.0%,95.7%,4.3%,100.0%,96.7%,3.3%,100.0%,21.7%,0.0%,4.3%
LEGACY TRADITIONAL SCHOOL - DEER VALLEY,2747 WEST UNION HILLS DRIVE,PHOENIX,MARICOPA,85027,NO,,CHARTER,33,78.8%,21.2%,100.0%,75.8%,24.2%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,87.9%,12.1%,100.0%,24.2%,0.0%,12.1%
LEGACY TRADITIONAL SCHOOL - EAST TUCSON,9290 EAST GOLF LINKS ROAD,TUCSON,PIMA,85730,NO,,CHARTER,27,88.9%,11.1%,100.0%,88.9%,11.1%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,88.9%,11.1%,100.0%,14.8%,0.0%,7.4%
LEGACY TRADITIONAL SCHOOL - MESA,3651 EAST MCKELLIPS ROAD,MESA,MARICOPA,85215,YES,LPN,CHARTER,39,61.5%,23.1%,84.6%,59.0%,23.1%,82.1%,82.1%,15.4%,97.4%,84.6%,15.4%,100.0%,89.7%,10.3%,100.0%,89.7%,10.3%,100.0%,23.1%,0.0%,10.3%
MOUNTAIN VIEW SCHOOL,18302 W BURTON AVE,WADDELL,MARICOPA,85355,YES,LPN,PUBLIC,113,96.5%,2.7%,100.0%,94.7%,4.4%,100.0%,97.3%,2.7%,100.0%,95.6%,4.4%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,8.0%,0.0%,2.7%
SKY CROSSING ELEMENTARY SCHOOL,3300 EAST SKY CROSSING WAY,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,58,87.9%,5.2%,93.1%,86.2%,6.9%,93.1%,98.3%,1.7%,100.0%,96.6%,3.4%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,8.6%,0.0%,5.2%
TEMPE ELEMENTARY ONLINE ACADEMY,2020 EAST CARSON DRIVE,TEMPE,MARICOPA,85282,YES,RN,PUBLIC,<20,65.0%,0.0%,70.0%,65.0%,0.0%,70.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CALABASAS SCHOOL,131 CAMINO MARICOPA,RIO RICO,SANTA CRUZ,85648,NO,,PUBLIC,103,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.1%,0.0%,97.1%,1.9%,3.9%,1.9%
SCHNEPF ELEMENTARY,26161 SOUTH 231ST STREET,QUEEN CREEK,MARICOPA,85143,NO,,PUBLIC,91,63.7%,6.6%,70.3%,58.2%,6.6%,64.8%,86.8%,6.6%,93.4%,85.7%,6.6%,92.3%,86.8%,6.6%,93.4%,92.3%,6.6%,98.9%,6.6%,0.0%,6.6%
LEGACY ONLINE ACADEMY,3125 SOUTH GILBERT ROAD,CHANDLER,MARICOPA,85286,NO,,CHARTER,147,72.1%,22.4%,96.6%,71.4%,22.4%,95.9%,83.0%,15.6%,98.6%,83.7%,15.6%,99.3%,86.4%,13.6%,100.0%,87.8%,12.2%,100.0%,23.8%,0.0%,12.2%
COATIMUNDI MIDDLE SCHOOL,450 AVENIDA COATIMUNDI,RIO RICO,SANTA CRUZ,85648,YES,RN,PUBLIC,150,99.3%,0.7%,100.0%,98.7%,1.3%,100.0%,98.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.3%,0.0%,1.3%
GILBERT GLOBAL ACADEMY,55 NORTH GREENFIELD ROAD,GILBERT,MARICOPA,85234,NO,,PUBLIC,<20,70.6%,11.8%,88.2%,76.5%,11.8%,100.0%,94.1%,5.9%,100.0%,100.0%,0.0%,100.0%,94.1%,5.9%,100.0%,100.0%,0.0%,100.0%,5.9%,0.0%,0.0%
LITTLE RED SCHOOLHOUSE,HWY 82 & DUQUESNE RD,NOGALES,SANTA CRUZ,85621,NO,,PUBLIC,23,100.0%,0.0%,100.0%,95.7%,0.0%,95.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
"ASPIRE, DEER VALLEY'S ONLINE ACADEMY",4701 WEST GROVERS AVENUE,GLENDALE,MARICOPA,85308,NO,,PUBLIC,29,48.3%,17.2%,65.5%,51.7%,17.2%,69.0%,82.8%,13.8%,96.6%,89.7%,10.3%,100.0%,86.2%,13.8%,100.0%,86.2%,13.8%,100.0%,17.2%,0.0%,10.3%
PATAGONIA ELEMENTARY SCHOOL,100 SCHOOL ST,PATAGONIA,SANTA CRUZ,85624,NO,,PUBLIC,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TRI-CITY COLLEGE PREP (DBA MARRY ELLEN HALVORSON EDUCATION FOUNDATION),5522 SIDE ROAD,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,<20,77.8%,16.7%,100.0%,77.8%,16.7%,100.0%,66.7%,22.2%,88.9%,72.2%,22.2%,94.4%,77.8%,22.2%,100.0%,77.8%,22.2%,100.0%,22.2%,0.0%,16.7%
VALOR PREPARATORY ACADEMY,13185 WEST THOMAS ROAD,GOODYEAR,MARICOPA,85395,NO,,CHARTER,<20,55.0%,20.0%,80.0%,55.0%,20.0%,80.0%,70.0%,20.0%,90.0%,75.0%,20.0%,95.0%,75.0%,20.0%,95.0%,75.0%,20.0%,95.0%,20.0%,0.0%,20.0%
ARIZONA K-8 ONLINE ACADEMY,4730 WEST CAMPBELL AVENUE,PHOENIX,MARICOPA,85031,YES,LPN,PUBLIC,<20,69.2%,0.0%,69.2%,69.2%,0.0%,69.2%,92.3%,0.0%,92.3%,92.3%,0.0%,92.3%,92.3%,0.0%,92.3%,92.3%,0.0%,92.3%,0.0%,0.0%,0.0%
ELGIN ELEMENTARY SCHOOL,23 ELGIN ROAD,ELGIN,SANTA CRUZ,85611,YES,RN,PUBLIC,<20,80.0%,15.0%,95.0%,80.0%,15.0%,95.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,15.0%,0.0%,15.0%
JOHN MCCAIN III ELEMENTARY SCHOOL,3170 SOUTH 247TH AVENUE,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,56,92.9%,3.6%,100.0%,92.9%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,8.9%,0.0%,0.0%
MIAMI JUNIOR SENIOR HIGH SCHOOL,4735 EAST RAGUS ROAD,MIAMI,GILA,85539,NO,,PUBLIC,76,72.4%,2.6%,75.0%,65.8%,2.6%,68.4%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,2.6%,0.0%,1.3%
PEORIA ECAMPUS,11200 NORTH 83RD AVENUE,PEORIA,MARICOPA,85345,NO,,PUBLIC,<20,47.1%,0.0%,47.1%,41.2%,0.0%,41.2%,100.0%,0.0%,100.0%,94.1%,0.0%,94.1%,88.2%,0.0%,88.2%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
IAMRSD ONLINE ACADEMY,6550 SOUTH 27TH AVENUE,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,<20,72.7%,0.0%,72.7%,63.6%,0.0%,63.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CACTUS CANYON JUNIOR HIGH SCHOOL,801 WEST SOUTHERN  AVENUE,APACHE JUNCTION,PINAL,85120,YES,RN,PUBLIC,178,91.0%,6.7%,100.0%,91.0%,6.7%,100.0%,96.6%,3.4%,100.0%,97.2%,2.8%,100.0%,98.3%,1.7%,100.0%,97.2%,2.8%,100.0%,7.3%,0.0%,2.8%
AMERICAN LEADERSHIP ACADEMY WEST FOOTHILLS EL,17760 WEST OLIVE AVENUE,WADDELL,MARICOPA,85355,NO,,CHARTER,150,70.0%,26.0%,100.0%,70.7%,25.3%,100.0%,86.7%,12.7%,100.0%,88.0%,12.0%,100.0%,90.0%,10.0%,100.0%,90.0%,10.0%,100.0%,30.7%,0.7%,9.3%
AMERICAN LEADERSHIP ACADEMY-VIRTUAL,6913 EAST REMBRANDT AVENUE,MESA,MARICOPA,85212,NO,,CHARTER,<20,52.9%,41.2%,100.0%,47.1%,47.1%,100.0%,76.5%,23.5%,100.0%,82.4%,17.6%,100.0%,82.4%,17.6%,100.0%,88.2%,11.8%,100.0%,41.2%,0.0%,17.6%
LA PALOMA ACADEMY - MARANA,13644 NORTH SANDARIO ROAD,MARANA,PIMA,85653,NO,,CHARTER,<20,72.7%,0.0%,72.7%,81.8%,0.0%,81.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,90.9%,9.1%,100.0%,9.1%,0.0%,0.0%
VISTA COLLEGE PREP METRO NORTH ELEMENTARY,2133 WEST PEORIA AVENUE,PHOENIX,MARICOPA,85029,NO,,CHARTER,25,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,4.0%,0.0%,4.0%
HERITAGE ACADEMY - GATEWAY CAMPUS,8048 EAST GERMANN ROAD,MESA,MARICOPA,85212,NO,,CHARTER,79,77.2%,21.5%,100.0%,75.9%,22.8%,100.0%,86.1%,13.9%,100.0%,87.3%,12.7%,100.0%,87.3%,12.7%,100.0%,87.3%,12.7%,100.0%,22.8%,0.0%,12.7%
LEGACY TRADITIONAL SCHOOL - SAN TAN,1679 WEST EMPIRE BOULEVARD,SAN TAN VALLEY,PINAL,85142,YES,RN,CHARTER,55,67.3%,3.6%,70.9%,67.3%,3.6%,70.9%,92.7%,3.6%,96.4%,92.7%,1.8%,94.5%,94.5%,1.8%,96.4%,96.4%,1.8%,98.2%,5.5%,0.0%,1.8%
INSPIRATION MOUNTAIN SCHOOL,5757 WEST INSPIRATION MOUNTAIN PARKWAY,PHOENIX,MARICOPA,85083,YES,RN,PUBLIC,90,91.1%,7.8%,98.9%,91.1%,7.8%,98.9%,97.8%,2.2%,100.0%,95.6%,4.4%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,10.0%,0.0%,2.2%
SCHOLARS ACADEMY SUNNYSLOPE,1055 EAST HEARN ROAD,PHOENIX,MARICOPA,85022,NO,,CHARTER,<20,55.0%,5.0%,70.0%,65.0%,5.0%,70.0%,90.0%,5.0%,95.0%,85.0%,5.0%,90.0%,85.0%,5.0%,90.0%,95.0%,5.0%,100.0%,5.0%,0.0%,5.0%
IMMACULATE CONCEPTION ELEMENTARY SCHOOL,501 S AVENUE B,YUMA,YUMA,85364,NO,,PRIVATE,23,87.0%,4.3%,100.0%,91.3%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,4.3%,0.0%,4.3%
IMMACULATE HEART ACADEMY,410 E MAGEE RD,TUCSON,PIMA,85704,NO,,PRIVATE,<20,88.2%,11.8%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,11.8%,0.0%,0.0%
LEADING EDGE ACADEMY ONLINE,707 WEST RAY ROAD,GILBERT,MARICOPA,85234,NO,,CHARTER,<20,57.1%,14.3%,71.4%,57.1%,14.3%,71.4%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,14.3%,14.3%,0.0%
KOLA ELEMENTARY & MIDDLE SCHOOL,3033 MCDONALD AVENUE,KINGMAN,MOHAVE,86401,NO,,PUBLIC,<20,53.8%,23.1%,76.9%,61.5%,15.4%,76.9%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,23.1%,0.0%,7.7%
ACADEMY OF MATH AND SCIENCE ADVANCED VIRTUAL ACADEMY,3002 SOUTH PRIEST DRIVE,TEMPE,MARICOPA,85282,NO,,CHARTER,23,60.9%,17.4%,82.6%,56.5%,17.4%,78.3%,73.9%,13.0%,87.0%,73.9%,13.0%,87.0%,73.9%,13.0%,87.0%,73.9%,13.0%,87.0%,17.4%,4.3%,13.0%
CANYON DAY JUNIOR HIGH SCHOOL,4621 SOUTH 9TH STREET,WHITERIVER,NAVAJO,85941,NO,,PUBLIC,139,75.5%,0.0%,75.5%,73.4%,0.0%,73.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MEXICAYOTL CHARTER SCHOOL,2059 N GRAND AVE,NOGALES,SANTA CRUZ,85621,NO,,CHARTER,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SEQUOIA PATHFINDER AT VERRADO WAY ,20370 WEST ROOSEVELT STREET,BUCKEYE,MARICOPA,85326,NO,,CHARTER,56,73.2%,26.8%,100.0%,69.6%,30.4%,100.0%,91.1%,8.9%,100.0%,89.3%,10.7%,100.0%,92.9%,7.1%,100.0%,91.1%,8.9%,100.0%,30.4%,1.8%,7.1%
ASU PREP DIGITAL,1130 EAST UNIVERSITY DRIVE,TEMPE,MARICOPA,85281,NO,,CHARTER,222,49.1%,2.7%,51.8%,47.3%,2.7%,50.0%,89.2%,2.7%,91.9%,90.5%,2.7%,93.2%,91.0%,2.7%,93.7%,92.8%,2.7%,95.5%,2.7%,0.0%,2.7%
BRAVIE T SOTO ELEMENTARY,1201 MAIN STREET,SOMERTON,YUMA,85350,NO,,PUBLIC,<20,84.6%,0.0%,84.6%,76.9%,0.0%,76.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GREAT HEARTS ROOSEVELT,555 SOUTH JACKRABBIT TRAIL,BUCKEYE,MARICOPA,85326,YES,RN,CHARTER,54,79.6%,20.4%,100.0%,79.6%,20.4%,100.0%,90.7%,9.3%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,22.2%,0.0%,9.3%
GRANITE MOUNTAIN MIDDLE SCHOOL,1800 WILLIAMSON VALLEY RD,PRESCOTT,YAVAPAI,86305,YES,RN,PUBLIC,252,90.1%,9.9%,100.0%,89.3%,10.7%,100.0%,93.3%,6.7%,100.0%,93.7%,6.3%,100.0%,93.3%,6.7%,100.0%,94.8%,5.2%,100.0%,12.3%,0.0%,4.8%
BAGDAD ELEMENTARY SCHOOL,515 BREEZY CIR,BAGDAD,YAVAPAI,86321,NO,,PUBLIC,27,77.8%,22.2%,100.0%,77.8%,22.2%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,18.5%,0.0%,3.7%
LAKE VALLEY ELEMENTARY SCHOOL,3900 N STARLIGHT DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,76,71.1%,23.7%,94.7%,69.7%,23.7%,94.7%,92.1%,7.9%,100.0%,92.1%,7.9%,100.0%,93.4%,6.6%,100.0%,100.0%,0.0%,100.0%,23.7%,0.0%,0.0%
HUMBOLDT ELEMENTARY SCHOOL,2750 S CORRAL ST,HUMBOLT,YAVAPAI,86329,YES,RN,PUBLIC,73,41.1%,8.2%,49.3%,41.1%,8.2%,49.3%,91.8%,8.2%,100.0%,91.8%,8.2%,100.0%,91.8%,8.2%,100.0%,91.8%,8.2%,100.0%,8.2%,0.0%,8.2%
MOUNTAIN VIEW ELEMENTARY SCHOOL,8601 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,54,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,7.4%,0.0%,1.9%
COYOTE SPRINGS ELEMENTARY SCHOOL,8101 E HWY 89A,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,85,80.0%,14.1%,94.1%,80.0%,14.1%,94.1%,80.0%,14.1%,94.1%,80.0%,14.1%,94.1%,80.0%,14.1%,94.1%,85.9%,12.9%,98.8%,14.1%,0.0%,12.9%
GRANVILLE ELEMENTARY,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,75,96.0%,0.0%,96.0%,81.3%,14.7%,96.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,14.7%,0.0%,0.0%
CAMP VERDE MIDDLE SCHOOL,370 CAMP LINCOLN RD,CAMP VERDE,YAVAPAI,86322,YES,RN,PUBLIC,122,86.9%,10.7%,97.5%,83.6%,13.1%,96.7%,86.9%,11.5%,98.4%,87.7%,11.5%,99.2%,90.2%,9.0%,99.2%,91.0%,7.4%,99.2%,15.6%,1.6%,7.4%
ASH FORK MIDDLE SCHOOL,46999 N 5TH ST,ASH FORK,YAVAPAI,86320,YES,RN,PUBLIC,26,80.8%,19.2%,100.0%,80.8%,19.2%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,19.2%,0.0%,7.7%
HERITAGE MIDDLE SCHOOL,1076 NORTH ROAD 1 WEST,CHINO VALLEY,YAVAPAI,86323,NO,,PUBLIC,163,48.5%,7.4%,56.4%,45.4%,8.0%,54.0%,86.5%,8.6%,95.7%,87.1%,9.2%,96.9%,89.0%,8.0%,97.5%,87.7%,8.6%,96.9%,9.2%,0.6%,7.4%
CONGRESS ELEMENTARY SCHOOL,26400 S TENDERFOOT HILL RD,CONGRESS,YAVAPAI,85332,YES,RN,PUBLIC,<20,33.3%,8.3%,41.7%,33.3%,8.3%,41.7%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,8.3%,0.0%,0.0%
KIRKLAND ELEMENTARY SCHOOL,14200 W KIRKLAND-HILLSIDE RD,KIRKLAND,YAVAPAI,86332,YES,RN,PUBLIC,<20,27.3%,0.0%,45.5%,27.3%,0.0%,45.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BEAVER CREEK SCHOOL,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,NO,,PUBLIC,37,81.1%,8.1%,89.2%,70.3%,8.1%,78.4%,91.9%,8.1%,100.0%,83.8%,8.1%,91.9%,91.9%,8.1%,100.0%,91.9%,8.1%,100.0%,8.1%,0.0%,8.1%
CANON SCHOOL,18800 E SCHOOL HOUSE RD,BLACK CANYON CITY,YAVAPAI,85324,NO,,PUBLIC,<20,85.7%,14.3%,100.0%,78.6%,14.3%,92.9%,78.6%,14.3%,92.9%,85.7%,14.3%,100.0%,92.9%,7.1%,100.0%,85.7%,14.3%,100.0%,14.3%,0.0%,14.3%
PUEBLO GARDENS ELEMENTARY SCHOOL,2210 E 33RD,TUCSON,PIMA,85713,YES,RN,PUBLIC,41,87.8%,0.0%,87.8%,85.4%,0.0%,85.4%,97.6%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CLARKDALE-JEROME ELEMENTARY SCHOOL,1615 MAIN ST,CLARKDALE,YAVAPAI,86324,NO,,PUBLIC,53,66.0%,0.0%,66.0%,66.0%,0.0%,100.0%,88.7%,0.0%,88.7%,88.7%,0.0%,88.7%,86.8%,0.0%,86.8%,92.5%,0.0%,92.5%,15.1%,0.0%,0.0%
COTTONWOOD COMMUNITY SCHOOL,500 E MINGUS AVE,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,49,51.0%,49.0%,100.0%,51.0%,49.0%,100.0%,87.8%,12.2%,100.0%,95.9%,4.1%,100.0%,89.8%,10.2%,100.0%,98.0%,0.0%,100.0%,55.1%,2.0%,0.0%
OAK CREEK SCHOOL,11490 PURPLE SAGE DR,CORNVILLE,YAVAPAI,86325,YES,RN,PUBLIC,22,54.5%,40.9%,95.5%,54.5%,40.9%,95.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,40.9%,0.0%,0.0%
DR DANIEL BRIGHT ELEMENTARY SCHOOL,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,64,57.8%,40.6%,98.4%,54.7%,43.8%,98.4%,96.9%,3.1%,100.0%,92.2%,7.8%,100.0%,96.9%,3.1%,100.0%,95.3%,4.7%,100.0%,45.3%,0.0%,1.6%
MOUNTAIN VIEW PREPARATORY,2939 E DEL RIO DRIVE,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,47,66.0%,31.9%,100.0%,59.6%,38.3%,100.0%,91.5%,8.5%,100.0%,95.7%,4.3%,100.0%,93.6%,6.4%,100.0%,95.7%,4.3%,100.0%,38.3%,0.0%,4.3%
LA TIERRA COMMUNITY SCHOOL,124 N VIRGINIA ST,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,21,23.8%,76.2%,100.0%,23.8%,76.2%,100.0%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,71.4%,28.6%,100.0%,100.0%,0.0%,100.0%,71.4%,0.0%,0.0%
SEDONA CHARTER SCHOOL,165 KACHINA DR,SEDONA,YAVAPAI,86336,NO,,CHARTER,<20,47.4%,15.8%,63.2%,21.1%,36.8%,57.9%,52.6%,42.1%,94.7%,57.9%,42.1%,100.0%,52.6%,36.8%,89.5%,57.9%,31.6%,89.5%,47.4%,0.0%,31.6%
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,,CHARTER,<20,50.0%,50.0%,100.0%,50.0%,50.0%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,68.8%,31.3%,100.0%,81.3%,18.8%,100.0%,56.3%,0.0%,18.8%
FRANKLIN PHONETIC PRIMARY SCHOOL,6116 E HIGHWAY 69,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,49,93.9%,0.0%,93.9%,53.1%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,91.8%,0.0%,100.0%,8.2%,0.0%,8.2%
SKYVIEW SCHOOL,125 S RUSH ST,PRESCOTT,YAVAPAI,86303,NO,,CHARTER,24,62.5%,12.5%,75.0%,58.3%,12.5%,70.8%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,16.7%,0.0%,12.5%
AMERICAN HERITAGE ACADEMY - COTTONWOOD,2030 E CHERRY ST,COTTONWOOD,YAVAPAI,86326,NO,,CHARTER,<20,52.6%,42.1%,94.7%,47.4%,42.1%,94.7%,63.2%,36.8%,100.0%,68.4%,31.6%,100.0%,63.2%,36.8%,100.0%,68.4%,31.6%,100.0%,47.4%,10.5%,26.3%
WILLOW CREEK CHARTER SCHOOL,2100 WILLOW CREEK RD,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,<20,40.0%,60.0%,100.0%,40.0%,60.0%,100.0%,93.3%,6.7%,100.0%,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,60.0%,0.0%,0.0%
ACORN MONTESSORI MIDDLE SCHOOL,8456 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,64,70.3%,28.1%,100.0%,62.5%,35.9%,100.0%,98.4%,1.6%,100.0%,95.3%,4.7%,100.0%,96.9%,3.1%,100.0%,93.8%,6.3%,100.0%,37.5%,0.0%,0.0%
ROBINS ELEMENTARY SCHOOL,3939 N MAGNETITE LN,TUCSON,PIMA,85745,YES,RN,PUBLIC,55,92.7%,5.5%,98.2%,89.1%,5.5%,94.5%,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,98.2%,1.8%,100.0%,94.5%,5.5%,100.0%,5.5%,0.0%,5.5%
BASIS PRESCOTT,1901 PRESCOTT LAKES PKWY,PRESCOTT,YAVAPAI,86301,NO,,PUBLIC,63,73.0%,27.0%,100.0%,65.1%,30.2%,100.0%,87.3%,12.7%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,95.2%,4.8%,100.0%,36.5%,0.0%,3.2%
FOURTH AVENUE JUNIOR HIGH SCHOOL,450 4TH AVE,YUMA,YUMA,85364,NO,,PUBLIC,108,98.1%,0.9%,99.1%,95.4%,0.9%,96.3%,97.2%,0.9%,100.0%,99.1%,0.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,2.8%,0.0%,0.9%
GILA VISTA JR HIGH SCHOOL,2245 ARIZONA AVE,YUMA,YUMA,85364,YES,RN,PUBLIC,189,99.5%,0.0%,99.5%,99.5%,0.0%,99.5%,99.5%,0.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.1%,0.0%,0.0%
R PETE WOODARD JR HIGH SCHOOL,2250 S 8TH AVE,YUMA,YUMA,85364,NO,,PUBLIC,204,89.2%,2.0%,91.2%,89.7%,2.0%,91.7%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,99.5%,0.5%,100.0%,99.0%,1.0%,100.0%,2.5%,0.0%,0.5%
CASTLE DOME MIDDLE SCHOOL,2353 S OTONDO DR,YUMA,YUMA,85365,YES,RN,PUBLIC,325,93.8%,4.3%,98.2%,93.8%,4.3%,98.2%,98.2%,1.5%,100.0%,98.2%,1.5%,100.0%,97.8%,1.8%,100.0%,97.5%,1.5%,99.1%,4.3%,0.0%,1.5%
