SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
LAFE NELSON SCHOOL,1100 10TH AVE,SAFFORD,GRAHAM,85546,YES,RN,PUBLIC,50,90.0%,4.0%,94.0%,90.0%,6.0%,96.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,6.0%,0.0%,2.0%
LAGUNA ELEMENTARY SCHOOL - TUCSON,5001 N SHANNON RD,TUCSON,PIMA,85705,NO,,PUBLIC,55,96.4%,0.0%,98.2%,96.4%,0.0%,98.2%,98.2%,0.0%,98.2%,98.2%,0.0%,98.2%,98.2%,0.0%,98.2%,100.0%,0.0%,100.0%,0.0%,12.7%,0.0%
LAIRD ELEMENTARY SCHOOL,1500 N SCOVEL ST,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,56,64.3%,1.8%,100.0%,64.3%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
LAKE PLEASANT ELEMENTARY,31501 N WESTLAND RD,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,134,90.3%,3.0%,93.3%,89.6%,2.2%,91.8%,91.0%,2.2%,93.3%,96.3%,2.2%,98.5%,95.5%,2.2%,97.8%,96.3%,2.2%,98.5%,3.7%,0.0%,2.2%
LAKE VALLEY ELEMENTARY SCHOOL,3900 N STARLIGHT DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,58,74.1%,22.4%,100.0%,74.1%,20.7%,100.0%,89.7%,0.0%,100.0%,89.7%,0.0%,100.0%,89.7%,0.0%,100.0%,91.4%,8.6%,100.0%,13.8%,13.8%,6.9%
LAKEVIEW ELEMENTARY SCHOOL,3040 W YUCCA ST,PHOENIX,MARICOPA,85029,NO,,PUBLIC,90,82.2%,1.1%,100.0%,82.2%,1.1%,100.0%,93.3%,3.3%,97.8%,95.6%,3.3%,98.9%,95.6%,3.3%,98.9%,95.6%,3.3%,98.9%,4.4%,0.0%,3.3%
LARKSPUR ELEMENTARY SCHOOL,2430 E LARKSPUR DR,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,50,96.0%,2.0%,98.0%,78.0%,2.0%,98.0%,98.0%,0.0%,98.0%,94.0%,4.0%,98.0%,96.0%,4.0%,100.0%,100.0%,0.0%,100.0%,10.0%,0.0%,2.0%
LARRY C KENNEDY SCHOOL,2702 E OSBORN RD,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,47,83.0%,0.0%,97.9%,83.0%,2.1%,100.0%,93.6%,2.1%,97.9%,89.4%,0.0%,89.4%,93.6%,0.0%,93.6%,91.5%,2.1%,93.6%,8.5%,0.0%,6.4%
LAS BRISAS ACADEMY,18211 W LAS BRISAS DR,GOODYEAR,MARICOPA,85338,NO,,PUBLIC,74,93.2%,2.7%,95.9%,52.7%,2.7%,95.9%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,93.2%,5.4%,98.6%,95.9%,4.1%,100.0%,5.4%,0.0%,4.1%
LAS BRISAS ELEMENTARY SCHOOL,5805 W ALAMEDA,GLENDALE,MARICOPA,85310,YES,RN,PUBLIC,77,62.3%,7.8%,97.4%,51.9%,3.9%,97.4%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,93.5%,6.5%,100.0%,100.0%,0.0%,100.0%,7.8%,0.0%,7.8%
LAS SENDAS ELEMENTARY SCHOOL,3120 N RED MOUNTAIN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,106,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,97.2%,2.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,8.5%,0.0%,2.8%
LATTIE COOR SCHOOL,1406 N CENTRAL AVE,AVONDALE,MARICOPA,85323,YES,RN,PUBLIC,130,69.2%,0.8%,70.8%,65.4%,0.8%,70.0%,93.8%,0.8%,94.6%,94.6%,0.8%,95.4%,93.8%,0.8%,94.6%,96.2%,0.8%,96.9%,6.9%,0.0%,0.8%
LAVEEN ELEMENTARY SCHOOL,4141 W MCNEIL STREET,LAVEEN,MARICOPA,85339,NO,,PUBLIC,81,56.8%,0.0%,97.5%,56.8%,0.0%,97.5%,100.0%,0.0%,100.0%,98.8%,0.0%,98.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LAWRENCE W CROSS MIDDLE SCHOOL,1000 W CHAPALA DR,TUCSON,PIMA,85704,YES,RN,PUBLIC,237,86.5%,2.1%,99.6%,86.5%,1.7%,99.6%,97.0%,1.7%,99.2%,97.5%,1.3%,99.2%,96.6%,3.0%,99.6%,97.9%,1.3%,99.6%,2.5%,0.4%,1.3%
LE PERA ELEMENTARY SCHOOL,TAHBO RD AND MOHAVE RD,PARKER,LA PAZ,85371,NO,,PUBLIC,22,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LEADING EDGE ACADEMY - EAST MESA CAMPUS,10115 E UNIVERSITY DR,MESA,MARICOPA,85234,NO,,CHARTER,37,86.5%,10.8%,100.0%,83.8%,13.5%,100.0%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,13.5%,0.0%,2.7%
LEADING EDGE ACADEMY - GILBERT ELEMENTARY CAMPUS,717 W RAY RD,GILBERT,MARICOPA,85233,NO,,CHARTER,41,85.4%,14.6%,100.0%,85.4%,14.6%,100.0%,87.8%,12.2%,100.0%,87.8%,12.2%,100.0%,87.8%,12.2%,100.0%,90.2%,9.8%,100.0%,22.0%,0.0%,9.8%
LEADING EDGE ACADEMY - MARICOPA CAMPUS,19302 N PORTER RD,MARICOPA,PINAL,85138,NO,,CHARTER,98,80.6%,17.3%,99.0%,83.7%,16.3%,100.0%,89.8%,10.2%,100.0%,89.8%,10.2%,100.0%,88.8%,11.2%,100.0%,88.8%,11.2%,100.0%,19.4%,0.0%,10.2%
LEADING EDGE ACADEMY - MOUNTAIN VIEW CAMPUS,4815 W HUNT HWY,QUEEN CREEK,PINAL,85142,NO,,CHARTER,26,76.9%,11.5%,88.5%,73.1%,11.5%,100.0%,88.5%,11.5%,100.0%,88.5%,11.5%,100.0%,88.5%,11.5%,100.0%,88.5%,11.5%,100.0%,11.5%,0.0%,11.5%
LEARNING FOUNDATION AND PERFORMING ARTS STAPLEY,851 N STAPLEY DR,MESA,MARICOPA,85203,NO,,CHARTER,20,85.0%,15.0%,100.0%,75.0%,15.0%,100.0%,85.0%,15.0%,100.0%,85.0%,15.0%,100.0%,85.0%,15.0%,100.0%,90.0%,10.0%,100.0%,20.0%,5.0%,5.0%
LEARNING FOUNDATION AND PERFORMING ARTS WARNER,3939 E WARNER RD,GILBERT,MARICOPA,85296,NO,,CHARTER,40,92.5%,7.5%,100.0%,60.0%,40.0%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,40.0%,0.0%,7.5%
LEE KORNEGAY INTERMEDIATE SCHOOL,PO BOX 2070,MIAMI,GILA,85539,NO,,PUBLIC,73,91.8%,1.4%,100.0%,82.2%,1.4%,98.6%,94.5%,1.4%,100.0%,89.0%,1.4%,97.3%,95.9%,1.4%,100.0%,98.6%,1.4%,100.0%,1.4%,0.0%,1.4%
LEGACY ONLINE ACADEMY,3125 SOUTH GILBERT ROAD,CHANDLER,MARICOPA,85286,NO,,CHARTER,36,41.7%,2.8%,100.0%,44.4%,8.3%,100.0%,77.8%,8.3%,86.1%,80.6%,8.3%,88.9%,80.6%,8.3%,91.7%,83.3%,8.3%,91.7%,8.3%,0.0%,8.3%
LEGACY TRADITIONAL  SCHOOL- GOODYEAR,16060 W LOWER BUCKEYE PWY,GOODYEAR,MARICOPA,85338,NO,,CHARTER,45,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,4.4%,97.8%,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,97.8%,2.2%,100.0%,6.7%,0.0%,4.4%
LEGACY TRADITIONAL CHARTER SCHOOL - GILBERT,2747 S RECKER RD,GILBERT,MARICOPA,85295,NO,,CHARTER,132,69.7%,21.2%,98.5%,68.9%,20.5%,98.5%,92.4%,7.6%,100.0%,95.5%,4.5%,100.0%,97.0%,3.0%,100.0%,96.2%,3.8%,100.0%,23.5%,0.8%,4.5%
LEGACY TRADITIONAL CHARTER SCHOOL - LAVEEN VILLAGE,7900 S 43RD AVE,LAVEEN,MARICOPA,85339,NO,,CHARTER,101,30.7%,7.9%,94.1%,35.6%,7.9%,99.0%,76.2%,5.9%,82.2%,77.2%,5.9%,83.2%,78.2%,5.0%,83.2%,79.2%,4.0%,83.2%,8.9%,0.0%,5.0%
LEGACY TRADITIONAL SCHOOL - AVONDALE,12320 W VAN BUREN ST,AVONDALE,MARICOPA,85323,NO,,CHARTER,155,92.9%,5.2%,99.4%,85.2%,7.1%,99.4%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,98.1%,1.9%,100.0%,98.7%,1.3%,100.0%,9.7%,0.0%,1.3%
LEGACY TRADITIONAL SCHOOL - CASA GRANDE,1274 E O'NEIL DR,CASA GRANDE,PINAL,85138,NO,,CHARTER,160,83.1%,4.4%,100.0%,80.0%,7.5%,100.0%,95.6%,3.8%,99.4%,96.3%,3.8%,100.0%,96.9%,3.1%,100.0%,96.3%,3.8%,100.0%,8.1%,0.0%,2.5%
LEGACY TRADITIONAL SCHOOL - CHANDLER,3201 S GILBERT RD,CHANDLER,MARICOPA,85286,NO,,CHARTER,111,58.6%,15.3%,100.0%,60.4%,15.3%,100.0%,90.1%,9.9%,100.0%,88.3%,10.8%,100.0%,91.0%,9.0%,100.0%,91.0%,9.0%,100.0%,18.0%,0.0%,9.0%
LEGACY TRADITIONAL SCHOOL - DEER VALLEY,2747 WEST UNION HILLS DRIVE,PHOENIX,MARICOPA,85027,NO,,CHARTER,34,76.5%,14.7%,100.0%,70.6%,14.7%,100.0%,91.2%,8.8%,100.0%,91.2%,8.8%,100.0%,94.1%,5.9%,100.0%,97.1%,2.9%,100.0%,26.5%,0.0%,5.9%
LEGACY TRADITIONAL SCHOOL - EAST TUCSON,9290 EAST GOLF LINKS ROAD,TUCSON,PIMA,85730,NO,,CHARTER,26,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LEGACY TRADITIONAL SCHOOL - GLENDALE,13091 N 67TH AVE,GLENDALE,MARICOPA,85306,NO,,PUBLIC,160,55.6%,6.9%,98.8%,54.4%,13.1%,98.1%,92.5%,6.3%,98.8%,91.3%,6.9%,98.1%,93.8%,4.4%,98.8%,95.0%,3.8%,98.8%,16.9%,1.3%,9.4%
LEGACY TRADITIONAL SCHOOL - MARICOPA,17760 REGENT DR,MARICOPA,PINAL,85138,NO,,CHARTER,147,89.1%,8.8%,99.3%,88.4%,2.7%,99.3%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,96.6%,2.7%,99.3%,9.5%,0.0%,2.7%
LEGACY TRADITIONAL SCHOOL - MESA,3651 EAST MCKELLIPS ROAD,MESA,MARICOPA,85215,YES,LPN,CHARTER,42,64.3%,26.2%,100.0%,64.3%,26.2%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,92.9%,7.1%,100.0%,26.2%,0.0%,11.9%
LEGACY TRADITIONAL SCHOOL - NORTH CHANDLER,1900 N MCQUEEN RD,CHANDLER,MARICOPA,85225,NO,,CHARTER,95,75.8%,14.7%,100.0%,74.7%,14.7%,100.0%,90.5%,9.5%,100.0%,92.6%,7.4%,100.0%,90.5%,9.5%,100.0%,91.6%,8.4%,100.0%,9.5%,15.8%,6.3%
LEGACY TRADITIONAL SCHOOL - NORTH PHOENIX,4545 N 99TH AVENUE,PHOENIX,MARICOPA,85037,NO,,CHARTER,185,73.0%,7.0%,97.3%,73.0%,7.0%,97.3%,95.1%,2.7%,97.8%,96.2%,1.6%,97.8%,96.8%,1.1%,97.8%,97.8%,0.5%,98.4%,8.6%,0.5%,0.5%
LEGACY TRADITIONAL SCHOOL - NORTHWEST TUCSON,3500 W CORTARO FARMS RD,TUCSON,PIMA,85742,NO,,CHARTER,148,85.8%,0.0%,100.0%,84.5%,14.2%,100.0%,92.6%,7.4%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,16.9%,0.7%,6.8%
LEGACY TRADITIONAL SCHOOL - PEORIA,7877 W. HILLCREST BLVD,PEORIA,MARICOPA,85383,NO,,CHARTER,57,47.4%,26.3%,100.0%,47.4%,0.0%,73.7%,93.0%,7.0%,100.0%,93.0%,7.0%,100.0%,94.7%,5.3%,100.0%,93.0%,7.0%,100.0%,14.0%,0.0%,5.3%
LEGACY TRADITIONAL SCHOOL - SAN TAN,1679 WEST EMPIRE BOULEVARD,SAN TAN VALLEY,PINAL,85142,YES,RN,CHARTER,68,60.3%,7.4%,97.1%,60.3%,7.4%,97.1%,94.1%,4.4%,98.5%,94.1%,4.4%,98.5%,94.1%,4.4%,98.5%,94.1%,4.4%,98.5%,7.4%,0.0%,4.4%
LEGACY TRADITIONAL SCHOOL - WEST SURPRISE,17300 W CACTUS ROAD,SURPRISE,MARICOPA,85388,NO,,CHARTER,114,43.9%,14.0%,93.9%,40.4%,11.4%,94.7%,90.4%,6.1%,96.5%,89.5%,7.0%,96.5%,91.2%,5.3%,96.5%,91.2%,5.3%,96.5%,13.2%,0.0%,4.4%
LEGACY TRADITIONAL SCHOOL- EAST MESA,10707 E GUADALUPE RD,MESA,MARICOPA,85212,NO,,CHARTER,86,60.5%,3.5%,98.8%,47.7%,3.5%,96.5%,94.2%,4.7%,98.8%,95.3%,3.5%,98.8%,95.3%,2.3%,97.7%,95.3%,3.5%,98.8%,7.0%,1.2%,2.3%
LEGACY TRADITIONAL SCHOOL SURPRISE,14506 W SWEETWATER AVE,SURPRISE,MARICOPA,85379,YES,LPN,CHARTER,213,73.2%,16.9%,100.0%,70.9%,18.3%,100.0%,92.0%,8.0%,100.0%,92.0%,7.5%,99.5%,92.5%,7.0%,100.0%,93.9%,5.6%,99.5%,18.3%,1.4%,6.1%
LEGACY TRADITIONAL SCHOOL-QUEEN CREEK,41800 N. BARNES PKWY,QUEEN CREEK,PINAL,85140,NO,,CHARTER,95,73.7%,13.7%,88.4%,73.7%,13.7%,88.4%,94.7%,4.2%,98.9%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,13.7%,1.1%,2.1%
LEGEND SPRINGS ELEMENTARY,21150 N ARROWHEAD LOOP,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,72,75.0%,11.1%,100.0%,84.7%,8.3%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,93.1%,6.9%,100.0%,94.4%,5.6%,100.0%,13.9%,0.0%,2.8%
LEHI ELEMENTARY SCHOOL,2555 N STAPLEY DR,MESA,MARICOPA,85203,YES,RN,PUBLIC,49,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LEMAN ACADEMY OF EXCELLENCE - EAST CAMPUS,10100 E GOLF LINKS RD,TUCSON,PIMA,85730,NO,,CHARTER,126,93.7%,6.3%,100.0%,78.6%,6.3%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,6.3%,0.0%,0.0%
LEMAN ACADEMY OF EXCELLENCE - EAST MESA,3761 S POWER RD,MESA,MARICOPA,85212,NO,,CHARTER,<20,72.7%,27.3%,100.0%,18.2%,36.4%,100.0%,72.7%,27.3%,100.0%,63.6%,36.4%,100.0%,63.6%,36.4%,100.0%,72.7%,27.3%,100.0%,36.4%,0.0%,27.3%
LEMAN ACADEMY OF EXCELLENCE - MARANA,"7720 N SILVERBELL RD, BLDG 1 & 2",TUCSON,PIMA,85743,NO,,CHARTER,121,95.0%,5.0%,100.0%,62.0%,5.0%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,96.7%,3.3%,100.0%,98.3%,1.7%,100.0%,6.6%,0.0%,1.7%
LEMAN ACADEMY OF EXCELLENCE - ORO VALLEY,12255 N LA CAÑADA DRIVE,ORO VALLEY,PIMA,85755,YES,LPN,CHARTER,126,90.5%,9.5%,100.0%,66.7%,9.5%,100.0%,93.7%,6.3%,100.0%,95.2%,4.8%,100.0%,96.0%,4.0%,100.0%,94.4%,5.6%,100.0%,11.9%,0.0%,3.2%
LEMAN ACADEMY OF EXCELLENCE - SIERRA VISTA,1000 E. WILCOX DR,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,48,93.8%,6.3%,100.0%,68.8%,6.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,72.9%,0.0%,0.0%
LEMAN ACADEMY OF EXCELLENCE CENTRAL TUCSON,6188 E PIMA STREET,TUCSON,PIMA,85712,NO,,CHARTER,69,89.9%,10.1%,100.0%,53.6%,10.1%,98.6%,92.8%,7.2%,100.0%,92.8%,7.2%,100.0%,92.8%,7.2%,100.0%,92.8%,7.2%,100.0%,10.1%,0.0%,7.2%
LEMAN VIRTUAL ACADEMY,7720 N SILVERBELL RD,TUCSON,PIMA,85743,NO,,CHARTER,21,66.7%,33.3%,100.0%,28.6%,33.3%,100.0%,71.4%,28.6%,100.0%,76.2%,23.8%,100.0%,81.0%,19.0%,100.0%,81.0%,19.0%,100.0%,38.1%,0.0%,14.3%
LEONOR HAMBLY K-8,824 THORNE AVE,WINKLEMAN,GILA,85292,NO,,PUBLIC,23,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.3%,0.0%,0.0%
LIBERTY ARTS ACADEMY,3015 S POWER RD,MESA,MARICOPA,85212,NO,,CHARTER,34,100.0%,0.0%,100.0%,73.5%,0.0%,100.0%,88.2%,11.8%,100.0%,88.2%,11.8%,100.0%,88.2%,11.8%,100.0%,100.0%,0.0%,100.0%,20.6%,0.0%,11.8%
LIBERTY ELEMENTARY SCHOOL - TUCSON,5495 S LIBERTY AVE,TUCSON,PIMA,85706,YES,RN,PUBLIC,79,89.9%,1.3%,100.0%,89.9%,1.3%,100.0%,98.7%,0.0%,100.0%,100.0%,0.0%,100.0%,98.7%,0.0%,100.0%,100.0%,0.0%,100.0%,1.3%,0.0%,0.0%
LIBERTY ELEMENTARY SCHOOL-85254,5125 E MARILYN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,56,64.3%,5.4%,100.0%,60.7%,1.8%,98.2%,94.6%,3.6%,98.2%,94.6%,5.4%,100.0%,94.6%,1.8%,98.2%,94.6%,3.6%,98.2%,8.9%,1.8%,5.4%
LIBERTY ELEMENTARY SCHOOL-85326,19818 W HWY 85,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,50,88.0%,4.0%,100.0%,88.0%,4.0%,100.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,4.0%,0.0%,0.0%
LIBERTY TRADITIONAL CHARTER SCHOOL - N 45TH AVE,4901 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85031,NO,,CHARTER,21,95.2%,0.0%,100.0%,100.0%,0.0%,100.0%,95.2%,0.0%,95.2%,95.2%,0.0%,95.2%,95.2%,0.0%,95.2%,95.2%,0.0%,95.2%,0.0%,0.0%,0.0%
LIBERTY TRADITIONAL CHARTER SCHOOL - SADDLEBACK,3715 N WASHINGTON AVE,DOUGLAS,COCHISE,85607,NO,,CHARTER,30,86.7%,0.0%,100.0%,90.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LINCOLN ELEMENTARY SCHOOL,930 S SIRRINE,MESA,MARICOPA,85210,YES,RN,PUBLIC,83,86.7%,1.2%,100.0%,85.5%,1.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.2%,0.0%,0.0%
LINDBERGH ELEMENTARY SCHOOL,930 S LAZONA DR,MESA,MARICOPA,85204,YES,RN,PUBLIC,66,89.4%,1.5%,100.0%,89.4%,1.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,97.0%,3.0%,100.0%,6.1%,0.0%,4.5%
LITTLE RED SCHOOLHOUSE,HWY 82 & DUQUESNE RD,NOGALES,SANTA CRUZ,85621,NO,,PUBLIC,20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LITTLETON ELEMENTARY SCHOOL,1252 S 115TH AVE,CASHION,MARICOPA,85323,YES,RN,PUBLIC,69,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,1.4%,0.0%,1.4%
LOMA LINDA ELEMENTARY SCHOOL,2002 E CLARENDON AVE,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,50,88.0%,0.0%,100.0%,86.0%,0.0%,98.0%,96.0%,0.0%,96.0%,100.0%,0.0%,100.0%,98.0%,0.0%,98.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LONE MOUNTAIN ELEMENTARY SCHOOL,5250 E MONTGOMERY RD,CAVE CREEK,MARICOPA,85331,NO,,PUBLIC,75,74.7%,5.3%,100.0%,74.7%,5.3%,100.0%,89.3%,10.7%,100.0%,90.7%,9.3%,100.0%,89.3%,10.7%,100.0%,90.7%,9.3%,100.0%,17.3%,0.0%,8.0%
LONGFELLOW ELEMENTARY SCHOOL,345 S HALL ST,MESA,MARICOPA,85204,YES,RN,PUBLIC,61,96.7%,0.0%,98.4%,96.7%,0.0%,98.4%,98.4%,0.0%,100.0%,98.4%,0.0%,100.0%,98.4%,0.0%,100.0%,96.7%,0.0%,96.7%,0.0%,0.0%,0.0%
LONGVIEW ELEMENTARY SCHOOL,1209 E INDIAN SCHOOL RD,PHOENIX,MARICOPA,85014,NO,,PUBLIC,65,47.7%,3.1%,95.4%,47.7%,3.1%,95.4%,96.9%,3.1%,100.0%,92.3%,3.1%,95.4%,92.3%,3.1%,100.0%,90.8%,3.1%,93.8%,3.1%,0.0%,3.1%
LOOKOUT MOUNTAIN SCHOOL,15 W CORAL GABLES DR,PHOENIX,MARICOPA,85023,NO,,PUBLIC,125,89.6%,6.4%,100.0%,89.6%,6.4%,100.0%,95.2%,4.8%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,9.6%,0.0%,4.8%
LORETTO CATHOLIC SCHOOL,1200 14TH ST,DOUGLAS,COCHISE,85607,NO,,PRIVATE,31,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LOS AMIGOS ELEMENTARY SCHOOL,2200 E DREXEL RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,94,85.1%,0.0%,100.0%,83.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LOS NINOS ELEMENTARY SCHOOL,5445 S ALVERNON WAY,TUCSON,PIMA,85706,YES,RN,PUBLIC,64,84.4%,6.3%,100.0%,84.4%,6.3%,100.0%,92.2%,4.7%,100.0%,95.3%,4.7%,100.0%,92.2%,4.7%,100.0%,95.3%,4.7%,100.0%,6.3%,0.0%,4.7%
LOURDES CATHOLIC ELEMENTARY SCHOOL,555 E PATAGONIA HWY,NOGALES,SANTA CRUZ,85621,NO,,PRIVATE,34,79.4%,0.0%,79.4%,79.4%,0.0%,79.4%,97.1%,0.0%,97.1%,97.1%,0.0%,97.1%,100.0%,0.0%,100.0%,94.1%,0.0%,94.1%,0.0%,0.0%,0.0%
LOWELL ELEMENTARY SCHOOL,920 E BROADWAY RD,MESA,MARICOPA,85204,YES,RN,PUBLIC,57,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LOWELL SCHOOL,1121 S 3RD AVE,PHOENIX,MARICOPA,85003,YES,RN,PUBLIC,28,100.0%,0.0%,100.0%,82.1%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LUKE ELEMENTARY SCHOOL,7300 N DYSART RD,GLENDALE,MARICOPA,85307,NO,,PUBLIC,62,88.7%,11.3%,100.0%,88.7%,11.3%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,14.5%,0.0%,0.0%
MACARTHUR ELEMENTARY SCHOOL,1435 E MCLELLAN RD,MESA,MARICOPA,85203,YES,RN,PUBLIC,82,87.8%,6.1%,100.0%,85.4%,7.3%,100.0%,96.3%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,98.8%,1.2%,100.0%,7.3%,1.2%,1.2%
MADISON #1 ELEMENTARY SCHOOL,5525 N 16TH ST,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,219,52.1%,4.6%,58.4%,47.0%,5.5%,100.0%,95.9%,4.1%,100.0%,95.9%,3.7%,100.0%,95.4%,4.1%,100.0%,95.9%,2.7%,98.6%,6.4%,0.5%,3.2%
MADISON ELEMENTARY SCHOOL,849 S SUNNYVALE,MESA,MARICOPA,85206,YES,RN,PUBLIC,51,86.3%,13.7%,100.0%,86.3%,13.7%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,13.7%,0.0%,7.8%
MADISON MEADOWS SCHOOL,225 W OCOTILLO RD,PHOENIX,MARICOPA,85013,YES,RN,PUBLIC,220,73.6%,1.8%,96.8%,71.4%,1.8%,95.5%,95.5%,4.1%,99.5%,95.9%,4.1%,100.0%,95.9%,3.6%,99.5%,96.4%,3.2%,100.0%,5.9%,0.5%,2.7%
