SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
ESMOND STATION SCHOOL,9400 S ATTERBURY WASH WAY,TUCSON,PIMA,85747,NO,,PUBLIC,95,82.1%,5.3%,100.0%,82.1%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,5.3%,0.0%,5.3%
ESPERANZA ELEMENTARY SCHOOL - 85706,2353 E BANTAM,TUCSON,PIMA,85706,YES,RN,PUBLIC,46,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,2.2%,2.2%,0.0%
ESPERANZA ELEMENTARY SCHOOL-85027,251 W MOHAWK LN,PHOENIX,MARICOPA,85027,YES,LPN,PUBLIC,65,81.5%,3.1%,100.0%,78.5%,4.6%,100.0%,98.5%,1.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.5%,1.5%,100.0%,7.7%,0.0%,0.0%
ESPERERO CANYON MIDDLE SCHOOL,5801 N SABINO CANYON RD,TUCSON,PIMA,85750,YES,RN,PUBLIC,174,88.5%,0.6%,100.0%,88.5%,0.6%,100.0%,98.9%,1.1%,100.0%,99.4%,0.6%,100.0%,98.9%,1.1%,100.0%,99.4%,0.6%,100.0%,1.1%,0.6%,0.0%
ESTRELLA FOOTHILLS GLOBAL ACADEMY,5400 W CARVER ROAD,LAVEEN,MARICOPA,85339,YES,LPN,PUBLIC,90,76.7%,0.0%,87.8%,74.4%,11.1%,98.9%,93.3%,6.7%,100.0%,92.2%,7.8%,100.0%,92.2%,6.7%,98.9%,92.2%,7.8%,100.0%,12.2%,0.0%,5.6%
ESTRELLA MOUNTAIN ELEMENTARY SCHOOL,10301 S SAN MIGUEL,GOODYEAR,MARICOPA,85338,NO,,PUBLIC,56,92.9%,5.4%,100.0%,94.6%,1.8%,96.4%,94.6%,1.8%,96.4%,94.6%,3.6%,100.0%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,92.9%,0.0%,5.4%
ETHOS ACADEMY,8840 N. 43RD AVE,GLENDALE,MARICOPA,85302,NO,,CHARTER,46,54.3%,4.3%,100.0%,47.8%,4.3%,97.8%,84.8%,4.3%,89.1%,87.0%,4.3%,91.3%,91.3%,4.3%,95.7%,95.7%,4.3%,100.0%,4.3%,0.0%,4.3%
EVERGREEN ELEMENTARY SCHOOL,1000 N AMARILLO ST,CASA GRANDE,PINAL,85122,NO,,PUBLIC,56,73.2%,3.6%,94.6%,66.1%,3.6%,89.3%,98.2%,1.8%,100.0%,89.3%,1.8%,91.1%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,3.6%,0.0%,3.6%
EXCELENCIA SCHOOL,2181 E MCDOWELL RD,PHOENIX,MARICOPA,85006,YES,LPN,PUBLIC,62,88.7%,3.2%,100.0%,85.5%,1.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.6%,0.0%,0.0%
FAIRBANKS MIDDLE SCHOOL,1056 FAIRBANKS RD,MORENCI,GREENLEE,85540,NO,,PUBLIC,100,93.0%,2.0%,100.0%,94.0%,4.0%,100.0%,96.0%,3.0%,99.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,97.0%,2.0%,99.0%,6.0%,1.0%,1.0%
FAITH CHRISTIAN SCHOOL,6659 E UNIVERSITY DR.,MESA,MARICOPA,85205,NO,,PRIVATE,<20,72.2%,27.8%,100.0%,11.1%,27.8%,83.3%,72.2%,27.8%,100.0%,72.2%,27.8%,100.0%,72.2%,27.8%,100.0%,72.2%,27.8%,100.0%,27.8%,27.8%,27.8%
FAITH MATHER SOSSAMAN ELEMENTARY,22801 E VIA DEL JARDIN,QUEEN CREEK,MARICOPA,85142,NO,,PUBLIC,168,85.1%,14.9%,100.0%,39.9%,14.9%,100.0%,91.7%,8.3%,100.0%,90.5%,9.5%,100.0%,95.8%,4.2%,100.0%,92.3%,0.0%,100.0%,16.1%,16.1%,7.7%
FALCON HILL ELEMENTARY SCHOOL,1645 N STERLING ST,MESA,MARICOPA,85207,YES,RN,PUBLIC,63,88.9%,11.1%,100.0%,88.9%,11.1%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,15.9%,0.0%,0.0%
FEES MIDDLE SCHOOL,1600 E WATSON DR,TEMPE,MARICOPA,85283,YES,RN,PUBLIC,192,93.8%,2.1%,95.8%,93.8%,2.1%,95.8%,99.5%,0.5%,100.0%,99.5%,0.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.6%,2.6%,0.0%
FESTIVAL FOOTHILLS ELEMENTARY SCHOOL-85396,26252 W DESERT VISTA BLVD,BUCKEYE,MARICOPA,85396,NO,,PUBLIC,25,100.0%,0.0%,100.0%,80.0%,20.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,20.0%,16.0%,4.0%
FIELD ELEMENTARY SCHOOL,2325 E ADOBE ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,89,96.6%,3.4%,100.0%,89.9%,3.4%,93.3%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,100.0%,0.0%,100.0%,3.4%,0.0%,3.4%
FINLEY FARMS ELEMENTARY,375 S COLUMBUS DR,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,98,75.5%,7.1%,100.0%,63.3%,7.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,90.8%,9.2%,100.0%,44.9%,0.0%,5.1%
FIRESIDE ELEMENTARY SCHOOL,3725 E LONE CACTUS DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,121,76.0%,5.0%,95.9%,71.1%,5.0%,96.7%,94.2%,3.3%,98.3%,95.9%,3.3%,99.2%,95.9%,3.3%,100.0%,96.7%,2.5%,99.2%,5.0%,0.0%,3.3%
FIRST BAPTIST CHRISTIAN ACADEMY,1447 S 7TH ST,SIERRA VISTA,COCHISE,85635,NO,,PRIVATE,<20,92.9%,0.0%,100.0%,85.7%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,14.3%,0.0%,7.1%
FLAGSTAFF ARTS AND LEADERSHIP ACADEMY,3401 N FORT VALLEY RD,FLAGSTAFF,COCONINO,86001,NO,,PUBLIC,22,90.9%,4.5%,95.5%,77.3%,9.1%,95.5%,72.7%,18.2%,90.9%,72.7%,13.6%,86.4%,86.4%,13.6%,100.0%,81.8%,13.6%,95.5%,18.2%,0.0%,18.2%
FLAGSTAFF CHRISTIAN SCHOOL,3500 N 4TH STREET,FLAGSTAFF,COCONINO,86004,NO,,PRIVATE,39,43.6%,0.0%,100.0%,41.0%,2.6%,100.0%,87.2%,12.8%,100.0%,89.7%,10.3%,100.0%,87.2%,12.8%,100.0%,89.7%,10.3%,100.0%,15.4%,0.0%,7.7%
FLAGSTAFF JUNIOR ACADEMY ELEMENTARY CAMPUS,306 W CEDAR AVE,FLAGSTAFF,COCONINO,86001,NO,,PUBLIC,68,73.5%,1.5%,97.1%,69.1%,1.5%,98.5%,95.6%,4.4%,100.0%,98.5%,1.5%,100.0%,94.1%,5.9%,100.0%,97.1%,2.9%,100.0%,7.4%,0.0%,1.5%
FOOTHILLS ELEMENTARY SCHOOL-85306,15808 N 63RD AVE,GLENDALE,MARICOPA,85306,YES,RN,PUBLIC,42,76.2%,4.8%,95.2%,71.4%,4.8%,95.2%,90.5%,2.4%,92.9%,95.2%,2.4%,97.6%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,4.8%,0.0%,2.4%
FORT THOMAS ELEMENTARY SCHOOL,15560 W ELEMENTARY RD,FORT THOMAS,GRAHAM,85536,YES,RN,PUBLIC,31,93.5%,0.0%,100.0%,93.5%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.2%,0.0%,0.0%
FOUNTAIN HILLS MIDDLE SCHOOL,15414 N MCDOWELL MOUNTAIN RD,FOUNTAIN HILLS,MARICOPA,85268,NO,,PUBLIC,82,69.5%,11.0%,100.0%,65.9%,13.4%,100.0%,90.2%,9.8%,100.0%,89.0%,11.0%,100.0%,92.7%,7.3%,100.0%,90.2%,9.8%,100.0%,15.9%,0.0%,7.3%
FOURTH AVENUE JUNIOR HIGH SCHOOL,450 4TH AVE,YUMA,YUMA,85364,YES,RN,PUBLIC,121,90.9%,0.8%,100.0%,90.9%,0.8%,100.0%,98.3%,0.8%,100.0%,98.3%,0.8%,100.0%,98.3%,0.8%,100.0%,99.2%,0.8%,100.0%,0.8%,0.0%,0.8%
FRANCES BRANDEN-PICKETT ELEMENTARY,22706 E VILLAGE LOOP,QUEEN CREEK,MARICOPA,85142,NO,,PUBLIC,86,90.7%,9.3%,100.0%,65.1%,22.1%,100.0%,91.9%,8.1%,100.0%,91.9%,8.1%,100.0%,93.0%,7.0%,100.0%,100.0%,0.0%,100.0%,22.1%,8.1%,8.1%
FRANK BORMAN MIDDLE SCHOOL,3637 N 55TH AVE,PHOENIX,MARICOPA,85031,NO,,PUBLIC,107,94.4%,0.9%,95.3%,94.4%,0.9%,95.3%,97.2%,0.0%,100.0%,98.1%,0.0%,100.0%,98.1%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FRANKLIN ACCELERATED ACADEMY - DOWNTOWN CAMPUS,236 S SIRRINE,MESA,MARICOPA,85210,YES,RN,PUBLIC,60,83.3%,3.3%,100.0%,83.3%,3.3%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,5.0%,1.7%,3.3%
FRANKLIN ACCELERATED ACADEMY - JORDAN CAMPUS,3320 N CARRIAGE LN,CHANDLER,MARICOPA,85224,YES,RN,PUBLIC,27,88.9%,11.1%,100.0%,88.9%,11.1%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,100.0%,0.0%,100.0%,11.1%,0.0%,7.4%
FRANKLIN AT BRIMHALL ELEMENTARY SCHOOL,4949 E SOUTHERN RD,MESA,MARICOPA,85206,YES,RN,PUBLIC,111,91.0%,8.1%,100.0%,89.2%,9.9%,100.0%,96.4%,3.6%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,9.9%,0.0%,1.8%
FRANKLIN ELEMENTARY SCHOOL,1753 E 8TH AVE,MESA,MARICOPA,85204,YES,RN,PUBLIC,71,88.7%,8.5%,100.0%,90.1%,7.0%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,8.5%,0.0%,4.2%
FRANKLIN PHONETIC PRIMARY SCHOOL,6116 E HIGHWAY 69,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,25,88.0%,8.0%,96.0%,88.0%,8.0%,96.0%,88.0%,8.0%,96.0%,88.0%,8.0%,96.0%,84.0%,8.0%,92.0%,84.0%,8.0%,92.0%,8.0%,0.0%,8.0%
FREDONIA ELEMENTARY SCHOOL,222 N 200 EAST,FREDONIA,COCONINO,86022,NO,,PUBLIC,<20,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,68.8%,6.3%,75.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,6.3%,0.0%,6.3%
FREEDOM ACADEMY - E PARADISE LN,3916 E PARADISE LN,PHOENIX,MARICOPA,85032,YES,RN,CHARTER,39,79.5%,20.5%,100.0%,79.5%,20.5%,100.0%,84.6%,15.4%,100.0%,84.6%,15.4%,100.0%,87.2%,12.8%,100.0%,84.6%,15.4%,100.0%,28.2%,0.0%,7.7%
FREEDOM CHRISTIAN ACADEMY,11750 S MESA DRIVE,YUMA,YUMA,85367,NO,,PRIVATE,24,25.0%,29.2%,100.0%,20.8%,25.0%,45.8%,70.8%,29.2%,100.0%,75.0%,25.0%,100.0%,70.8%,25.0%,95.8%,70.8%,29.2%,100.0%,29.2%,0.0%,25.0%
FREEDOM ELEMENTARY SCHOOL - 85326,22150 W. SUNDANCE PKWY S,BUCKEYE,MARICOPA,85326,YES,RN,PUBLIC,65,46.2%,4.6%,90.8%,47.7%,3.1%,90.8%,93.8%,4.6%,98.5%,95.4%,4.6%,100.0%,95.4%,4.6%,100.0%,95.4%,4.6%,100.0%,4.6%,0.0%,4.6%
FREEDOM TRADITIONAL ACADEMY - 85374,16066 N. PARKVIEW PLACE,SURPRISE,MARICOPA,85374,YES,LPN,PUBLIC,51,62.7%,11.8%,100.0%,62.7%,11.8%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,96.1%,3.9%,100.0%,11.8%,0.0%,3.9%
FRYE ELEMENTARY SCHOOL,801 E FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,74,95.9%,1.4%,100.0%,94.6%,1.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.4%,0.0%,0.0%
G FRANK DAVIDSON,6935 W OSBORN RD,PHOENIX,MARICOPA,85033,YES,LPN,PUBLIC,107,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GADSDEN ELEMENTARY SCHOOL,18745 GADSDEN ST,GADSDEN,YUMA,85349,NO,,PUBLIC,83,97.6%,0.0%,100.0%,97.6%,0.0%,100.0%,98.8%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GALLEGO INTERMEDIATE FINE ARTS MAGNET SCHOOL,3700 E ALVORD RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,155,98.1%,0.6%,100.0%,98.1%,0.6%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,1.9%,0.0%,1.3%
GALVESTON ELEMENTARY SCHOOL,661 E GALVESTON ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,65,87.7%,3.1%,96.9%,90.8%,3.1%,96.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.1%,0.0%,0.0%
GARDEN LAKES ELEMENTARY SCHOOL,10825 W GARDEN LAKES PKWY,AVONDALE,MARICOPA,85392,NO,,PUBLIC,93,83.9%,4.3%,100.0%,83.9%,4.3%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,98.9%,1.1%,100.0%,97.8%,2.2%,100.0%,4.3%,0.0%,0.0%
GARFIELD SCHOOL,811 N 13TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,41,92.7%,0.0%,100.0%,92.7%,0.0%,100.0%,97.6%,0.0%,100.0%,100.0%,0.0%,100.0%,97.6%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GARY A KNOX ELEMENTARY,2926 S 21ST DR,YUMA,YUMA,85364,NO,,PUBLIC,91,71.4%,0.0%,71.4%,71.4%,0.0%,71.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GATEWAY POINTE ELEMENTARY,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,NO,,PUBLIC,110,86.4%,13.6%,100.0%,81.8%,12.7%,100.0%,92.7%,7.3%,100.0%,90.9%,9.1%,100.0%,94.5%,5.5%,100.0%,93.6%,6.4%,100.0%,15.5%,0.0%,5.5%
GATEWAY POLYTECHNIC ACADEMY,5149 S SIGNAL BUTTE RD,MESA,MARICOPA,85212,NO,,PUBLIC,119,89.9%,10.1%,100.0%,79.0%,10.9%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.8%,4.2%,100.0%,96.6%,3.4%,100.0%,10.9%,0.0%,5.9%
GATEWAY SCHOOL,1100 N 35TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,62,56.5%,1.6%,90.3%,53.2%,1.6%,91.9%,91.9%,1.6%,93.5%,96.8%,1.6%,98.4%,88.7%,1.6%,90.3%,98.4%,1.6%,100.0%,1.6%,0.0%,1.6%
GAVILAN PEAK ELEMENTARY,2701 W MEMORIAL DR,ANTHEM,MARICOPA,85086,YES,RN,PUBLIC,55,80.0%,7.3%,100.0%,80.0%,7.3%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,10.9%,0.0%,0.0%
GILA BEND ELEMENTARY SCHOOL,308 N MARTIN AVE,GILA BEND,MARICOPA,85337,NO,,CHARTER,37,67.6%,0.0%,100.0%,59.5%,0.0%,100.0%,97.3%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GILA CROSSING COMMUNITY SCHOOL,4665 W PECOS RD,LAVEEN,MARICOPA,85339,YES,RN,PUBLIC,53,86.8%,3.8%,98.1%,86.8%,3.8%,98.1%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
GILA VISTA JR HIGH SCHOOL,2245 ARIZONA AVE,YUMA,YUMA,85364,YES,RN,PUBLIC,184,95.7%,2.2%,97.8%,97.8%,2.2%,100.0%,98.9%,0.0%,100.0%,97.3%,2.2%,100.0%,95.7%,2.2%,100.0%,100.0%,0.0%,100.0%,2.2%,0.0%,1.1%
GILBERT CHRISTIAN ELEMENTARY & MIDDLE SCHOOL,1424 S PROMENADE LN,GILBERT,MARICOPA,85296,NO,,PRIVATE,66,81.8%,18.2%,100.0%,53.0%,47.0%,100.0%,80.3%,19.7%,100.0%,81.8%,18.2%,100.0%,78.8%,21.2%,100.0%,81.8%,18.2%,100.0%,47.0%,0.0%,18.2%
GILBERT CHRISTIAN SCHOOLS - GREENFIELD,4341 S. GREENFIELD RD,GILBERT,MARICOPA,85297,NO,,PRIVATE,61,96.7%,3.3%,100.0%,59.0%,41.0%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,95.1%,4.9%,100.0%,96.7%,3.3%,100.0%,39.3%,0.0%,1.6%
GILBERT CHRISTIAN SCHOOLS - VAL VISTA,22201 S VAL VISTA DR.,GLBERT,MARICOPA,85298,NO,,PRIVATE,47,87.2%,12.8%,100.0%,55.3%,42.6%,100.0%,85.1%,14.9%,100.0%,87.2%,12.8%,100.0%,85.1%,14.9%,100.0%,85.1%,14.9%,100.0%,42.6%,0.0%,12.8%
GILBERT ELEMENTARY SCHOOL,175 W ELLIOT RD,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,71,74.6%,5.6%,100.0%,73.2%,8.5%,100.0%,94.4%,4.2%,100.0%,93.0%,4.2%,100.0%,94.4%,4.2%,100.0%,97.2%,1.4%,100.0%,12.7%,1.4%,12.7%
GILILLAND MIDDLE SCHOOL,1025 S BECK AVE,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,223,96.9%,2.7%,99.6%,71.7%,2.7%,99.6%,96.4%,2.7%,99.6%,96.9%,2.7%,99.6%,96.9%,2.7%,99.6%,96.9%,2.7%,99.6%,2.7%,0.4%,2.7%
GLADDEN FARMS ELEMENTARY SCHOOL,11745 W GLADDEN FARMS DR.,MARANA,PIMA,85653,NO,,PUBLIC,114,89.5%,4.4%,100.0%,87.7%,4.4%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,99.1%,0.9%,100.0%,4.4%,0.0%,0.9%
GLENDALE LANDMARK MIDDLE SCHOOL,5730 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,81,17.3%,1.2%,88.9%,11.1%,1.2%,100.0%,88.9%,1.2%,90.1%,91.4%,1.2%,92.6%,87.7%,1.2%,88.9%,90.1%,1.2%,91.4%,1.2%,0.0%,1.2%
GLENN F BURTON SCHOOL,4801 W MARYLAND AVE,GLENDALE,MARICOPA,85301,NO,,PUBLIC,59,88.1%,1.7%,89.8%,88.1%,1.7%,89.8%,96.6%,3.4%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,3.4%,0.0%,1.7%
GLENN L DOWNS SCHOOL,3611 N 47TH AVE,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,83,96.4%,1.2%,100.0%,96.4%,1.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.2%,0.0%,0.0%
GLENVIEW ADVENTIST SCHOOL,6801 N 43RD AVE,PHOENIX,MARICOPA,85019,NO,,PRIVATE,<20,22.2%,0.0%,83.3%,0.0%,0.0%,88.9%,83.3%,0.0%,83.3%,83.3%,0.0%,83.3%,83.3%,0.0%,83.3%,83.3%,0.0%,83.3%,0.0%,0.0%,0.0%
GLOBAL ACADEMY OF PHOENIX,4432 W MARYLAND AVE,PHOENIX,MARICOPA,85301,YES,LPN,PUBLIC,40,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,2.5%,0.0%,2.5%
GOWAN SCIENCE ACADEMY,1020 S AVENUE C,YUMA,YUMA,85364,YES,LPN,PUBLIC,65,95.4%,3.1%,100.0%,95.4%,3.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.1%,0.0%,0.0%
GRACE CHRISTIAN ACADEMY,1200 E SOUTHERN AVE,TEMPE,MARICOPA,85282,YES,RN,PRIVATE,30,80.0%,16.7%,100.0%,80.0%,16.7%,100.0%,90.0%,10.0%,100.0%,90.0%,10.0%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,16.7%,0.0%,3.3%
GRANADA EAST SCHOOL,3022 W CAMPBELL AVE,PHOENIX,MARICOPA,85017,YES,LPN,PUBLIC,163,88.3%,3.1%,100.0%,83.4%,3.1%,100.0%,96.9%,1.2%,100.0%,98.2%,1.8%,100.0%,97.5%,1.2%,100.0%,97.5%,2.5%,100.0%,3.1%,0.0%,1.2%
GRAND CANYON ELEMENTARY,1 BOULDER ST,GRAND CANYON,COCONINO,86023,NO,,PUBLIC,<20,87.5%,0.0%,100.0%,87.5%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GRANITE MOUNTAIN MIDDLE SCHOOL,1800 WILLIAMSON VALLEY RD,PRESCOTT,YAVAPAI,86305,YES,RN,PUBLIC,235,87.2%,12.8%,100.0%,77.0%,12.3%,100.0%,92.3%,7.2%,100.0%,94.0%,6.0%,100.0%,93.2%,6.4%,100.0%,94.5%,5.5%,100.0%,14.0%,0.0%,4.3%
GRANVILLE ELEMENTARY,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,74,87.8%,12.2%,100.0%,87.8%,8.1%,100.0%,93.2%,6.8%,100.0%,89.2%,10.8%,100.0%,91.9%,8.1%,100.0%,91.9%,8.1%,100.0%,13.5%,0.0%,13.5%
GRAYHAWK ELEMENTARY SCHOOL,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,56,83.9%,8.9%,100.0%,83.9%,8.9%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,8.9%,0.0%,1.8%
GREAT EXPECTATIONS ACADEMY,1466 W CAMINO ANTIGUA,SAHUARITA,PIMA,85629,NO,,CHARTER,36,77.8%,13.9%,100.0%,75.0%,13.9%,100.0%,94.4%,2.8%,97.2%,97.2%,2.8%,100.0%,100.0%,0.0%,100.0%,97.2%,2.8%,100.0%,13.9%,0.0%,2.8%
GREAT HEART ACADEMIES ARCHWAY CICERO,7205 N PIMA RD,SCOTTSDALE,MARICOPA,85258,YES,RN,CHARTER,96,68.8%,20.8%,100.0%,63.5%,20.8%,100.0%,87.5%,12.5%,100.0%,88.5%,11.5%,100.0%,87.5%,12.5%,100.0%,90.6%,9.4%,100.0%,39.6%,0.0%,8.3%
GREAT HEART ACADEMIES LINCOLN PREP,2250 S GILBERT RD,CHANDLER,MARICOPA,85286,YES,RN,CHARTER,127,79.5%,8.7%,100.0%,80.3%,8.7%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,94.5%,5.5%,100.0%,10.2%,0.0%,6.3%
GREAT HEARTS ACADEMIES - ARCHWAY NORTH PHOENIX,14100 N 32ND ST,PHOENIX,MARICOPA,85032,YES,RN,CHARTER,122,77.0%,15.6%,100.0%,75.4%,16.4%,100.0%,89.3%,10.7%,100.0%,91.0%,9.0%,100.0%,87.7%,12.3%,100.0%,89.3%,10.7%,100.0%,18.9%,0.0%,7.4%
GREAT HEARTS ACADEMIES - ARETE PREPARATORY ACADEMY,4525 E BASELINE RD,MESA,MARICOPA,85234,YES,RN,CHARTER,100,67.0%,9.0%,100.0%,64.0%,10.0%,100.0%,95.0%,5.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,97.0%,3.0%,100.0%,12.0%,0.0%,2.0%
GREAT HEARTS ANTHEM,3950 WEST ARROYO NORTE DRIVE,ANTHEM,MARICOPA,85087,YES,RN,CHARTER,100,61.0%,20.0%,100.0%,61.0%,22.0%,100.0%,91.0%,9.0%,100.0%,91.0%,9.0%,100.0%,91.0%,9.0%,100.0%,92.0%,8.0%,100.0%,24.0%,0.0%,9.0%
GREAT HEARTS ONLINE - ARIZONA,4801 E WASHINGTON ST.,PHOENIX,MARICOPA,85034,NO,,CHARTER,22,31.8%,9.1%,95.5%,31.8%,9.1%,95.5%,77.3%,9.1%,86.4%,86.4%,9.1%,95.5%,95.5%,4.5%,100.0%,86.4%,4.5%,90.9%,9.1%,0.0%,9.1%
GREAT HEARTS ROOSEVELT,555 SOUTH JACKRABBIT TRAIL,BUCKEYE,MARICOPA,85326,YES,RN,CHARTER,73,79.5%,20.5%,100.0%,79.5%,20.5%,100.0%,89.0%,11.0%,100.0%,87.7%,11.0%,98.6%,90.4%,9.6%,100.0%,91.8%,8.2%,100.0%,21.9%,0.0%,12.3%
